ID,x_cen,y_cen,Cluster
11425,430,368,3
11426,1002,380,0
11427,1307,362,9
11428,1608,423,1
11429,792,361,2
11430,169,372,8
11431,567,393,5
11432,429,367,3
11433,1307,363,9
11434,1002,380,0
11435,40,400,-1
11436,1608,424,1
11437,170,373,8
11438,792,362,2
11439,570,393,5
11440,430,368,3
11441,1308,364,9
11442,1002,381,0
11443,107,367,4
11444,573,391,5
11445,1608,425,1
11446,170,374,8
11447,792,362,2
11448,430,368,3
11449,1003,382,0
11450,1307,364,9
11451,42,401,-1
11452,573,391,5
11453,1607,425,1
11454,792,362,2
11455,170,374,8
11456,430,369,3
11457,1307,364,9
11458,1003,382,0
11459,41,406,-1
11460,573,391,5
11461,1608,425,1
11462,170,373,8
11463,792,362,2
11464,430,368,3
11465,1308,364,9
11466,1003,381,0
11467,41,403,-1
11468,132,284,-1
11469,573,391,5
11470,1607,425,1
11471,170,374,8
11472,793,362,2
11473,430,368,3
11474,1307,364,9
11475,1002,382,0
11476,39,402,-1
11477,131,281,-1
11478,573,390,5
11479,792,363,2
11480,170,373,8
11481,1607,425,1
11482,430,369,3
11483,1308,364,9
11484,1002,381,0
11485,40,403,-1
11486,105,369,4
11487,573,391,5
11488,1607,425,1
11489,170,373,8
11490,792,362,2
11491,1307,364,9
11492,429,368,3
11493,1002,381,0
11494,39,401,-1
11495,574,391,5
11496,792,362,2
11497,1606,425,1
11498,170,372,8
11499,430,368,3
11500,1307,364,9
11501,1002,382,0
11502,107,367,4
11503,572,390,5
11504,1607,425,1
11505,170,373,8
11506,792,362,2
11507,430,368,3
11508,1307,364,9
11509,1002,381,0
11510,40,402,-1
11511,131,285,-1
11512,572,391,5
11513,792,361,2
11514,170,373,8
11515,1607,424,1
11516,429,368,3
11517,1307,364,9
11518,1002,380,0
11519,107,367,4
11520,572,390,5
11521,1607,425,1
11522,170,373,8
11523,792,362,2
11524,429,368,3
11525,1307,364,9
11526,1002,381,0
11527,106,367,4
11528,573,390,5
11529,1608,425,1
11530,170,373,8
11531,430,369,3
11532,792,362,2
11533,1307,364,9
11534,1003,382,0
11535,40,402,-1
11536,574,390,5
11537,1607,425,1
11538,170,374,8
11539,792,362,2
11540,430,369,3
11541,1307,364,9
11542,1002,382,0
11543,1607,425,1
11544,572,391,5
11545,792,362,2
11546,169,372,8
11547,430,369,3
11548,1307,364,9
11549,1003,381,0
11550,106,366,4
11551,574,390,5
11552,792,362,2
11553,1607,425,1
11554,170,375,8
11555,430,369,3
11556,1307,364,9
11557,1003,382,0
11558,107,369,4
11559,573,390,5
11560,1607,424,1
11561,170,374,8
11562,792,362,2
11563,431,369,3
11564,1307,364,9
11565,1003,383,0
11566,40,404,-1
11567,131,285,-1
11568,573,390,5
11569,1608,425,1
11570,170,375,8
11571,792,363,2
11572,430,370,3
11573,1307,364,9
11574,1002,382,0
11575,41,404,-1
11576,131,282,-1
11577,573,390,5
11578,170,374,8
11579,1607,423,1
11580,792,362,2
11581,430,369,3
11582,1307,364,9
11583,1002,382,0
11584,572,391,5
11585,1606,424,1
11586,170,373,8
11587,792,362,2
11588,430,369,3
11589,1307,364,9
11590,1003,382,0
11591,41,403,-1
11592,129,284,-1
11593,1607,424,1
11594,169,373,8
11595,791,363,2
11596,573,391,5
11597,430,368,3
11598,1307,364,9
11599,1002,381,0
11600,129,279,-1
11601,40,403,-1
11602,170,373,8
11603,573,390,5
11604,1606,425,1
11605,792,362,2
11606,430,369,3
11607,1307,364,9
11608,1003,382,0
11609,41,403,-1
11610,133,283,-1
11611,574,390,5
11612,169,372,8
11613,1606,425,1
11614,792,362,2
11615,430,369,3
11616,1002,382,0
11617,1307,364,9
11618,41,403,-1
11619,573,390,5
11620,791,362,2
11621,170,373,8
11622,1607,424,1
11623,430,369,3
11624,1307,364,9
11625,1002,381,0
11626,108,369,4
11627,1607,424,1
11628,572,391,5
11629,170,373,8
11630,792,362,2
11631,429,368,3
11632,1308,364,9
11633,1002,381,0
11634,107,367,4
11635,573,390,5
11636,791,362,2
11637,169,373,8
11638,1607,425,1
11639,430,369,3
11640,1308,364,9
11641,1002,381,0
11642,41,403,-1
11643,135,283,-1
11644,572,390,5
11645,1607,425,1
11646,792,361,2
11647,170,375,8
11648,430,369,3
11649,1307,364,9
11650,1002,381,0
11651,41,403,-1
11652,129,283,-1
11653,571,391,5
11654,169,373,8
11655,1607,424,1
11656,791,362,2
11657,430,368,3
11658,1002,381,0
11659,1307,363,9
11660,39,402,-1
11661,104,369,4
11662,571,391,5
11663,791,362,2
11664,1607,424,1
11665,169,373,8
11666,429,367,3
11667,1307,363,9
11668,1002,380,0
11669,40,402,-1
11670,1607,424,1
11671,792,362,2
11672,169,373,8
11673,571,393,5
11674,430,368,3
11675,1307,364,9
11676,1002,381,0
11677,40,402,-1
11678,572,391,5
11679,170,373,8
11680,1607,425,1
11681,792,362,2
11682,430,368,3
11683,1002,381,0
11684,1307,364,9
11685,39,401,-1
11686,132,285,-1
11687,572,391,5
11688,170,372,8
11689,1607,425,1
11690,792,362,2
11691,430,369,3
11692,1308,364,9
11693,1002,381,0
11694,40,401,-1
11695,574,390,5
11696,170,373,8
11697,1607,424,1
11698,792,362,2
11699,1307,364,9
11700,430,369,3
11701,1002,381,0
11702,105,368,4
11703,40,402,-1
11704,573,390,5
11705,792,362,2
11706,170,373,8
11707,1607,425,1
11708,1002,382,0
11709,430,369,3
11710,1308,364,9
11711,573,390,5
11712,170,373,8
11713,1608,424,1
11714,792,362,2
11715,430,368,3
11716,1002,381,0
11717,1307,364,9
11718,39,401,-1
11719,573,390,5
11720,1607,425,1
11721,792,362,2
11722,170,373,8
11723,430,368,3
11724,1308,364,9
11725,1002,382,0
11726,574,390,5
11727,170,374,8
11728,792,363,2
11729,1608,424,1
11730,430,369,3
11731,1003,383,0
11732,1308,365,9
11733,107,370,4
11734,574,390,5
11735,170,373,8
11736,792,362,2
11737,1607,424,1
11738,430,368,3
11739,1003,382,0
11740,1308,364,9
11741,41,403,-1
11742,572,391,5
11743,792,362,2
11744,170,373,8
11745,1607,424,1
11746,430,368,3
11747,1002,381,0
11748,1308,364,9
11749,106,368,4
11750,573,390,5
11751,1606,425,1
11752,169,373,8
11753,792,362,2
11754,430,369,3
11755,1307,363,9
11756,1002,381,0
11757,106,367,4
11758,574,390,5
11759,170,374,8
11760,1607,424,1
11761,792,362,2
11762,430,368,3
11763,1002,381,0
11764,1307,364,9
11765,106,365,4
11766,573,390,5
11767,170,374,8
11768,1607,425,1
11769,791,362,2
11770,1307,364,9
11771,430,368,3
11772,1002,382,0
11773,572,391,5
11774,170,374,8
11775,792,362,2
11776,1607,425,1
11777,430,369,3
11778,1307,364,9
11779,1002,381,0
11780,40,401,-1
11781,131,285,-1
11782,573,390,5
11783,792,361,2
11784,1607,424,1
11785,170,374,8
11786,430,367,3
11787,1002,381,0
11788,1307,364,9
11789,40,401,-1
11790,574,390,5
11791,1607,424,1
11792,169,374,8
11793,792,362,2
11794,430,368,3
11795,1002,382,0
11796,1307,364,9
11797,573,390,5
11798,1608,424,1
11799,170,374,8
11800,792,362,2
11801,430,368,3
11802,1307,364,9
11803,1002,381,0
11804,40,403,-1
11805,573,390,5
11806,170,374,8
11807,792,362,2
11808,1607,425,1
11809,430,368,3
11810,1308,365,9
11811,1002,381,0
11812,40,402,-1
11813,132,287,-1
11814,574,391,5
11815,1607,425,1
11816,170,374,8
11817,791,363,2
11818,431,370,3
11819,1308,364,9
11820,1002,382,0
11821,107,342,4
11822,573,390,5
11823,170,374,8
11824,792,363,2
11825,1607,425,1
11826,430,369,3
11827,1308,364,9
11828,1002,382,0
11829,40,400,-1
11830,133,285,-1
11831,574,390,5
11832,792,362,2
11833,170,374,8
11834,1608,425,1
11835,430,369,3
11836,1002,382,0
11837,1307,364,9
11838,40,403,-1
11839,573,390,5
11840,792,362,2
11841,171,375,8
11842,1607,425,1
11843,430,368,3
11844,1308,364,9
11845,1002,381,0
11846,107,368,4
11847,131,283,-1
11848,40,402,-1
11849,572,390,5
11850,792,362,2
11851,171,373,8
11852,1607,424,1
11853,430,368,3
11854,1002,381,0
11855,1308,364,9
11856,41,402,-1
11857,131,280,-1
11858,574,390,5
11859,792,361,2
11860,1607,424,1
11861,170,373,8
11862,430,368,3
11863,1002,381,0
11864,1307,364,9
11865,40,399,-1
11866,574,390,5
11867,792,361,2
11868,1608,424,1
11869,171,373,8
11870,430,368,3
11871,1308,364,9
11872,1002,381,0
11873,107,369,4
11874,574,389,5
11875,792,362,2
11876,170,373,8
11877,1607,423,1
11878,430,368,3
11879,1308,363,9
11880,1002,381,0
11881,573,390,5
11882,170,373,8
11883,792,361,2
11884,1607,424,1
11885,430,369,3
11886,1002,381,0
11887,1308,364,9
11888,41,403,-1
11889,572,391,5
11890,170,373,8
11891,1606,425,1
11892,792,361,2
11893,429,368,3
11894,1308,364,9
11895,1002,381,0
11896,41,403,-1
11897,573,391,5
11898,792,361,2
11899,1606,424,1
11900,169,374,8
11901,430,368,3
11902,1002,381,0
11903,1307,364,9
11904,106,367,4
11905,791,362,2
11906,1606,425,1
11907,169,373,8
11908,429,367,3
11909,572,394,5
11910,1002,381,0
11911,1307,364,9
11912,107,368,4
11913,1605,425,1
11914,168,373,8
11915,790,361,2
11916,571,390,5
11917,1306,363,9
11918,429,367,3
11919,1001,381,0
11920,40,399,-1
11921,39,366,-1
11922,135,282,-1
11923,1606,425,1
11924,790,361,2
11925,571,391,5
11926,168,371,8
11927,429,367,3
11928,1001,381,0
11929,1306,363,9
11930,40,399,-1
11931,1606,425,1
11932,571,391,5
11933,169,373,8
11934,791,362,2
11935,429,367,3
11936,1001,381,0
11937,1306,364,9
11938,39,399,-1
11939,1605,425,1
11940,573,391,5
11941,168,373,8
11942,790,361,2
11943,431,367,3
11944,1306,363,9
11945,1001,380,0
11946,108,361,4
11947,1604,425,1
11948,571,390,5
11949,167,371,8
11950,789,362,2
11951,1305,363,9
11952,428,366,3
11953,1001,381,0
11954,39,389,-1
11955,572,391,5
11956,169,374,8
11957,791,362,2
11958,1606,425,1
11959,429,367,3
11960,1306,364,9
11961,1001,381,0
11962,40,401,-1
11963,791,362,2
11964,572,390,5
11965,169,372,8
11966,1607,424,1
11967,429,367,3
11968,1002,381,0
11969,1307,363,9
11970,106,366,4
11971,169,373,8
11972,574,391,5
11973,1606,425,1
11974,791,361,2
11975,430,368,3
11976,1002,381,0
11977,1307,364,9
11978,40,398,-1
11979,136,285,-1
11980,1605,426,1
11981,790,361,2
11982,169,372,8
11983,571,391,5
11984,1001,381,0
11985,1307,363,9
11986,429,367,3
11987,40,399,-1
11988,138,282,-1
11989,791,362,2
11990,169,373,8
11991,578,387,5
11992,1606,426,1
11993,429,368,3
11994,1307,364,9
11995,1002,381,0
11996,41,400,-1
11997,132,284,-1
11998,1607,425,1
11999,170,374,8
12000,791,362,2
12001,445,369,3
12002,1307,364,9
12003,1002,381,0
12004,107,366,4
12005,1607,424,1
12006,170,373,8
12007,791,363,2
12008,1307,364,9
12009,446,369,3
12010,1002,381,0
12011,106,366,4
12012,170,374,8
12013,1607,425,1
12014,791,362,2
12015,445,369,3
12016,1307,364,9
12017,1002,382,0
12018,40,402,-1
12019,132,285,-1
12020,1607,425,1
12021,170,374,8
12022,791,362,2
12023,446,369,3
12024,1002,382,0
12025,1307,364,9
12026,107,367,4
12027,1607,425,1
12028,170,374,8
12029,446,369,3
12030,1307,364,9
12031,791,362,2
12032,1002,382,0
12033,40,403,-1
12034,1608,425,1
12035,170,374,8
12036,791,363,2
12037,446,369,3
12038,1307,364,9
12039,1002,382,0
12040,40,402,-1
12041,170,374,8
12042,1608,425,1
12043,446,369,3
12044,791,362,2
12045,1002,381,0
12046,1307,364,9
12047,40,403,-1
12048,133,285,-1
12049,1607,424,1
12050,170,373,8
12051,791,363,2
12052,446,369,3
12053,1003,381,0
12054,1307,364,9
12055,170,373,8
12056,1607,424,1
12057,445,369,3
12058,790,362,2
12059,1002,382,0
12060,1307,364,9
12061,41,402,-1
12062,1606,425,1
12063,170,374,8
12064,791,362,2
12065,446,369,3
12066,1002,382,0
12067,1308,364,9
12068,40,403,-1
12069,132,285,-1
12070,1607,424,1
12071,170,374,8
12072,791,362,2
12073,445,369,3
12074,1307,363,9
12075,1002,381,0
12076,39,402,-1
12077,133,285,-1
12078,170,373,8
12079,1606,424,1
12080,790,362,2
12081,445,369,3
12082,1307,363,9
12083,1002,381,0
12084,40,402,-1
12085,170,373,8
12086,1607,424,1
12087,791,362,2
12088,446,368,3
12089,1308,364,9
12090,1002,382,0
12091,46,736,-1
12092,40,402,-1
12093,134,285,-1
12094,1607,425,1
12095,145,374,4
12096,790,362,2
12097,1307,364,9
12098,1002,381,0
12099,446,369,3
12100,289,344,7
12101,40,402,-1
12102,1607,425,1
12103,144,375,4
12104,791,362,2
12105,446,369,3
12106,1307,364,9
12107,1002,382,0
12108,289,344,7
12109,40,400,-1
12110,1607,425,1
12111,1002,382,0
12112,791,361,2
12113,144,375,4
12114,446,369,3
12115,1848,444,6
12116,1307,364,9
12117,289,344,7
12118,40,400,-1
12119,1607,425,1
12120,1002,382,0
12121,791,362,2
12122,143,375,4
12123,1307,364,9
12124,446,369,3
12125,1848,442,6
12126,289,345,7
12127,1607,425,1
12128,791,362,2
12129,1002,382,0
12130,144,374,4
12131,446,369,3
12132,1308,364,9
12133,1848,443,6
12134,290,345,7
12135,41,401,-1
12136,791,362,2
12137,1606,425,1
12138,144,374,4
12139,446,369,3
12140,1002,381,0
12141,1848,444,6
12142,1308,364,9
12143,289,344,7
12144,41,371,4
12145,791,362,2
12146,1002,382,0
12147,1608,425,1
12148,144,375,4
12149,1308,364,9
12150,446,369,3
12151,1848,443,6
12152,41,404,-1
12153,289,345,7
12154,1607,425,1
12155,446,369,3
12156,144,375,4
12157,791,362,2
12158,1307,364,9
12159,1848,443,6
12160,1003,382,0
12161,41,405,-1
12162,289,345,7
12163,791,363,2
12164,1607,424,1
12165,1003,382,0
12166,144,375,4
12167,1308,364,9
12168,446,369,3
12169,1848,443,6
12170,40,404,-1
12171,289,345,7
12172,130,282,-1
12173,791,362,2
12174,1606,425,1
12175,144,375,4
12176,446,369,3
12177,1002,382,0
12178,1847,443,6
12179,1307,364,9
12180,41,403,-1
12181,290,344,7
12182,1606,425,1
12183,790,362,2
12184,143,374,4
12185,446,369,3
12186,1002,382,0
12187,1307,364,9
12188,290,344,7
12189,1849,438,6
12190,40,403,-1
12191,1606,425,1
12192,790,361,2
12193,143,374,4
12194,1307,364,9
12195,446,369,3
12196,1002,382,0
12197,289,344,7
12198,1848,440,6
12199,41,401,-1
12200,1605,426,1
12201,1307,364,9
12202,791,362,2
12203,143,375,4
12204,445,369,3
12205,1002,382,0
12206,40,402,-1
12207,289,345,7
12208,1848,438,6
12209,133,285,-1
12210,1606,425,1
12211,791,362,2
12212,143,374,4
12213,1307,364,9
12214,1002,382,0
12215,445,369,3
12216,40,402,-1
12217,289,344,7
12218,1848,445,6
12219,132,286,-1
12220,1607,425,1
12221,143,374,4
12222,790,362,2
12223,446,369,3
12224,1307,363,9
12225,1848,445,6
12226,1002,381,0
12227,290,344,7
12228,40,402,-1
12229,1607,426,1
12230,790,362,2
12231,143,374,4
12232,1307,364,9
12233,1002,382,0
12234,445,369,3
12235,1848,444,6
12236,289,344,7
12237,40,400,-1
12238,1607,424,1
12239,791,363,2
12240,1003,382,0
12241,144,375,4
12242,446,370,3
12243,1307,364,9
12244,1848,445,6
12245,290,345,7
12246,41,404,-1
12247,1606,424,1
12248,1307,364,9
12249,791,363,2
12250,143,375,4
12251,446,369,3
12252,1847,443,6
12253,1003,382,0
12254,290,345,7
12255,107,366,4
12256,1606,425,1
12257,307,344,7
12258,790,362,2
12259,143,374,4
12260,1847,444,6
12261,1003,382,0
12262,1307,364,9
12263,216,206,-1
12264,130,283,-1
12265,41,402,-1
12266,1606,425,1
12267,790,362,2
12268,142,374,4
12269,307,345,7
12270,1847,444,6
12271,1003,382,0
12272,1307,364,9
12273,41,402,-1
12274,1627,413,1
12275,92,379,4
12276,307,346,7
12277,1307,365,9
12278,821,369,2
12279,1627,413,1
12280,92,380,4
12281,1307,366,9
12282,821,370,2
12283,307,346,7
12284,1628,412,1
12285,92,379,4
12286,1307,365,9
12287,307,346,7
12288,821,369,2
12289,1627,412,1
12290,1308,365,9
12291,821,369,2
12292,92,380,4
12293,307,346,7
12294,1627,412,1
12295,1307,365,9
12296,821,369,2
12297,92,380,4
12298,307,346,7
12299,1627,413,1
12300,1307,365,9
12301,92,380,4
12302,821,369,2
12303,307,346,7
12304,1628,412,1
12305,92,379,4
12306,1307,365,9
12307,821,369,2
12308,307,346,7
12309,1628,412,1
12310,1307,365,9
12311,92,380,4
12312,821,369,2
12313,308,347,7
12314,1628,412,1
12315,92,380,4
12316,1307,365,9
12317,821,369,2
12318,308,346,7
12319,1628,412,1
12320,92,380,4
12321,1307,366,9
12322,821,370,2
12323,307,347,7
12324,1627,412,1
12325,92,379,4
12326,307,346,7
12327,1307,365,9
12328,821,369,2
12329,1628,412,1
12330,93,379,4
12331,1307,365,9
12332,821,369,2
12333,308,346,7
12334,1628,413,1
12335,1307,366,9
12336,93,380,4
12337,821,370,2
12338,308,348,7
12339,1628,412,1
12340,92,379,4
12341,1307,364,9
12342,821,368,2
12343,307,346,7
12344,1628,412,1
12345,93,380,4
12346,1307,366,9
12347,821,369,2
12348,308,347,7
12349,1628,413,1
12350,1308,366,9
12351,821,370,2
12352,93,381,4
12353,308,347,7
12354,1628,412,1
12355,1307,366,9
12356,822,370,2
12357,93,381,4
12358,308,347,7
12359,1628,412,1
12360,1308,366,9
12361,92,381,4
12362,822,370,2
12363,308,348,7
12364,1628,412,1
12365,93,381,4
12366,822,370,2
12367,1308,365,9
12368,308,347,7
12369,1628,412,1
12370,1308,366,9
12371,92,381,4
12372,821,370,2
12373,307,347,7
12374,1628,413,1
12375,1307,366,9
12376,92,380,4
12377,821,370,2
12378,308,347,7
12379,1628,415,1
12380,1308,368,9
12381,92,382,4
12382,821,372,2
12383,308,349,7
12384,1308,368,9
12385,1628,414,1
12386,822,371,2
12387,92,382,4
12388,307,349,7
12389,1628,414,1
12390,1308,367,9
12391,821,370,2
12392,92,381,4
12393,308,348,7
12394,1627,412,1
12395,1308,366,9
12396,93,380,4
12397,821,369,2
12398,308,347,7
12399,1628,412,1
12400,1307,365,9
12401,93,381,4
12402,821,369,2
12403,308,347,7
12404,1628,412,1
12405,1308,365,9
12406,92,380,4
12407,821,369,2
12408,307,346,7
12409,1629,412,1
12410,821,369,2
12411,1307,365,9
12412,93,380,4
12413,308,347,7
12414,1628,412,1
12415,1029,376,0
12416,804,369,2
12417,92,380,4
12418,1308,365,9
12419,307,346,7
12420,1628,412,1
12421,1011,376,0
12422,1308,365,9
12423,92,380,4
12424,804,369,2
12425,307,347,7
12426,1029,375,0
12427,1627,411,1
12428,1308,365,9
12429,804,369,2
12430,92,380,4
12431,308,346,7
12432,1627,411,1
12433,1029,375,0
12434,1307,364,9
12435,92,379,4
12436,805,369,2
12437,307,346,7
12438,1627,411,1
12439,1029,375,0
12440,1308,364,9
12441,805,369,2
12442,92,379,4
12443,307,346,7
12444,1029,375,0
12445,1628,411,1
12446,1308,364,9
12447,92,379,4
12448,804,369,2
12449,307,346,7
12450,1029,374,0
12451,1628,411,1
12452,92,380,4
12453,1308,365,9
12454,805,369,2
12455,307,346,7
12456,1629,413,1
12457,92,379,4
12458,803,369,2
12459,1029,376,0
12460,1308,365,9
12461,307,346,7
12462,1628,414,1
12463,804,370,2
12464,1029,377,0
12465,1308,366,9
12466,92,380,4
12467,307,347,7
12468,1030,376,0
12469,1628,414,1
12470,804,369,2
12471,93,380,4
12472,1308,365,9
12473,308,347,7
12474,1628,413,1
12475,1028,375,0
12476,1308,365,9
12477,805,369,2
12478,93,380,4
12479,307,346,7
12480,1627,412,1
12481,1029,375,0
12482,1308,365,9
12483,92,379,4
12484,804,369,2
12485,308,346,7
12486,1628,412,1
12487,1029,375,0
12488,804,369,2
12489,1308,365,9
12490,92,380,4
12491,307,346,7
12492,1028,377,0
12493,803,369,2
12494,1627,413,1
12495,1308,365,9
12496,92,380,4
12497,307,347,7
12498,1627,415,1
12499,1029,379,0
12500,804,370,2
12501,1308,367,9
12502,92,381,4
12503,308,348,7
12504,1627,415,1
12505,1308,367,9
12506,1029,379,0
12507,805,371,2
12508,92,381,4
12509,308,348,7
12510,1029,380,0
12511,1628,415,1
12512,805,372,2
12513,92,382,4
12514,1308,368,9
12515,308,349,7
12516,1029,378,0
12517,1308,366,9
12518,1627,413,1
12519,92,381,4
12520,806,370,2
12521,308,348,7
12522,1627,413,1
12523,1030,378,0
12524,1308,366,9
12525,804,370,2
12526,92,381,4
12527,308,348,7
12528,1029,376,0
12529,1308,366,9
12530,1628,411,1
12531,805,370,2
12532,92,381,4
12533,307,346,7
12534,1029,375,0
12535,1628,411,1
12536,1308,365,9
12537,804,369,2
12538,92,380,4
12539,307,346,7
12540,1628,410,1
12541,1028,374,0
12542,92,379,4
12543,1308,364,9
12544,804,369,2
12545,307,346,7
12546,1029,374,0
12547,1628,410,1
12548,1308,364,9
12549,92,380,4
12550,804,368,2
12551,307,346,7
12552,1029,374,0
12553,1628,410,1
12554,1308,364,9
12555,804,368,2
12556,92,379,4
12557,307,346,7
12558,1029,374,0
12559,1628,411,1
12560,804,369,2
12561,1309,364,9
12562,92,380,4
12563,307,346,7
12564,1628,411,1
12565,1028,374,0
12566,1310,364,9
12567,804,367,2
12568,92,380,4
12569,307,346,7
12570,1628,411,1
12571,1308,364,9
12572,1028,374,0
12573,92,379,4
12574,805,368,2
12575,308,345,7
12576,1028,373,0
12577,1628,411,1
12578,1308,364,9
12579,92,379,4
12580,804,368,2
12581,308,345,7
12582,1028,374,0
12583,1628,411,1
12584,1308,364,9
12585,92,379,4
12586,805,368,2
12587,308,346,7
12588,1028,374,0
12589,1627,411,1
12590,1308,364,9
12591,92,379,4
12592,307,345,7
12593,804,368,2
12594,1628,411,1
12595,1028,374,0
12596,1308,364,9
12597,92,380,4
12598,804,368,2
12599,307,346,7
12600,1028,374,0
12601,1308,364,9
12602,1628,412,1
12603,92,380,4
12604,804,368,2
12605,307,346,7
12606,1028,374,0
12607,1627,411,1
12608,1310,364,9
12609,805,368,2
12610,92,379,4
12611,307,346,7
12612,1627,411,1
12613,1028,374,0
12614,1308,364,9
12615,92,379,4
12616,804,368,2
12617,307,345,7
12618,1029,374,0
12619,1627,411,1
12620,1308,364,9
12621,92,380,4
12622,804,368,2
12623,308,346,7
12624,1627,411,1
12625,1028,374,0
12626,1308,364,9
12627,92,379,4
12628,804,368,2
12629,307,345,7
12630,1028,374,0
12631,1627,411,1
12632,1307,364,9
12633,92,379,4
12634,804,368,2
12635,307,345,7
12636,1029,374,0
12637,1627,411,1
12638,1307,364,9
12639,92,379,4
12640,804,368,2
12641,307,345,7
12642,1627,410,1
12643,1029,374,0
12644,1308,364,9
12645,92,379,4
12646,542,405,5
12647,804,367,2
12648,306,345,7
12649,1627,411,1
12650,1027,374,0
12651,1307,364,9
12652,92,379,4
12653,804,366,2
12654,303,345,7
12655,542,405,5
12656,1028,374,0
12657,1627,410,1
12658,1307,364,9
12659,92,379,4
12660,804,367,2
12661,542,405,5
12662,306,345,7
12663,1029,374,0
12664,1627,411,1
12665,1308,365,9
12666,803,367,2
12667,92,379,4
12668,541,405,5
12669,306,346,7
12670,1628,410,1
12671,1029,373,0
12672,1307,364,9
12673,92,379,4
12674,542,405,5
12675,803,367,2
12676,306,345,7
12677,1029,374,0
12678,1628,411,1
12679,1308,365,9
12680,304,346,7
12681,92,379,4
12682,804,368,2
12683,542,405,5
12684,1029,374,0
12685,1627,411,1
12686,1307,364,9
12687,543,406,5
12688,92,379,4
12689,804,368,2
12690,305,346,7
12691,1627,410,1
12692,1029,374,0
12693,1307,364,9
12694,92,379,4
12695,304,346,7
12696,543,406,5
12697,804,368,2
12698,1029,374,0
12699,1628,409,1
12700,92,379,4
12701,1307,364,9
12702,804,367,2
12703,542,406,5
12704,306,345,7
12705,1029,374,0
12706,1627,410,1
12707,1308,364,9
12708,92,380,4
12709,305,346,7
12710,542,404,5
12711,804,368,2
12712,1628,411,1
12713,1308,364,9
12714,1029,374,0
12715,92,379,4
12716,543,405,5
12717,804,368,2
12718,306,346,7
12719,1029,374,0
12720,1628,411,1
12721,1308,364,9
12722,92,379,4
12723,543,405,5
12724,804,368,2
12725,307,345,7
12726,1029,374,0
12727,1628,411,1
12728,1308,364,9
12729,92,379,4
12730,804,367,2
12731,542,405,5
12732,303,345,7
12733,1028,373,0
12734,1628,411,1
12735,1309,364,9
12736,92,378,4
12737,804,367,2
12738,542,405,5
12739,306,345,7
12740,1028,374,0
12741,1627,411,1
12742,1308,364,9
12743,92,379,4
12744,305,345,7
12745,804,367,2
12746,542,405,5
12747,347,154,-1
12748,1029,375,0
12749,1628,411,1
12750,1308,364,9
12751,542,406,5
12752,92,379,4
12753,305,345,7
12754,804,368,2
12755,1028,374,0
12756,1627,411,1
12757,1308,364,9
12758,92,379,4
12759,306,345,7
12760,542,406,5
12761,804,367,2
12762,1627,411,1
12763,1029,374,0
12764,1308,364,9
12765,92,379,4
12766,542,405,5
12767,306,345,7
12768,804,367,2
12769,1029,374,0
12770,1628,411,1
12771,1308,364,9
12772,542,405,5
12773,92,379,4
12774,804,367,2
12775,305,345,7
12776,1028,374,0
12777,1628,411,1
12778,1308,364,9
12779,92,379,4
12780,542,405,5
12781,804,367,2
12782,306,345,7
12783,1029,374,0
12784,1628,411,1
12785,1308,364,9
12786,803,367,2
12787,543,405,5
12788,92,379,4
12789,305,345,7
12790,1628,411,1
12791,1028,374,0
12792,1308,364,9
12793,92,379,4
12794,542,405,5
12795,307,345,7
12796,804,367,2
12797,1628,410,1
12798,1029,374,0
12799,1308,364,9
12800,92,379,4
12801,542,405,5
12802,804,368,2
12803,306,345,7
12804,1029,374,0
12805,1627,411,1
12806,1309,364,9
12807,92,379,4
12808,542,405,5
12809,804,367,2
12810,306,345,7
12811,1028,374,0
12812,1628,411,1
12813,1308,365,9
12814,92,379,4
12815,804,367,2
12816,543,405,5
12817,306,345,7
12818,1628,410,1
12819,1028,373,0
12820,1308,364,9
12821,92,379,4
12822,542,404,5
12823,804,367,2
12824,307,345,7
12825,1028,373,0
12826,1627,412,1
12827,1308,364,9
12828,804,367,2
12829,92,379,4
12830,542,405,5
12831,307,345,7
12832,1028,373,0
12833,1628,411,1
12834,1309,364,9
12835,92,379,4
12836,804,367,2
12837,542,404,5
12838,306,345,7
12839,1029,374,0
12840,1628,411,1
12841,1308,364,9
12842,93,379,4
12843,803,366,2
12844,542,404,5
12845,306,345,7
12846,61,888,-1
12847,1028,374,0
12848,1628,412,1
12849,1308,364,9
12850,284,343,7
12851,541,403,5
12852,92,380,4
12853,804,367,2
12854,410,372,3
12855,1028,373,0
12856,1310,364,9
12857,92,379,4
12858,1628,411,1
12859,542,403,5
12860,410,372,3
12861,284,343,7
12862,803,367,2
12863,1029,374,0
12864,1628,411,1
12865,1308,364,9
12866,285,343,7
12867,92,379,4
12868,542,403,5
12869,803,367,2
12870,411,372,3
12871,1028,374,0
12872,1628,411,1
12873,542,401,5
12874,1308,364,9
12875,92,378,4
12876,284,342,7
12877,803,366,2
12878,410,371,3
12879,1028,373,0
12880,1628,411,1
12881,284,342,7
12882,542,402,5
12883,1308,364,9
12884,92,378,4
12885,803,366,2
12886,411,372,3
12887,1028,374,0
12888,1309,364,9
12889,1628,411,1
12890,542,403,5
12891,284,343,7
12892,93,379,4
12893,803,367,2
12894,411,373,3
12895,1028,374,0
12896,1628,411,1
12897,1309,364,9
12898,285,344,7
