,ID,x_cen,y_cen,Cluster
414,414,436,344,3
415,415,89,385,0
416,416,796,355,5
417,417,1637,376,8
418,418,1024,365,6
419,419,1306,374,7
420,420,263,372,2
421,421,89,385,0
422,422,795,354,5
423,423,436,344,3
424,424,1637,376,8
425,425,1307,374,7
426,426,1023,365,6
427,427,264,371,2
428,428,436,343,3
429,429,89,385,0
430,430,796,354,5
431,431,1637,376,8
432,432,1024,365,6
433,433,1307,374,7
434,434,264,371,2
435,435,89,385,0
436,436,795,354,5
437,437,438,343,3
438,438,1024,365,6
439,439,1637,376,8
440,440,1306,374,7
441,441,264,371,2
442,442,437,343,3
443,443,89,384,0
444,444,795,355,5
445,445,1306,374,7
446,446,1024,365,6
447,447,1637,377,8
448,448,264,372,2
449,449,436,344,3
450,450,89,384,0
451,451,795,354,5
452,452,1306,375,7
453,453,1637,377,8
454,454,1024,365,6
455,455,264,372,2
456,456,89,385,0
457,457,437,344,3
458,458,795,354,5
459,459,1637,376,8
460,460,1023,365,6
461,461,1305,374,7
462,462,263,371,2
463,463,436,343,3
464,464,89,384,0
465,465,795,354,5
466,466,1024,365,6
467,467,1637,376,8
468,468,1306,374,7
469,469,263,371,2
470,470,89,383,0
471,471,435,343,3
472,472,794,353,5
473,473,1023,365,6
474,474,1637,376,8
475,475,1307,374,7
476,476,264,372,2
477,477,89,383,0
478,478,435,343,3
479,479,795,353,5
480,480,1023,364,6
481,481,1637,376,8
482,482,1307,374,7
483,483,264,372,2
484,484,89,383,0
485,485,436,343,3
486,486,795,354,5
487,487,1024,364,6
488,488,1637,376,8
489,489,1306,374,7
490,490,263,371,2
491,491,436,343,3
492,492,89,383,0
493,493,794,353,5
494,494,1023,365,6
495,495,1637,376,8
496,496,1306,374,7
497,497,264,372,2
498,498,436,343,3
499,499,89,383,0
500,500,795,353,5
501,501,1637,376,8
502,502,1023,364,6
503,503,1306,374,7
504,504,263,371,2
505,505,435,342,3
506,506,89,383,0
507,507,794,353,5
508,508,1637,375,8
509,509,1023,363,6
510,510,1306,373,7
511,511,263,370,2
512,512,89,382,0
513,513,794,352,5
514,514,435,342,3
515,515,1636,375,8
516,516,1023,364,6
517,517,1306,372,7
518,518,793,352,5
519,519,263,370,2
520,520,89,382,0
521,521,435,341,3
522,522,1635,374,8
523,523,1023,363,6
524,524,1305,373,7
525,525,262,369,2
526,526,792,351,5
527,527,88,380,0
528,528,434,340,3
529,529,1636,375,8
530,530,1023,363,6
531,531,1306,373,7
532,532,88,382,0
533,533,262,369,2
534,534,793,352,5
535,535,434,341,3
536,536,1637,374,8
537,537,1023,363,6
538,538,792,351,5
539,539,1305,373,7
540,540,434,341,3
541,541,88,381,0
542,542,262,369,2
543,543,1636,375,8
544,544,1023,363,6
545,545,88,380,0
546,546,1305,372,7
547,547,792,351,5
548,548,433,340,3
549,549,262,369,2
550,550,1636,374,8
551,551,1022,363,6
552,552,1306,372,7
553,553,792,351,5
554,554,433,341,3
555,555,89,381,0
556,556,262,369,2
557,557,1636,375,8
558,558,1305,372,7
559,559,1023,363,6
560,560,792,351,5
561,561,88,381,0
562,562,434,340,3
563,563,262,369,2
564,564,1635,375,8
565,565,792,350,5
566,566,1023,363,6
567,567,88,380,0
568,568,434,340,3
569,569,261,369,2
570,570,1302,372,7
571,571,1635,374,8
572,572,791,350,5
573,573,88,379,0
574,574,1301,372,7
575,575,1022,363,6
576,576,433,340,3
577,577,261,368,2
578,578,1635,374,8
579,579,791,350,5
580,580,1022,363,6
581,581,88,380,0
582,582,1302,372,7
583,583,433,339,3
584,584,261,368,2
585,585,1634,375,8
586,586,791,350,5
587,587,88,379,0
588,588,1303,372,7
589,589,1023,363,6
590,590,432,339,3
591,591,260,368,2
592,592,791,350,5
593,593,88,379,0
594,594,1634,375,8
595,595,1302,372,7
596,596,261,368,2
597,597,432,339,3
598,598,1022,363,6
599,599,1635,375,8
600,600,1022,363,6
601,601,1304,373,7
602,602,791,351,5
603,603,88,379,0
604,604,433,339,3
605,605,261,369,2
606,606,1635,375,8
607,607,791,350,5
608,608,1303,372,7
609,609,1022,363,6
610,610,433,340,3
611,611,88,380,0
612,612,261,368,2
613,613,1634,374,8
614,614,791,350,5
615,615,1303,371,7
616,616,1022,362,6
617,617,88,379,0
618,618,432,338,3
619,619,261,367,2
620,620,1635,374,8
621,621,1022,363,6
622,622,791,350,5
623,623,1304,372,7
624,624,88,380,0
625,625,434,339,3
626,626,261,368,2
627,627,1636,374,8
628,628,144,836,-1
629,629,1023,363,6
630,630,792,351,5
631,631,1305,373,7
632,632,88,381,0
633,633,434,340,3
634,634,261,369,2
635,635,1636,375,8
636,636,792,351,5
637,637,1304,373,7
638,638,88,381,0
639,639,1023,363,6
640,640,434,340,3
641,641,262,369,2
642,642,1635,374,8
643,643,792,350,5
644,644,88,380,0
645,645,1303,371,7
646,646,434,338,3
647,647,261,368,2
648,648,1023,363,6
649,649,1635,374,8
650,650,792,351,5
651,651,88,380,0
652,652,1304,372,7
653,653,1023,363,6
654,654,261,368,2
655,655,434,339,3
656,656,1635,375,8
657,657,88,380,0
658,658,1304,372,7
659,659,792,351,5
660,660,1023,363,6
661,661,433,339,3
662,662,261,368,2
663,663,1635,375,8
664,664,791,351,5
665,665,88,379,0
666,666,1303,373,7
667,667,1022,363,6
668,668,260,368,2
669,669,434,339,3
670,670,1634,375,8
671,671,791,351,5
672,672,88,380,0
673,673,1304,373,7
674,674,434,339,3
675,675,259,369,2
676,676,1023,363,6
677,677,792,351,5
678,678,1635,374,8
679,679,91,379,0
680,680,260,367,2
681,681,1303,372,7
682,682,1022,363,6
683,683,433,338,3
684,684,1636,375,8
685,685,1023,363,6
686,686,1306,373,7
687,687,435,340,3
688,688,88,380,0
689,689,263,369,2
690,690,1636,377,8
691,691,944,831,-1
692,692,1023,364,6
693,693,88,383,0
694,694,1306,375,7
695,695,262,372,2
696,696,437,342,3
697,697,1023,364,6
698,698,782,355,5
699,699,1636,376,8
700,700,433,342,3
701,701,88,383,0
702,702,1305,375,7
703,703,262,371,2
704,704,1023,364,6
705,705,1635,377,8
706,706,777,353,5
707,707,432,341,3
708,708,88,383,0
709,709,260,371,2
710,710,1304,374,7
711,711,1023,364,6
712,712,1636,377,8
713,713,780,354,5
714,714,1306,375,7
715,715,88,383,0
716,716,261,371,2
717,717,434,342,3
718,718,1023,365,6
719,719,777,353,5
720,720,1635,377,8
721,721,1304,375,7
722,722,88,383,0
723,723,434,342,3
724,724,261,372,2
725,725,1022,364,6
726,726,776,351,5
727,727,1635,376,8
728,728,1305,373,7
729,729,432,340,3
730,730,260,369,2
731,731,88,380,0
732,732,1022,363,6
733,733,1635,375,8
734,734,777,351,5
735,735,1304,372,7
736,736,88,379,0
737,737,431,339,3
738,738,260,368,2
739,739,1023,362,6
740,740,1636,375,8
741,741,780,351,5
742,742,1305,372,7
743,743,88,380,0
744,744,261,369,2
745,745,432,340,3
746,746,1023,363,6
747,747,1636,375,8
748,748,778,352,5
749,749,1306,372,7
750,750,88,382,0
751,751,261,369,2
752,752,432,340,3
753,753,1023,364,6
754,754,1636,375,8
755,755,778,352,5
756,756,1306,373,7
757,757,261,370,2
758,758,88,382,0
759,759,433,340,3
760,760,1022,363,6
761,761,1635,374,8
762,762,778,350,5
763,763,260,368,2
764,764,88,380,0
765,765,1305,371,7
766,766,431,338,3
767,767,1023,362,6
768,768,1635,374,8
769,769,774,352,5
770,770,260,367,2
771,771,1306,371,7
772,772,88,379,0
773,773,433,338,3
774,774,1023,362,6
775,775,1636,374,8
776,776,1306,372,7
777,777,780,352,5
778,778,434,340,3
779,779,88,381,0
780,780,262,368,2
781,781,1024,363,6
782,782,1637,374,8
783,783,1306,372,7
784,784,782,353,5
785,785,435,341,3
786,786,264,369,2
787,787,89,382,0
788,788,1023,363,6
789,789,1637,374,8
790,790,1306,373,7
791,791,783,354,5
792,792,264,370,2
793,793,435,341,3
794,794,89,382,0
795,795,1024,363,6
796,796,1637,375,8
797,797,1307,373,7
798,798,782,354,5
799,799,436,342,3
800,800,89,383,0
801,801,263,370,2
802,802,1024,364,6
803,803,1637,375,8
804,804,1307,373,7
805,805,783,354,5
806,806,438,342,3
807,807,264,371,2
808,808,89,383,0
809,809,1024,364,6
810,810,1637,376,8
811,811,1308,373,7
812,812,783,355,5
813,813,436,342,3
814,814,264,371,2
815,815,89,383,0
816,816,1024,365,6
817,817,1638,376,8
818,818,783,357,5
819,819,1308,375,7
820,820,437,343,3
821,821,264,372,2
822,822,89,384,0
823,823,1025,365,6
824,824,1638,376,8
825,825,1307,374,7
826,826,782,357,5
827,827,438,343,3
828,828,265,372,2
829,829,89,384,0
830,830,1024,364,6
831,831,1638,376,8
832,832,1306,373,7
833,833,783,356,5
834,834,436,343,3
835,835,265,371,2
836,836,89,384,0
837,837,1638,376,8
838,838,1024,365,6
839,839,783,357,5
840,840,1307,374,7
841,841,438,343,3
842,842,265,372,2
843,843,89,384,0
844,844,1024,364,6
845,845,1637,376,8
846,846,1307,374,7
847,847,783,355,5
848,848,438,343,3
849,849,265,372,2
850,850,89,384,0
851,851,1024,364,6
852,852,1637,375,8
853,853,1307,374,7
854,854,783,355,5
855,855,264,371,2
856,856,437,342,3
857,857,89,384,0
858,858,1024,364,6
859,859,1637,376,8
860,860,783,355,5
861,861,1307,374,7
862,862,437,343,3
863,863,265,371,2
864,864,89,383,0
865,865,1024,365,6
866,866,1308,374,7
867,867,1638,376,8
868,868,783,356,5
869,869,265,371,2
870,870,437,343,3
871,871,89,384,0
872,872,1024,365,6
873,873,1638,376,8
874,874,1308,374,7
875,875,783,356,5
876,876,437,344,3
877,877,264,371,2
878,878,89,384,0
879,879,1025,365,6
880,880,1637,376,8
881,881,1307,375,7
882,882,783,356,5
883,883,264,371,2
884,884,437,343,3
885,885,89,383,0
886,886,1024,365,6
887,887,1637,377,8
888,888,1307,375,7
889,889,783,357,5
890,890,436,343,3
891,891,265,372,2
892,892,89,385,0
893,893,1024,366,6
894,894,1638,377,8
895,895,1307,375,7
896,896,783,357,5
897,897,437,343,3
898,898,89,384,0
899,899,265,372,2
900,900,1024,365,6
901,901,1638,376,8
902,902,783,355,5
903,903,1309,374,7
904,904,437,343,3
905,905,265,371,2
906,906,89,384,0
907,907,1024,366,6
908,908,1638,376,8
909,909,1308,375,7
910,910,783,357,5
911,911,264,372,2
912,912,437,344,3
913,913,89,385,0
914,914,1025,365,6
915,915,1306,375,7
916,916,1638,377,8
917,917,783,358,5
918,918,438,344,3
919,919,265,372,2
920,920,89,385,0
921,921,1024,364,6
922,922,1638,376,8
923,923,1309,374,7
924,924,783,355,5
925,925,264,372,2
926,926,437,343,3
927,927,89,383,0
928,928,1024,364,6
929,929,1637,376,8
930,930,1307,374,7
931,931,783,356,5
932,932,265,372,2
933,933,437,343,3
934,934,89,384,0
935,935,1024,365,6
936,936,1308,374,7
937,937,1637,376,8
938,938,783,357,5
939,939,438,344,3
940,940,265,371,2
941,941,89,384,0
942,942,1024,364,6
943,943,1638,376,8
944,944,1307,375,7
945,945,782,357,5
946,946,265,372,2
947,947,437,343,3
948,948,89,384,0
949,949,1024,364,6
950,950,1637,376,8
951,951,1307,374,7
952,952,783,356,5
953,953,438,343,3
954,954,265,372,2
955,955,89,384,0
956,956,1025,364,6
957,957,1637,376,8
958,958,1308,374,7
959,959,782,357,5
960,960,436,343,3
961,961,265,372,2
962,962,89,384,0
963,963,1024,364,6
964,964,1637,376,8
965,965,1306,374,7
966,966,783,355,5
967,967,264,372,2
968,968,89,384,0
969,969,437,343,3
970,970,1024,365,6
971,971,1306,374,7
972,972,1637,376,8
973,973,783,356,5
974,974,265,372,2
975,975,436,343,3
976,976,89,383,0
977,977,1024,365,6
978,978,1637,376,8
979,979,1307,375,7
980,980,783,356,5
981,981,437,343,3
982,982,264,372,2
983,983,89,384,0
984,984,1024,365,6
985,985,1638,376,8
986,986,1308,374,7
987,987,783,355,5
988,988,264,372,2
989,989,436,343,3
990,990,89,384,0
991,991,1024,365,6
992,992,1638,376,8
993,993,1306,375,7
994,994,782,356,5
995,995,436,343,3
996,996,264,372,2
997,997,89,385,0
998,998,1024,365,6
999,999,1637,376,8
1000,1000,1307,374,7
1001,1001,783,356,5
1002,1002,264,372,2
1003,1003,436,343,3
1004,1004,89,384,0
1005,1005,1024,365,6
1006,1006,1637,377,8
1007,1007,1306,374,7
1008,1008,783,357,5
1009,1009,425,340,3
1010,1010,264,372,2
1011,1011,575,383,4
1012,1012,89,384,0
1013,1013,1024,365,6
1014,1014,1308,374,7
1015,1015,1637,376,8
1016,1016,783,355,5
1017,1017,565,393,4
1018,1018,426,340,3
1019,1019,264,372,2
1020,1020,89,384,0
1021,1021,1024,365,6
1022,1022,1637,376,8
1023,1023,782,357,5
1024,1024,1306,374,7
1025,1025,264,372,2
1026,1026,568,390,4
1027,1027,89,384,0
1028,1028,426,340,3
1029,1029,1024,364,6
1030,1030,1637,376,8
1031,1031,783,356,5
1032,1032,1308,374,7
1033,1033,564,393,4
1034,1034,264,371,2
1035,1035,425,340,3
1036,1036,89,383,0
1037,1037,1024,365,6
1038,1038,1637,376,8
1039,1039,1307,374,7
1040,1040,783,356,5
1041,1041,567,392,4
1042,1042,264,372,2
1043,1043,89,384,0
1044,1044,426,340,3
1045,1045,1024,365,6
1046,1046,1306,374,7
1047,1047,1637,376,8
1048,1048,783,356,5
1049,1049,566,391,4
1050,1050,263,371,2
1051,1051,425,340,3
1052,1052,89,384,0
1053,1053,1023,365,6
1054,1054,1305,375,7
1055,1055,1636,376,8
1056,1056,783,355,5
1057,1057,567,389,4
1058,1058,424,339,3
1059,1059,263,371,2
1060,1060,88,384,0
1061,1061,1636,376,8
1062,1062,1024,364,6
1063,1063,1305,374,7
1064,1064,782,355,5
1065,1065,566,390,4
1066,1066,263,370,2
1067,1067,425,339,3
1068,1068,88,383,0
1069,1069,1636,376,8
1070,1070,1023,364,6
1071,1071,1305,374,7
1072,1072,782,355,5
1073,1073,424,339,3
1074,1074,565,391,4
1075,1075,263,371,2
1076,1076,88,382,0
1077,1077,1023,364,6
1078,1078,1636,376,8
1079,1079,783,355,5
1080,1080,1306,374,7
1081,1081,563,390,4
1082,1082,425,339,3
1083,1083,264,370,2
1084,1084,89,383,0
1085,1085,1023,365,6
1086,1086,1305,375,7
1087,1087,1636,376,8
1088,1088,781,354,5
1089,1089,562,392,4
1090,1090,262,371,2
1091,1091,88,382,0
1092,1092,423,338,3
1093,1093,1023,365,6
1094,1094,1636,377,8
1095,1095,783,356,5
1096,1096,1306,374,7
1097,1097,565,391,4
1098,1098,424,340,3
1099,1099,263,371,2
1100,1100,88,383,0
1101,1101,1023,364,6
1102,1102,1637,377,8
1103,1103,1307,375,7
1104,1104,782,356,5
1105,1105,561,394,4
1106,1106,425,340,3
1107,1107,264,371,2
1108,1108,89,384,0
1109,1109,1023,366,6
1110,1110,1637,377,8
1111,1111,1306,375,7
1112,1112,781,357,5
1113,1113,424,340,3
1114,1114,565,391,4
1115,1115,263,371,2
1116,1116,89,384,0
1117,1117,1023,365,6
1118,1118,1637,377,8
1119,1119,1307,374,7
1120,1120,783,354,5
1121,1121,425,339,3
1122,1122,567,391,4
1123,1123,264,372,2
1124,1124,89,384,0
1125,1125,1023,366,6
1126,1126,1637,377,8
1127,1127,1306,375,7
1128,1128,782,356,5
1129,1129,425,339,3
1130,1130,565,391,4
1131,1131,264,371,2
1132,1132,89,384,0
1133,1133,1024,365,6
1134,1134,1637,377,8
1135,1135,1307,376,7
1136,1136,783,357,5
1137,1137,563,393,4
1138,1138,264,372,2
1139,1139,425,341,3
1140,1140,89,385,0
1141,1141,1032,365,6
1142,1142,1637,378,8
1143,1143,782,358,5
1144,1144,563,396,4
1145,1145,426,341,3
1146,1146,89,386,0
1147,1147,263,372,2
1148,1148,1031,366,6
1149,1149,1636,378,8
1150,1150,782,356,5
1151,1151,565,392,4
1152,1152,425,340,3
1153,1153,89,385,0
1154,1154,263,371,2
1155,1155,1031,366,6
1156,1156,1637,378,8
1157,1157,780,358,5
1158,1158,562,396,4
1159,1159,89,385,0
1160,1160,263,372,2
1161,1161,425,340,3
1162,1162,1032,365,6
1163,1163,1637,377,8
1164,1164,782,357,5
1165,1165,561,395,4
1166,1166,425,340,3
1167,1167,264,371,2
1168,1168,89,385,0
1169,1169,1032,365,6
1170,1170,1637,376,8
1171,1171,783,357,5
1172,1172,426,340,3
1173,1173,562,394,4
1174,1174,264,372,2
1175,1175,89,385,0
1176,1176,1638,376,8
1177,1177,1032,365,6
1178,1178,782,357,5
1179,1179,561,396,4
1180,1180,264,371,2
1181,1181,89,384,0
1182,1182,426,341,3
1183,1183,1638,377,8
1184,1184,1032,365,6
1185,1185,783,357,5
1186,1186,564,395,4
1187,1187,265,372,2
1188,1188,426,340,3
1189,1189,89,385,0
1190,1190,1032,365,6
1191,1191,1638,377,8
1192,1192,783,358,5
1193,1193,265,372,2
1194,1194,567,392,4
1195,1195,89,385,0
1196,1196,427,340,3
1197,1197,1032,366,6
1198,1198,1638,377,8
1199,1199,783,357,5
1200,1200,564,395,4
1201,1201,266,372,2
1202,1202,89,385,0
1203,1203,427,341,3
1204,1204,1032,366,6
1205,1205,1638,377,8
1206,1206,783,358,5
1207,1207,566,393,4
1208,1208,264,372,2
1209,1209,89,386,0
1210,1210,426,341,3
1211,1211,1032,366,6
1212,1212,1638,377,8
1213,1213,783,357,5
1214,1214,566,394,4
1215,1215,264,372,2
1216,1216,83,386,0
1217,1217,425,340,3
1218,1218,1032,365,6
1219,1219,782,358,5
1220,1220,1641,376,8
1221,1221,568,392,4
1222,1222,265,372,2
1223,1223,89,386,0
1224,1224,425,341,3
1225,1225,1032,365,6
1226,1226,1638,377,8
1227,1227,783,357,5
1228,1228,567,394,4
1229,1229,265,372,2
1230,1230,89,385,0
1231,1231,425,340,3
1232,1232,1032,366,6
1233,1233,1638,377,8
1234,1234,782,357,5
1235,1235,564,395,4
1236,1236,265,372,2
1237,1237,89,386,0
1238,1238,426,341,3
1239,1239,1033,366,6
1240,1240,1638,378,8
1241,1241,783,358,5
1242,1242,564,396,4
1243,1243,264,372,2
1244,1244,89,386,0
1245,1245,425,341,3
1246,1246,1032,366,6
1247,1247,1637,377,8
1248,1248,783,357,5
1249,1249,265,372,2
1250,1250,566,394,4
1251,1251,89,385,0
1252,1252,426,341,3
1253,1253,1033,365,6
1254,1254,783,357,5
1255,1255,1635,377,8
1256,1256,564,395,4
1257,1257,266,372,2
1258,1258,90,385,0
1259,1259,426,341,3
1260,1260,1638,377,8
1261,1261,783,358,5
1262,1262,1031,367,6
1263,1263,562,395,4
1264,1264,264,372,2
1265,1265,89,386,0
1266,1266,425,341,3
1267,1267,1638,377,8
1268,1268,1032,365,6
1269,1269,783,358,5
1270,1270,567,393,4
1271,1271,89,385,0
1272,1272,264,372,2
1273,1273,425,341,3
1274,1274,1637,377,8
1275,1275,1032,365,6
1276,1276,782,358,5
1277,1277,567,393,4
1278,1278,265,372,2
1279,1279,89,385,0
1280,1280,425,341,3
1281,1281,1637,377,8
1282,1282,783,358,5
1283,1283,1033,366,6
1284,1284,567,391,4
1285,1285,264,372,2
