ID,x_cen,y_cen,Cluster
10394,121,325,3
10395,377,310,1
10396,633,284,0
10397,398,286,1
10398,121,324,3
10399,633,283,0
10400,398,287,1
10401,121,325,3
10402,633,284,0
10403,399,287,1
10404,121,323,3
10405,632,285,0
10406,399,286,1
10407,121,323,3
10408,632,285,0
10409,398,286,1
10410,121,322,3
10411,632,284,0
10412,398,286,1
10413,121,324,3
10414,633,283,0
10415,398,285,1
10416,121,324,3
10417,633,284,0
10418,398,285,1
10419,121,323,3
10420,632,284,0
10421,398,285,1
10422,121,323,3
10423,633,284,0
10424,398,285,1
10425,121,323,3
10426,1336,625,-1
10427,633,285,0
10428,398,285,1
10429,121,323,3
10430,1670,271,2
10431,9,194,-1
10432,633,285,0
10433,399,285,1
10434,1670,272,2
10435,121,323,3
10436,632,285,0
10437,1671,271,2
10438,399,285,1
10439,121,324,3
10440,633,284,0
10441,1670,272,2
10442,398,285,1
10443,121,323,3
10444,633,284,0
10445,1670,272,2
10446,121,323,3
10447,398,285,1
10448,632,283,0
10449,398,285,1
10450,121,324,3
10451,1670,272,2
10452,632,284,0
10453,1671,271,2
10454,399,285,1
10455,121,323,3
10456,633,284,0
10457,1670,271,2
10458,398,285,1
10459,121,324,3
10460,1670,271,2
10461,632,284,0
10462,398,285,1
10463,121,324,3
10464,953,286,6
10465,631,283,0
10466,1670,271,2
10467,397,285,1
10468,121,323,3
10469,953,285,6
10470,1671,271,2
10471,398,285,1
10472,631,284,0
10473,121,323,3
10474,9,194,-1
10475,953,285,6
10476,631,285,0
10477,398,285,1
10478,1671,272,2
10479,121,324,3
10480,970,284,6
10481,632,285,0
10482,1670,272,2
10483,399,285,1
10484,121,324,3
10485,953,284,6
10486,632,284,0
10487,398,285,1
10488,1670,272,2
10489,121,324,3
10490,953,284,6
10491,631,285,0
10492,1670,272,2
10493,121,324,3
10494,399,285,1
10495,952,285,6
10496,631,285,0
10497,1669,272,2
10498,121,324,3
10499,398,285,1
10500,953,285,6
10501,632,285,0
10502,1670,272,2
10503,399,285,1
10504,121,323,3
10505,953,284,6
10506,632,285,0
10507,1670,272,2
10508,121,323,3
10509,398,285,1
10510,952,285,6
10511,630,284,0
10512,1669,272,2
10513,398,285,1
10514,121,326,3
10515,952,284,6
10516,630,285,0
10517,1670,272,2
10518,398,285,1
10519,121,323,3
10520,953,284,6
10521,631,284,0
10522,398,285,1
10523,1669,272,2
10524,121,325,3
10525,952,285,6
10526,631,284,0
10527,1669,271,2
10528,398,285,1
10529,121,323,3
10530,953,285,6
10531,631,285,0
10532,1671,272,2
10533,398,285,1
10534,119,324,3
10535,9,194,-1
10536,953,284,6
10537,631,284,0
10538,1670,271,2
10539,120,325,3
10540,398,285,1
10541,953,284,6
10542,630,285,0
10543,1670,271,2
10544,398,285,1
10545,121,325,3
10546,953,284,6
10547,631,285,0
10548,1671,272,2
10549,398,285,1
10550,120,325,3
10551,953,284,6
10552,630,285,0
10553,398,285,1
10554,1670,271,2
10555,121,323,3
10556,953,284,6
10557,632,284,0
10558,1672,272,2
10559,398,285,1
10560,121,324,3
10561,953,285,6
10562,632,284,0
10563,398,285,1
10564,1670,271,2
10565,121,322,3
10566,952,284,6
10567,632,284,0
10568,398,285,1
10569,1670,272,2
10570,121,323,3
10571,953,285,6
10572,1670,272,2
10573,398,285,1
10574,631,284,0
10575,121,324,3
10576,9,195,-1
10577,952,284,6
10578,1670,271,2
10579,416,285,1
10580,120,324,3
10581,953,285,6
10582,1670,271,2
10583,416,285,1
10584,120,324,3
10585,952,285,6
10586,1670,271,2
10587,416,285,1
10588,121,324,3
10589,953,285,6
10590,1670,271,2
10591,121,325,3
10592,416,285,1
10593,952,285,6
10594,417,285,1
10595,121,325,3
10596,1670,272,2
10597,953,284,6
10598,1670,272,2
10599,417,285,1
10600,121,324,3
10601,953,285,6
10602,417,285,1
10603,1670,272,2
10604,121,324,3
10605,952,284,6
10606,417,286,1
10607,1669,272,2
10608,120,325,3
10609,952,284,6
10610,416,285,1
10611,1670,272,2
10612,121,325,3
10613,953,285,6
10614,1669,272,2
10615,416,285,1
10616,121,325,3
10617,952,285,6
10618,1669,272,2
10619,416,285,1
10620,121,325,3
10621,952,284,6
10622,1670,272,2
10623,120,325,3
10624,416,286,1
10625,953,285,6
10626,416,286,1
10627,1670,272,2
10628,120,325,3
10629,952,285,6
10630,1670,272,2
10631,120,326,3
10632,416,286,1
10633,953,285,6
10634,1670,271,2
10635,121,326,3
10636,417,285,1
10637,953,285,6
10638,417,285,1
10639,1670,272,2
10640,121,325,3
10641,953,284,6
10642,417,286,1
10643,1670,272,2
10644,121,325,3
10645,953,285,6
10646,1670,271,2
10647,417,286,1
10648,121,324,3
10649,952,285,6
10650,1672,271,2
10651,417,285,1
10652,120,324,3
10653,953,285,6
10654,1670,272,2
10655,121,323,3
10656,417,286,1
10657,953,284,6
10658,1670,272,2
10659,417,285,1
10660,120,323,3
10661,953,285,6
10662,1670,272,2
10663,417,285,1
10664,121,325,3
10665,952,284,6
10666,1670,272,2
10667,417,285,1
10668,121,325,3
10669,952,285,6
10670,1670,272,2
10671,417,285,1
10672,121,324,3
10673,952,285,6
10674,1670,272,2
10675,416,286,1
10676,120,324,3
10677,953,285,6
10678,1670,272,2
10679,417,285,1
10680,120,324,3
10681,953,285,6
10682,417,286,1
10683,121,325,3
10684,1670,272,2
10685,953,284,6
10686,417,285,1
10687,1670,272,2
10688,121,324,3
10689,952,285,6
10690,417,285,1
10691,1670,272,2
10692,120,325,3
10693,953,285,6
10694,417,285,1
10695,1670,272,2
10696,121,325,3
10697,953,284,6
10698,416,286,1
10699,120,325,3
10700,1669,272,2
10701,952,285,6
10702,1670,272,2
10703,121,324,3
10704,417,285,1
10705,952,284,6
10706,417,285,1
10707,1670,272,2
10708,121,325,3
10709,952,284,6
10710,1670,272,2
10711,416,286,1
10712,121,325,3
10713,952,284,6
10714,1669,271,2
10715,417,286,1
10716,121,324,3
10717,952,285,6
10718,1670,272,2
10719,417,285,1
10720,121,323,3
10721,952,284,6
10722,417,286,1
10723,1670,272,2
10724,121,323,3
10725,952,285,6
10726,1670,272,2
10727,417,286,1
10728,121,323,3
10729,952,285,6
10730,1670,272,2
10731,417,285,1
10732,121,324,3
10733,952,285,6
10734,1670,272,2
10735,417,285,1
10736,121,323,3
10737,952,285,6
10738,1670,272,2
10739,121,323,3
10740,416,286,1
10741,952,285,6
10742,1670,272,2
10743,417,286,1
10744,121,324,3
10745,952,285,6
10746,1669,272,2
10747,417,285,1
10748,121,323,3
10749,952,284,6
10750,1670,272,2
10751,121,323,3
10752,417,285,1
10753,952,285,6
10754,1669,272,2
10755,417,286,1
10756,121,324,3
10757,952,285,6
10758,1670,272,2
10759,417,285,1
10760,121,323,3
10761,952,285,6
10762,1670,272,2
10763,417,286,1
10764,121,323,3
10765,1670,272,2
10766,952,285,6
10767,416,285,1
10768,121,323,3
10769,952,285,6
10770,1669,272,2
10771,417,285,1
10772,121,324,3
10773,952,284,6
10774,1670,272,2
10775,417,285,1
10776,121,323,3
10777,953,285,6
10778,1669,272,2
10779,417,285,1
10780,121,323,3
10781,952,285,6
10782,1670,272,2
10783,417,285,1
10784,121,324,3
10785,952,285,6
10786,1670,272,2
10787,417,285,1
10788,121,323,3
10789,952,285,6
10790,1669,272,2
10791,417,286,1
10792,121,324,3
10793,952,285,6
10794,1670,272,2
10795,417,285,1
10796,121,323,3
10797,952,285,6
10798,1670,272,2
10799,417,285,1
10800,121,324,3
10801,952,285,6
10802,417,285,1
10803,1669,272,2
10804,121,323,3
10805,972,825,-1
10806,953,284,6
10807,1670,272,2
10808,402,286,1
10809,121,323,3
10810,633,304,0
10811,952,284,6
10812,1670,271,2
10813,402,286,1
10814,632,304,0
10815,121,323,3
10816,953,284,6
10817,1671,272,2
10818,633,305,0
10819,402,286,1
10820,121,323,3
10821,953,285,6
10822,1670,272,2
10823,403,286,1
10824,199,314,4
10825,632,305,0
10826,66,351,3
10827,143,190,-1
10828,952,284,6
10829,1670,272,2
10830,402,286,1
10831,632,306,0
10832,199,314,4
10833,111,324,3
10834,143,190,-1
10835,953,284,6
10836,1670,271,2
10837,632,306,0
10838,404,286,1
10839,199,314,4
10840,111,324,3
10841,143,189,-1
10842,952,285,6
10843,1671,272,2
10844,632,308,0
10845,200,314,4
10846,403,285,1
10847,143,190,-1
10848,65,352,3
10849,953,285,6
10850,1670,271,2
10851,403,286,1
10852,632,307,0
10853,200,314,4
10854,112,324,3
10855,143,190,-1
10856,953,285,6
10857,1670,272,2
10858,632,308,0
10859,200,315,4
10860,403,286,1
10861,143,190,-1
10862,1671,271,2
10863,952,285,6
10864,403,286,1
10865,200,315,4
10866,632,308,0
10867,143,190,-1
10868,66,352,3
10869,9,195,-1
10870,1671,271,2
10871,952,285,6
10872,403,286,1
10873,632,306,0
10874,199,314,4
10875,111,324,3
10876,142,190,-1
10877,952,285,6
10878,1671,272,2
10879,403,285,1
10880,199,315,4
10881,111,324,3
10882,631,314,0
10883,952,285,6
10884,1669,272,2
10885,200,314,4
10886,631,306,0
10887,403,286,1
10888,111,326,3
10889,952,285,6
10890,1670,272,2
10891,632,308,0
10892,200,315,4
10893,402,287,1
10894,111,324,3
10895,143,189,-1
10896,1669,272,2
10897,952,285,6
10898,632,308,0
10899,111,325,3
10900,200,315,4
10901,403,286,1
10902,952,286,6
10903,1671,272,2
10904,112,324,3
10905,631,307,0
10906,403,287,1
10907,200,314,4
10908,952,285,6
10909,1671,272,2
10910,200,314,4
10911,631,308,0
10912,403,288,1
10913,111,325,3
10914,9,194,-1
10915,952,286,6
10916,1670,271,2
10917,199,314,4
10918,631,306,0
10919,111,324,3
10920,402,289,1
10921,9,195,-1
10922,1670,271,2
10923,952,286,6
10924,632,307,0
10925,200,314,4
10926,403,289,1
10927,111,325,3
10928,9,195,-1
10929,952,286,6
10930,1668,268,2
10931,631,308,0
10932,200,314,4
10933,403,291,1
10934,111,323,3
10935,9,195,-1
10936,952,286,6
10937,1670,271,2
10938,200,314,4
10939,631,309,0
10940,110,323,3
10941,402,290,1
10942,9,194,-1
10943,952,285,6
10944,1668,270,2
10945,632,309,0
10946,200,314,4
10947,403,289,1
10948,110,323,3
10949,9,194,-1
10950,952,285,6
10951,1669,270,2
10952,631,309,0
10953,199,314,4
10954,110,322,3
10955,402,291,1
10956,9,194,-1
10957,952,285,6
10958,1669,269,2
10959,595,333,0
10960,200,314,4
10961,110,320,3
10962,403,288,1
10963,952,286,6
10964,1668,269,2
10965,595,338,0
10966,199,314,4
10967,403,289,1
10968,110,319,3
10969,9,194,-1
10970,953,285,6
10971,1669,271,2
10972,200,314,4
10973,612,334,0
10974,402,290,1
10975,111,321,3
10976,9,195,-1
10977,953,284,6
10978,594,339,0
10979,1667,270,2
10980,199,314,4
10981,111,322,3
10982,402,288,1
10983,952,284,6
10984,595,340,0
10985,1670,270,2
10986,199,315,4
10987,402,293,1
10988,110,321,3
10989,952,284,6
10990,614,339,0
10991,200,315,4
10992,1669,270,2
10993,403,289,1
10994,110,323,3
10995,952,284,6
10996,594,340,0
10997,1669,270,2
10998,199,314,4
10999,403,289,1
11000,110,323,3
11001,952,284,6
11002,1668,268,2
11003,594,343,0
11004,199,314,4
11005,402,294,1
11006,111,323,3
11007,952,283,6
11008,1669,269,2
11009,594,341,0
11010,200,314,4
11011,402,290,1
11012,111,322,3
11013,952,283,6
11014,594,340,0
11015,1669,269,2
11016,200,315,4
11017,110,321,3
11018,403,290,1
11019,952,286,6
11020,1669,269,2
11021,594,344,0
11022,111,321,3
11023,402,291,1
11024,199,315,4
11025,952,283,6
11026,593,339,0
11027,1669,270,2
11028,200,314,4
11029,403,289,1
11030,111,321,3
11031,9,194,-1
11032,593,342,0
11033,953,285,6
11034,1668,270,2
11035,200,314,4
11036,402,289,1
11037,110,323,3
11038,9,194,-1
11039,953,284,6
11040,594,340,0
11041,1669,268,2
11042,199,315,4
11043,403,288,1
11044,110,322,3
11045,9,195,-1
11046,952,284,6
11047,597,341,0
11048,1668,270,2
11049,199,314,4
11050,110,319,3
11051,402,292,1
11052,9,194,-1
11053,953,284,6
11054,619,337,0
11055,1669,270,2
11056,110,321,3
11057,200,315,4
11058,403,290,1
11059,594,338,0
11060,952,284,6
11061,1669,269,2
11062,110,323,3
11063,199,314,4
11064,402,287,1
11065,953,285,6
11066,594,340,0
11067,1668,270,2
11068,200,315,4
11069,403,290,1
11070,111,322,3
11071,952,284,6
11072,596,339,0
11073,1669,270,2
11074,200,315,4
11075,403,288,1
11076,111,322,3
11077,9,194,-1
11078,952,286,6
11079,594,342,0
11080,1668,269,2
11081,200,315,4
11082,403,290,1
11083,110,323,3
11084,953,285,6
11085,596,337,0
11086,1670,269,2
11087,110,322,3
11088,359,329,1
11089,199,315,4
11090,224,314,4
11091,952,285,6
11092,1669,269,2
11093,629,312,0
11094,109,322,3
11095,10,194,-1
11096,224,314,4
11097,952,284,6
11098,616,337,0
11099,1668,270,2
11100,112,323,3
11101,9,195,-1
11102,224,315,4
11103,952,285,6
11104,1667,270,2
11105,628,316,0
11106,110,322,3
11107,9,194,-1
11108,225,315,4
11109,952,284,6
11110,617,337,0
11111,1669,270,2
11112,110,322,3
11113,9,194,-1
11114,224,316,4
11115,952,285,6
11116,1668,270,2
11117,31,263,3
11118,606,341,0
11119,953,285,6
11120,224,316,4
11121,619,338,0
11122,1670,269,2
11123,30,264,3
11124,224,316,4
11125,952,285,6
11126,596,340,0
11127,1669,269,2
11128,32,263,3
11129,952,285,6
11130,224,315,4
11131,1668,268,2
11132,36,263,3
11133,598,332,0
11134,224,316,4
11135,952,285,6
11136,597,338,0
11137,1669,270,2
11138,31,266,3
11139,952,285,6
11140,224,315,4
11141,1667,269,2
11142,31,263,3
11143,617,339,0
11144,953,284,6
11145,224,316,4
11146,630,315,0
11147,31,262,3
11148,1668,269,2
11149,953,284,6
11150,224,317,4
11151,594,342,0
11152,1668,268,2
11153,30,262,3
11154,952,284,6
11155,224,316,4
11156,1668,271,2
11157,31,263,3
11158,592,339,0
11159,224,315,4
11160,593,341,0
11161,952,285,6
11162,30,265,3
11163,1669,270,2
11164,953,285,6
11165,224,316,4
11166,1668,270,2
11167,629,320,0
11168,36,263,3
11169,952,284,6
11170,224,315,4
11171,629,312,0
11172,1669,271,2
11173,31,264,3
11174,224,316,4
11175,952,285,6
11176,1667,270,2
11177,31,266,3
11178,627,314,0
11179,224,315,4
11180,952,285,6
11181,630,313,0
11182,1668,271,2
11183,30,265,3
11184,224,316,4
11185,952,284,6
11186,1669,269,2
11187,36,265,3
11188,601,339,0
11189,953,285,6
11190,224,316,4
11191,30,263,3
11192,606,340,0
11193,1668,269,2
11194,224,316,4
11195,952,284,6
11196,629,320,0
11197,1668,270,2
11198,36,263,3
11199,224,316,4
11200,952,285,6
11201,630,317,0
11202,1667,270,2
11203,30,263,3
11204,224,315,4
11205,952,284,6
11206,631,314,0
11207,1669,270,2
11208,30,265,3
11209,224,315,4
11210,952,285,6
11211,1670,270,2
11212,603,340,0
11213,35,263,3
11214,224,316,4
11215,952,285,6
11216,618,337,0
11217,1668,270,2
11218,36,263,3
11219,952,285,6
11220,224,315,4
11221,593,342,0
11222,1667,270,2
11223,30,262,3
11224,952,285,6
11225,224,316,4
11226,1669,270,2
11227,613,338,0
11228,30,264,3
11229,953,284,6
11230,224,316,4
11231,1669,270,2
11232,616,338,0
11233,30,265,3
11234,224,315,4
11235,952,285,6
11236,629,312,0
11237,1670,270,2
11238,30,264,3
11239,224,315,4
11240,952,285,6
11241,1669,270,2
11242,611,337,0
11243,37,266,3
11244,224,316,4
11245,953,284,6
11246,1669,270,2
11247,32,263,3
11248,593,338,0
11249,224,316,4
11250,594,343,0
11251,952,284,6
11252,31,262,3
11253,1667,270,2
11254,224,316,4
11255,952,285,6
11256,30,262,3
11257,1668,271,2
11258,591,338,0
11259,952,285,6
11260,224,316,4
11261,600,337,0
11262,1669,271,2
11263,33,264,3
11264,952,285,6
11265,224,317,4
11266,594,339,0
11267,30,262,3
11268,1669,269,2
11269,953,286,6
11270,225,316,4
11271,594,344,0
11272,1668,270,2
11273,31,263,3
11274,224,317,4
11275,953,285,6
11276,30,263,3
11277,629,319,0
11278,1670,269,2
11279,952,285,6
11280,224,316,4
11281,629,310,0
11282,36,264,3
11283,1669,270,2
11284,593,344,0
11285,224,315,4
11286,953,286,6
11287,1667,270,2
11288,30,263,3
11289,952,284,6
11290,224,316,4
11291,622,335,0
11292,1670,270,2
11293,32,263,3
11294,224,316,4
11295,952,285,6
11296,621,337,0
11297,1668,271,2
11298,30,262,3
11299,224,315,4
11300,952,285,6
11301,615,340,0
11302,1667,271,2
11303,30,264,3
11304,224,317,4
11305,952,285,6
11306,595,341,0
11307,1669,270,2
11308,31,262,3
11309,952,285,6
11310,365,367,1
11311,30,264,3
11312,206,330,4
11313,593,346,0
11314,1669,271,2
11315,952,284,6
11316,594,340,0
11317,204,314,4
11318,400,313,1
11319,1669,271,2
11320,31,260,3
11321,400,313,1
11322,953,285,6
11323,595,337,0
11324,205,315,4
11325,30,262,3
11326,1667,270,2
11327,952,286,6
11328,401,313,1
11329,204,315,4
11330,1669,269,2
11331,33,263,3
11332,595,341,0
11333,401,313,1
11334,360,799,-1
11335,30,262,3
11336,1668,268,2
11337,205,316,4
11338,630,300,0
11339,400,313,1
11340,1670,270,2
11341,205,315,4
11342,31,262,3
11343,631,315,0
11344,400,313,1
11345,632,315,0
11346,204,315,4
11347,1670,270,2
11348,32,261,3
11349,1669,270,2
11350,401,313,1
11351,205,315,4
11352,30,263,3
11353,630,316,0
11354,400,313,1
11355,205,315,4
11356,30,262,3
11357,1669,269,2
11358,630,316,0
11359,400,313,1
11360,1669,270,2
11361,204,315,4
11362,31,262,3
11363,633,314,0
11364,1669,271,2
11365,205,315,4
11366,400,313,1
11367,30,262,3
11368,631,319,0
11369,400,313,1
11370,1668,270,2
11371,205,315,4
11372,36,264,3
11373,622,326,0
11374,1669,270,2
11375,400,313,1
11376,632,315,0
11377,204,315,4
11378,30,263,3
11379,1668,270,2
11380,400,312,1
11381,205,316,4
11382,33,262,3
11383,627,322,0
11384,1670,271,2
11385,400,313,1
11386,205,315,4
11387,31,262,3
11388,590,341,0
11389,205,315,4
11390,1671,270,2
11391,400,313,1
11392,632,312,0
11393,32,264,3
11394,1669,270,2
11395,400,313,1
11396,632,313,0
11397,30,262,3
11398,204,315,4
11399,1668,269,2
11400,400,313,1
11401,30,261,3
11402,204,315,4
11403,630,314,0
11404,400,313,1
11405,1669,270,2
11406,632,316,0
11407,204,315,4
11408,31,263,3
11409,400,313,1
11410,204,316,4
11411,1670,270,2
11412,30,263,3
11413,629,319,0
11414,400,313,1
11415,1671,270,2
11416,205,315,4
11417,30,262,3
11418,622,328,0
11419,400,313,1
11420,204,314,4
11421,1670,270,2
11422,31,262,3
11423,632,311,0
11424,400,313,1
11425,1670,269,2
11426,204,315,4
11427,593,344,0
11428,34,263,3
11429,1668,271,2
11430,400,313,1
11431,205,315,4
11432,33,263,3
11433,628,326,0
11434,1671,270,2
11435,400,313,1
11436,204,315,4
11437,30,263,3
11438,631,313,0
11439,400,312,1
11440,205,320,4
11441,30,263,3
11442,1675,270,2
11443,632,310,0
11444,400,313,1
11445,205,316,4
11446,31,262,3
11447,629,316,0
11448,415,313,1
11449,205,320,4
11450,30,262,3
11451,416,313,1
11452,205,316,4
11453,36,264,3
11454,416,313,1
11455,204,315,4
11456,30,262,3
11457,416,313,1
11458,205,315,4
11459,31,263,3
11460,416,313,1
11461,205,315,4
11462,30,261,3
11463,416,312,1
11464,205,316,4
11465,30,263,3
11466,416,313,1
11467,205,315,4
11468,30,262,3
11469,416,313,1
11470,205,316,4
11471,31,262,3
11472,416,313,1
11473,205,316,4
11474,30,263,3
11475,416,313,1
11476,205,318,4
11477,31,263,3
11478,416,313,1
11479,205,318,4
11480,31,262,3
11481,416,313,1
11482,205,315,4
11483,30,264,3
11484,416,312,1
11485,204,317,4
11486,416,313,1
11487,205,316,4
11488,416,313,1
11489,205,315,4
11490,416,313,1
11491,205,315,4
11492,416,314,1
11493,205,315,4
11494,416,312,1
11495,205,277,4
11496,416,313,1
11497,416,313,1
11498,365,320,1
11499,403,298,1
11500,402,298,1
11501,402,298,1
11502,402,298,1
11503,402,298,1
11504,402,297,1
11505,402,297,1
11506,402,297,1
11507,402,296,1
11508,402,296,1
11509,402,297,1
11510,402,296,1
11511,402,296,1
11512,402,298,1
11513,403,299,1
11514,403,300,1
11515,403,301,1
11516,404,300,1
11517,189,315,4
11518,405,300,1
11519,189,314,4
11520,405,298,1
11521,190,314,4
11522,405,300,1
11523,189,315,4
11524,405,299,1
11525,189,314,4
11526,405,299,1
11527,189,314,4
11528,405,299,1
11529,405,301,1
11530,190,315,4
11531,190,315,4
11532,406,300,1
11533,190,314,4
11534,406,300,1
11535,190,315,4
11536,406,300,1
11537,190,315,4
11538,406,300,1
11539,190,314,4
11540,406,300,1
11541,189,314,4
11542,406,300,1
11543,190,315,4
11544,406,300,1
11545,190,314,4
11546,406,300,1
11547,190,315,4
11548,406,300,1
11549,190,315,4
11550,406,301,1
11551,190,314,4
11552,405,299,1
11553,190,314,4
11554,406,300,1
11555,189,314,4
11556,406,300,1
11557,190,315,4
11558,406,300,1
11559,190,315,4
11560,406,300,1
11561,190,314,4
11562,405,299,1
11563,189,315,4
11564,406,300,1
11565,190,314,4
11566,406,300,1
11567,190,314,4
11568,406,300,1
11569,190,314,4
11570,406,300,1
11571,190,314,4
11572,406,300,1
11573,190,314,4
11574,406,300,1
11575,190,314,4
11576,406,300,1
11577,190,315,4
11578,406,300,1
11579,190,314,4
11580,406,300,1
11581,190,314,4
11582,405,299,1
11583,190,314,4
11584,405,300,1
11585,190,313,4
11586,405,299,1
11587,190,313,4
11588,405,299,1
11589,190,313,4
11590,405,299,1
11591,190,313,4
11592,405,300,1
11593,190,313,4
11594,406,300,1
11595,190,313,4
11596,406,300,1
11597,189,313,4
11598,405,299,1
11599,189,313,4
11600,405,300,1
11601,189,313,4
11602,406,300,1
11603,190,313,4
11604,405,300,1
11605,190,314,4
11606,405,299,1
11607,190,313,4
11608,406,300,1
11609,190,313,4
11610,618,824,-1
11611,406,300,1
11612,191,314,4
11613,396,301,1
11614,677,272,0
11615,190,313,4
11616,396,300,1
11617,660,272,0
11618,190,313,4
11619,396,301,1
11620,660,271,0
11621,189,313,4
11622,395,299,1
11623,658,270,0
11624,188,312,4
11625,658,269,0
11626,394,299,1
11627,188,313,4
11628,657,270,0
11629,396,299,1
11630,189,312,4
11631,394,299,1
11632,656,270,0
11633,191,312,4
11634,677,270,0
11635,395,299,1
11636,189,313,4
11637,394,299,1
11638,657,270,0
11639,189,312,4
11640,657,269,0
11641,394,298,1
11642,189,312,4
11643,658,270,0
11644,394,299,1
11645,658,270,0
11646,189,312,4
11647,394,300,1
11648,189,312,4
11649,659,269,0
11650,394,299,1
11651,189,314,4
11652,657,269,0
11653,395,300,1
11654,188,312,4
11655,658,268,0
11656,395,299,1
11657,189,311,4
11658,659,269,0
11659,394,298,1
11660,189,312,4
11661,659,269,0
11662,395,299,1
11663,1576,900,-1
11664,189,312,4
11665,658,270,0
11666,395,299,1
11667,28,384,3
11668,1217,281,5
11669,189,312,4
11670,85,312,3
11671,659,270,0
11672,395,299,1
11673,1250,301,5
11674,188,312,4
11675,85,313,3
11676,659,270,0
11677,395,299,1
11678,1250,301,5
11679,188,312,4
11680,85,311,3
11681,659,271,0
11682,396,300,1
11683,1250,301,5
11684,188,312,4
11685,86,311,3
11686,659,270,0
11687,395,300,1
11688,1248,300,5
11689,185,311,4
11690,84,308,3
11691,656,268,0
11692,393,298,1
11693,1248,299,5
11694,186,309,4
11695,86,307,3
11696,392,296,1
11697,656,267,0
11698,1249,300,5
11699,186,311,4
11700,87,310,3
11701,658,268,0
11702,395,299,1
11703,1250,301,5
11704,937,287,6
11705,187,311,4
11706,88,311,3
11707,654,269,0
11708,395,299,1
11709,1250,301,5
11710,937,287,6
11711,188,312,4
11712,85,312,3
11713,654,270,0
11714,394,299,1
11715,1250,302,5
11716,937,287,6
11717,187,313,4
11718,86,312,3
11719,654,270,0
11720,394,300,1
11721,937,287,6
11722,1250,301,5
11723,187,311,4
11724,85,311,3
11725,394,299,1
11726,654,269,0
11727,936,285,6
11728,1247,301,5
11729,184,311,4
11730,85,309,3
11731,393,299,1
11732,652,269,0
11733,936,284,6
11734,1248,300,5
11735,84,309,3
11736,185,310,4
11737,654,268,0
11738,393,298,1
11739,1248,301,5
11740,936,285,6
11741,185,311,4
11742,84,309,3
11743,393,298,1
11744,653,269,0
11745,1247,300,5
11746,935,284,6
11747,184,310,4
11748,87,308,3
11749,652,267,0
11750,393,297,1
11751,1248,299,5
11752,935,283,6
11753,184,310,4
11754,84,307,3
11755,392,297,1
11756,652,268,0
11757,935,284,6
11758,1247,300,5
11759,187,309,4
11760,88,308,3
11761,393,296,1
11762,652,267,0
11763,1248,300,5
11764,935,285,6
11765,184,311,4
11766,85,309,3
11767,653,268,0
11768,393,299,1
11769,1248,300,5
11770,936,285,6
11771,184,311,4
11772,84,308,3
11773,653,269,0
11774,393,298,1
11775,1247,300,5
11776,936,284,6
11777,185,310,4
11778,85,308,3
11779,651,268,0
11780,392,297,1
11781,1248,300,5
11782,935,283,6
11783,185,310,4
11784,85,309,3
11785,651,268,0
11786,392,297,1
11787,1247,300,5
11788,935,284,6
11789,183,310,4
11790,84,306,3
11791,392,297,1
11792,651,268,0
11793,1248,299,5
11794,935,284,6
11795,184,311,4
11796,84,308,3
11797,392,298,1
11798,652,268,0
11799,1248,300,5
11800,937,285,6
11801,185,311,4
11802,85,311,3
11803,653,268,0
11804,395,299,1
11805,1247,300,5
11806,936,284,6
11807,185,310,4
11808,84,305,3
11809,652,268,0
11810,393,297,1
11811,936,284,6
11812,1248,300,5
11813,186,310,4
11814,87,308,3
11815,393,298,1
11816,652,268,0
11817,1247,301,5
11818,936,287,6
11819,187,311,4
11820,86,311,3
11821,652,269,0
11822,394,299,1
11823,1250,303,5
11824,937,287,6
11825,185,313,4
11826,85,312,3
11827,653,270,0
11828,393,300,1
11829,1250,301,5
11830,937,288,6
11831,186,312,4
11832,85,313,3
11833,654,270,0
11834,394,300,1
11835,1249,302,5
11836,937,288,6
11837,186,312,4
11838,84,312,3
11839,653,270,0
11840,394,300,1
11841,937,288,6
11842,1249,302,5
11843,186,312,4
11844,84,313,3
11845,654,270,0
11846,394,300,1
11847,1249,301,5
11848,937,287,6
11849,188,311,4
11850,86,315,3
11851,654,270,0
11852,394,299,1
11853,1250,302,5
11854,937,287,6
11855,187,311,4
11856,85,313,3
11857,395,300,1
11858,652,270,0
11859,937,287,6
11860,1248,301,5
11861,185,312,4
11862,85,312,3
11863,394,299,1
11864,653,269,0
11865,1249,302,5
11866,937,288,6
11867,187,312,4
11868,654,270,0
11869,85,312,3
11870,395,300,1
11871,1249,302,5
11872,937,289,6
11873,186,312,4
11874,86,312,3
11875,655,270,0
11876,394,300,1
11877,1249,303,5
11878,937,288,6
11879,187,313,4
11880,84,313,3
11881,653,271,0
11882,395,300,1
11883,1248,301,5
11884,936,287,6
11885,184,311,4
11886,85,309,3
11887,652,269,0
11888,393,299,1
11889,1249,301,5
11890,936,287,6
11891,183,311,4
11892,84,306,3
11893,652,269,0
11894,393,299,1
11895,1106,618,-1
11896,939,284,6
11897,183,311,4
11898,83,303,3
11899,391,298,1
11900,650,268,0
11901,938,283,6
11902,182,310,4
11903,650,268,0
11904,84,300,3
11905,391,298,1
11906,939,285,6
11907,183,311,4
11908,84,307,3
11909,652,269,0
11910,394,298,1
11911,941,288,6
11912,185,312,4
11913,85,312,3
11914,653,270,0
11915,396,299,1
