ID,x_cen,y_cen,Cluster
5263,641,284,0
5264,1693,271,2
5265,207,314,4
5266,938,268,6
5267,642,285,0
5268,207,317,4
5269,1694,272,2
5270,18,279,3
5271,938,270,6
5272,643,286,0
5273,1694,273,2
5274,207,318,4
5275,30,264,3
5276,642,287,0
5277,943,269,6
5278,207,319,4
5279,30,263,3
5280,1694,274,2
5281,630,299,0
5282,938,270,6
5283,1694,273,2
5284,207,317,4
5285,30,263,3
5286,937,268,6
5287,30,262,3
5288,207,316,4
5289,1693,273,2
5290,937,266,6
5291,1693,272,2
5292,207,316,4
5293,30,259,3
5294,938,266,6
5295,30,260,3
5296,207,315,4
5297,1693,272,2
5298,937,267,6
5299,207,315,4
5300,29,259,3
5301,1693,272,2
5302,937,266,6
5303,1693,272,2
5304,29,260,3
5305,207,315,4
5306,938,266,6
5307,1693,272,2
5308,30,260,3
5309,207,315,4
5310,937,267,6
5311,1693,272,2
5312,207,316,4
5313,30,261,3
5314,937,267,6
5315,1693,272,2
5316,30,262,3
5317,207,315,4
5318,937,269,6
5319,1694,273,2
5320,29,263,3
5321,207,317,4
5322,938,271,6
5323,1693,274,2
5324,30,264,3
5325,207,318,4
5326,938,271,6
5327,1694,274,2
5328,207,320,4
5329,30,265,3
5330,938,272,6
5331,1694,274,2
5332,207,319,4
5333,30,265,3
5334,938,271,6
5335,207,317,4
5336,31,263,3
5337,1694,274,2
5338,938,270,6
5339,207,317,4
5340,30,263,3
5341,1693,273,2
5342,938,268,6
5343,1694,273,2
5344,30,263,3
5345,207,316,4
5346,937,268,6
5347,1693,272,2
5348,207,316,4
5349,30,262,3
5350,1693,272,2
5351,937,267,6
5352,30,263,3
5353,207,315,4
5354,938,267,6
5355,1693,272,2
5356,30,262,3
5357,207,315,4
5358,938,267,6
5359,1693,272,2
5360,30,263,3
5361,207,316,4
5362,938,267,6
5363,1693,272,2
5364,30,262,3
5365,207,315,4
5366,938,267,6
5367,1693,272,2
5368,207,315,4
5369,30,263,3
5370,937,267,6
5371,1693,272,2
5372,30,263,3
5373,207,315,4
5374,938,268,6
5375,1694,272,2
5376,30,262,3
5377,207,316,4
5378,938,267,6
5379,1693,271,2
5380,30,262,3
5381,207,315,4
5382,937,266,6
5383,1693,271,2
5384,29,263,3
5385,207,314,4
5386,938,267,6
5387,1693,272,2
5388,30,261,3
5389,207,314,4
5390,937,267,6
5391,1693,271,2
5392,30,262,3
5393,207,314,4
5394,937,266,6
5395,1693,271,2
5396,29,261,3
5397,207,314,4
5398,937,266,6
5399,1693,271,2
5400,29,260,3
5401,207,314,4
5402,1693,272,2
5403,937,266,6
5404,30,260,3
5405,207,314,4
5406,1693,272,2
5407,937,266,6
5408,30,260,3
5409,207,314,4
5410,937,267,6
5411,1693,271,2
5412,30,259,3
5413,207,314,4
5414,937,266,6
5415,1693,271,2
5416,207,315,4
5417,30,261,3
5418,1693,272,2
5419,937,266,6
5420,30,260,3
5421,207,315,4
5422,937,267,6
5423,1693,271,2
5424,30,258,3
5425,207,314,4
5426,937,267,6
5427,1693,272,2
5428,207,314,4
5429,30,259,3
5430,938,268,6
5431,1693,272,2
5432,30,260,3
5433,207,315,4
5434,937,268,6
5435,29,260,3
5436,207,315,4
5437,1693,272,2
5438,937,267,6
5439,1693,272,2
5440,30,259,3
5441,207,314,4
5442,937,267,6
5443,1693,271,2
5444,29,261,3
5445,207,314,4
5446,1693,272,2
5447,937,267,6
5448,29,259,3
5449,207,315,4
5450,1693,272,2
5451,207,314,4
5452,29,258,3
5453,1693,272,2
5454,30,260,3
5455,207,314,4
5456,1693,271,2
5457,207,314,4
5458,29,259,3
5459,1693,272,2
5460,207,314,4
5461,29,261,3
5462,1693,271,2
5463,207,315,4
5464,29,261,3
5465,925,290,6
5466,1693,272,2
5467,29,261,3
5468,207,315,4
5469,925,288,6
5470,1693,272,2
5471,207,315,4
5472,29,256,3
5473,926,289,6
5474,207,315,4
5475,1693,272,2
5476,925,289,6
5477,1693,271,2
5478,207,315,4
5479,950,290,6
5480,1692,272,2
5481,207,314,4
5482,950,288,6
5483,207,315,4
5484,1693,272,2
5485,947,293,6
5486,207,315,4
5487,1693,273,2
5488,1693,272,2
5489,955,289,6
5490,207,316,4
5491,951,289,6
5492,1693,272,2
5493,207,315,4
5494,925,289,6
5495,207,315,4
5496,1693,272,2
5497,926,289,6
5498,1693,272,2
5499,207,315,4
5500,926,289,6
5501,207,315,4
5502,1693,272,2
5503,925,289,6
5504,207,315,4
5505,1693,272,2
5506,925,290,6
5507,207,316,4
5508,1693,272,2
5509,1693,272,2
5510,207,315,4
5511,953,295,6
5512,926,290,6
5513,207,316,4
5514,1693,272,2
5515,927,291,6
5516,1693,273,2
5517,207,317,4
5518,926,290,6
5519,207,316,4
5520,1693,273,2
5521,926,291,6
5522,207,316,4
5523,1694,273,2
5524,556,420,-1
5525,927,290,6
5526,208,315,4
5527,1694,273,2
5528,926,290,6
5529,618,330,0
5530,207,316,4
5531,1693,272,2
5532,926,289,6
5533,619,329,0
5534,208,315,4
5535,1693,273,2
5536,926,289,6
5537,619,328,0
5538,207,315,4
5539,1693,273,2
5540,925,289,6
5541,207,316,4
5542,1693,273,2
5543,926,289,6
5544,207,316,4
5545,1692,272,2
5546,926,290,6
5547,207,316,4
5548,1692,273,2
5549,926,289,6
5550,207,316,4
5551,1693,273,2
5552,1693,272,2
5553,941,289,6
5554,207,315,4
5555,207,315,4
5556,1693,272,2
5557,207,316,4
5558,1693,272,2
5559,1693,272,2
5560,207,314,4
5561,207,314,4
5562,1692,272,2
5563,207,314,4
5564,1692,272,2
5565,1693,272,2
5566,207,314,4
5567,1693,272,2
5568,207,314,4
5569,38,254,3
5570,1693,271,2
5571,207,314,4
5572,37,254,3
5573,207,314,4
5574,1693,272,2
5575,37,253,3
5576,1693,272,2
5577,207,314,4
5578,37,254,3
5579,207,315,4
5580,1693,272,2
5581,37,254,3
5582,1693,272,2
5583,207,314,4
5584,38,254,3
5585,207,315,4
5586,1692,272,2
5587,38,254,3
5588,207,315,4
5589,1693,272,2
5590,37,257,3
5591,207,315,4
5592,1692,272,2
5593,38,256,3
5594,207,315,4
5595,1692,272,2
5596,37,255,3
5597,206,315,4
5598,1693,272,2
5599,37,255,3
5600,1693,272,2
5601,207,314,4
5602,38,253,3
5603,207,315,4
5604,1693,272,2
5605,37,254,3
5606,207,314,4
5607,1693,272,2
5608,37,254,3
5609,207,315,4
5610,1693,272,2
5611,37,254,3
5612,207,314,4
5613,1692,272,2
5614,37,254,3
5615,207,314,4
5616,1693,272,2
5617,37,253,3
5618,1693,271,2
5619,207,314,4
5620,37,254,3
5621,207,314,4
5622,1693,272,2
5623,38,254,3
5624,207,315,4
5625,1692,272,2
5626,38,255,3
5627,1693,271,2
5628,207,315,4
5629,37,256,3
5630,207,314,4
5631,1693,272,2
5632,38,255,3
5633,207,314,4
5634,1693,272,2
5635,38,254,3
5636,1693,271,2
5637,207,314,4
5638,38,254,3
5639,207,315,4
5640,1693,272,2
5641,37,254,3
5642,207,315,4
5643,1693,272,2
5644,38,254,3
5645,207,315,4
5646,38,254,3
5647,1693,272,2
5648,207,315,4
5649,1693,272,2
5650,38,255,3
5651,1692,272,2
5652,207,314,4
5653,38,254,3
5654,207,315,4
5655,1693,272,2
5656,38,254,3
5657,1693,272,2
5658,207,314,4
5659,38,255,3
5660,1693,272,2
5661,207,315,4
5662,37,254,3
5663,51,253,3
5664,1693,272,2
5665,1693,272,2
5666,51,253,3
5667,1693,272,2
5668,38,254,3
5669,1693,272,2
5670,51,253,3
5671,1693,272,2
5672,51,253,3
5673,1693,272,2
5674,51,253,3
5675,1693,271,2
5676,51,254,3
5677,1693,272,2
5678,51,254,3
5679,1693,272,2
5680,52,254,3
5681,1693,272,2
5682,52,254,3
5683,1693,272,2
5684,51,254,3
5685,1693,272,2
5686,51,254,3
5687,1693,272,2
5688,51,254,3
5689,1693,271,2
5690,52,254,3
5691,1693,271,2
5692,51,254,3
5693,1693,271,2
5694,51,254,3
5695,1693,271,2
5696,52,254,3
5697,1693,271,2
5698,51,254,3
5699,1693,272,2
5700,52,254,3
5701,1693,272,2
5702,51,254,3
5703,1693,272,2
5704,52,254,3
5705,1693,272,2
5706,50,254,3
5707,1693,272,2
5708,51,254,3
5709,1693,272,2
5710,50,254,3
5711,1693,272,2
5712,51,255,3
5713,1693,271,2
5714,51,254,3
5715,1693,271,2
5716,52,254,3
5717,1693,272,2
5718,50,254,3
5719,1693,272,2
5720,51,254,3
5721,1693,271,2
5722,51,254,3
5723,1693,272,2
5724,50,254,3
5725,1693,272,2
5726,1693,272,2
5727,1693,272,2
5728,656,270,0
5729,1693,272,2
5730,656,269,0
5731,1693,272,2
5732,193,362,4
5733,656,269,0
5734,1693,272,2
5735,193,362,4
5736,655,271,0
5737,1693,272,2
5738,656,270,0
5739,193,363,4
5740,427,685,-1
5741,1693,272,2
5742,193,362,4
5743,656,269,0
5744,1025,283,-1
5745,1693,272,2
5746,193,362,4
5747,656,271,0
5748,1025,285,-1
5749,1693,272,2
5750,193,363,4
5751,656,270,0
5752,1693,272,2
5753,655,270,0
5754,193,364,4
5755,1693,272,2
5756,193,362,4
5757,656,270,0
5758,1693,272,2
5759,193,363,4
5760,656,269,0
5761,1693,272,2
5762,192,362,4
5763,656,270,0
5764,1693,272,2
5765,193,364,4
5766,656,270,0
5767,1693,272,2
5768,193,365,4
5769,656,269,0
5770,1693,272,2
5771,193,365,4
5772,656,269,0
5773,1693,272,2
5774,656,269,0
5775,193,364,4
5776,1693,272,2
5777,192,363,4
5778,656,270,0
5779,1692,272,2
5780,193,366,4
5781,655,270,0
5782,1693,272,2
5783,193,367,4
5784,656,270,0
5785,1693,272,2
5786,193,367,4
5787,655,271,0
5788,1692,271,2
5789,656,271,0
5790,193,370,4
5791,1693,271,2
5792,193,370,4
5793,655,270,0
5794,1692,272,2
5795,193,370,4
5796,655,271,0
5797,1692,270,2
5798,193,375,-1
5799,655,271,0
5800,1692,271,2
5801,193,375,-1
5802,656,271,0
5803,1692,272,2
5804,655,271,0
5805,192,379,-1
5806,1692,271,2
5807,192,376,-1
5808,655,271,0
5809,1693,271,2
5810,193,376,-1
5811,655,271,0
5812,1692,272,2
5813,193,379,-1
5814,655,271,0
5815,192,378,-1
5816,655,272,0
5817,1693,272,2
5818,192,379,-1
5819,1692,271,2
5820,656,271,0
5821,655,272,0
5822,192,371,4
5823,1693,272,2
5824,655,275,0
5825,1693,271,2
5826,193,374,-1
5827,1693,272,2
5828,193,380,-1
5829,655,272,0
5830,1693,272,2
5831,655,272,0
5832,193,381,-1
5833,193,376,-1
5834,655,271,0
5835,1693,271,2
5836,656,270,0
5837,193,375,-1
5838,1693,272,2
5839,193,375,-1
5840,656,271,0
5841,1693,272,2
5842,192,377,-1
5843,1693,272,2
5844,655,274,0
5845,192,381,-1
5846,655,272,0
5847,1693,272,2
5848,193,382,-1
5849,656,271,0
5850,1693,271,2
5851,193,374,-1
5852,1693,271,2
5853,656,270,0
5854,193,375,-1
5855,656,271,0
5856,1693,272,2
5857,193,379,-1
5858,655,271,0
5859,1693,271,2
5860,29,284,3
5861,193,375,-1
5862,656,271,0
5863,1693,271,2
5864,656,271,0
5865,193,382,-1
5866,1694,272,2
5867,193,375,-1
5868,1693,271,2
5869,656,272,0
5870,193,382,-1
5871,1693,272,2
5872,655,271,0
5873,193,381,-1
5874,656,271,0
5875,1693,271,2
5876,193,382,-1
5877,656,272,0
5878,1693,270,2
5879,29,282,3
5880,193,381,-1
5881,1693,272,2
5882,656,272,0
5883,656,272,0
5884,193,375,-1
5885,1694,271,2
5886,29,283,3
5887,193,371,-1
5888,656,273,0
5889,1693,271,2
5890,192,374,-1
5891,1693,272,2
5892,656,271,0
5893,1693,271,2
5894,193,375,-1
5895,656,273,0
5896,743,776,-1
5897,953,293,6
5898,1694,271,2
5899,193,379,-1
5900,652,283,0
5901,1693,272,2
5902,651,285,0
5903,193,375,-1
5904,930,306,6
5905,193,368,4
5906,929,306,6
5907,653,279,0
5908,1693,271,2
5909,192,372,-1
5910,1693,271,2
5911,930,307,6
5912,193,380,-1
5913,1693,271,2
5914,929,307,6
5915,29,292,3
5916,192,378,-1
5917,930,307,6
5918,1693,271,2
5919,29,283,3
5920,192,372,-1
5921,930,308,6
5922,1693,271,2
5923,193,379,-1
5924,930,307,6
5925,1693,271,2
5926,192,373,-1
5927,930,307,6
5928,1694,270,2
5929,193,375,-1
5930,930,307,6
5931,192,378,-1
5932,930,308,6
5933,930,307,6
5934,193,378,-1
5935,192,377,-1
5936,930,307,6
5937,193,378,-1
5938,930,307,6
5939,658,296,0
5940,930,307,6
5941,193,378,-1
5942,930,308,6
5943,634,295,0
5944,192,382,-1
5945,659,294,0
5946,931,307,6
5947,193,382,-1
5948,930,307,6
5949,659,294,0
5950,192,377,-1
5951,930,307,6
5952,659,295,0
5953,193,382,-1
5954,930,307,6
5955,659,295,0
5956,193,374,-1
5957,659,295,0
5958,930,308,6
5959,193,376,-1
5960,658,295,0
5961,930,307,6
5962,193,380,-1
5963,659,294,0
5964,193,371,-1
5965,930,307,6
5966,659,296,0
5967,193,379,-1
5968,930,306,6
5969,658,295,0
5970,930,308,6
5971,193,379,-1
5972,659,296,0
5973,930,307,6
5974,193,373,-1
5975,658,295,0
5976,930,307,6
5977,193,378,-1
5978,659,296,0
5979,929,307,6
5980,193,376,-1
5981,659,295,0
5982,930,307,6
5983,193,379,-1
5984,929,307,6
5985,659,296,0
5986,193,382,-1
5987,659,295,0
5988,193,373,-1
5989,930,307,6
5990,929,307,6
5991,659,295,0
5992,192,377,-1
5993,659,295,0
5994,929,307,6
5995,193,378,-1
5996,658,295,0
5997,929,307,6
5998,193,381,-1
5999,659,294,0
6000,930,306,6
6001,193,380,-1
6002,929,308,6
6003,659,295,0
6004,193,368,4
6005,659,294,0
6006,929,307,6
6007,192,381,-1
6008,55,270,3
6009,930,306,6
6010,659,295,0
6011,193,379,-1
6012,56,270,3
6013,659,294,0
6014,931,307,6
6015,193,379,-1
6016,57,273,3
6017,930,308,6
6018,193,374,-1
6019,659,295,0
6020,659,295,0
6021,930,306,6
6022,193,374,-1
6023,658,296,0
6024,929,307,6
6025,193,378,-1
6026,659,295,0
6027,193,385,-1
6028,930,306,6
6029,659,296,0
6030,929,307,6
6031,193,373,-1
6032,659,295,0
6033,930,307,6
6034,193,376,-1
6035,659,295,0
6036,930,306,6
6037,193,376,-1
6038,930,307,6
6039,659,296,0
6040,193,379,-1
6041,659,295,0
6042,929,307,6
6043,192,380,-1
6044,659,296,0
6045,929,307,6
6046,193,377,-1
6047,658,295,0
6048,930,307,6
6049,193,375,-1
6050,658,295,0
6051,929,307,6
6052,193,381,-1
6053,929,307,6
6054,659,295,0
6055,193,375,-1
6056,659,295,0
6057,929,306,6
6058,193,383,-1
6059,659,296,0
6060,929,308,6
6061,193,373,-1
6062,659,295,0
6063,930,307,6
6064,193,382,-1
6065,658,295,0
6066,929,307,6
6067,193,380,-1
6068,659,295,0
6069,929,307,6
6070,193,375,-1
6071,659,296,0
6072,929,306,6
6073,193,382,-1
6074,659,295,0
6075,930,307,6
6076,193,378,-1
6077,659,295,0
6078,930,307,6
6079,192,377,-1
6080,193,375,-1
6081,930,306,6
6082,659,295,0
6083,659,295,0
6084,930,308,6
6085,193,377,-1
6086,659,295,0
6087,929,307,6
6088,193,373,-1
6089,193,382,-1
6090,929,306,6
6091,659,295,0
6092,193,377,-1
6093,659,295,0
6094,930,308,6
6095,929,306,6
6096,659,296,0
6097,193,378,-1
6098,659,295,0
6099,193,373,-1
6100,930,307,6
6101,659,295,0
6102,930,307,6
6103,193,382,-1
6104,659,295,0
6105,930,307,6
6106,193,379,-1
6107,659,295,0
6108,929,307,6
6109,193,381,-1
6110,659,296,0
6111,929,307,6
6112,193,380,-1
6113,659,295,0
6114,930,307,6
6115,193,381,-1
6116,929,306,6
6117,659,296,0
6118,193,376,-1
6119,659,294,0
6120,929,307,6
6121,193,373,-1
6122,659,294,0
6123,929,306,6
6124,193,378,-1
6125,659,295,0
6126,193,373,-1
6127,930,307,6
6128,659,296,0
6129,930,307,6
6130,193,380,-1
6131,929,307,6
6132,659,296,0
6133,193,379,-1
6134,930,307,6
6135,659,295,0
6136,193,382,-1
6137,658,295,0
6138,193,381,-1
6139,930,306,6
6140,929,308,6
6141,659,296,0
6142,193,378,-1
6143,658,296,0
6144,929,306,6
6145,193,375,-1
6146,659,296,0
6147,929,307,6
6148,193,383,-1
6149,658,296,0
6150,929,306,6
6151,193,371,-1
6152,658,295,0
6153,930,306,6
6154,192,373,-1
6155,929,307,6
6156,659,296,0
6157,193,371,-1
6158,658,296,0
6159,929,307,6
6160,658,295,0
6161,929,308,6
6162,929,307,6
6163,658,295,0
6164,658,296,0
6165,930,307,6
6166,659,297,0
6167,930,306,6
6168,658,295,0
6169,930,307,6
6170,930,307,6
6171,658,296,0
6172,659,295,0
6173,929,306,6
6174,659,297,0
6175,929,307,6
6176,658,296,0
6177,929,307,6
6178,659,295,0
6179,929,307,6
6180,658,296,0
6181,929,307,6
6182,659,296,0
6183,930,307,6
6184,659,296,0
6185,929,308,6
6186,659,296,0
6187,930,307,6
6188,659,296,0
6189,930,307,6
6190,659,295,0
6191,929,307,6
6192,659,296,0
6193,929,308,6
6194,658,298,0
6195,929,307,6
6196,659,296,0
6197,930,306,6
6198,659,295,0
6199,929,308,6
6200,659,295,0
6201,929,307,6
6202,659,296,0
6203,929,307,6
6204,658,296,0
6205,930,307,6
6206,658,295,0
6207,930,307,6
6208,659,296,0
6209,930,309,6
6210,659,295,0
6211,929,308,6
6212,659,296,0
6213,929,307,6
6214,659,296,0
6215,930,308,6
6216,658,295,0
6217,930,308,6
6218,659,295,0
6219,930,307,6
6220,658,295,0
6221,929,307,6
6222,659,295,0
6223,929,307,6
6224,659,295,0
6225,929,307,6
6226,659,295,0
6227,929,308,6
6228,659,295,0
6229,930,306,6
6230,659,296,0
6231,930,307,6
6232,658,295,0
6233,929,307,6
6234,659,295,0
6235,930,307,6
6236,658,295,0
6237,931,307,6
6238,659,296,0
6239,930,307,6
6240,658,295,0
6241,929,307,6
6242,659,295,0
6243,930,307,6
6244,658,295,0
6245,930,308,6
6246,659,295,0
6247,929,308,6
6248,659,296,0
6249,929,308,6
6250,658,296,0
6251,929,308,6
6252,658,296,0
6253,930,308,6
6254,659,295,0
6255,930,308,6
6256,658,296,0
6257,929,308,6
6258,659,296,0
6259,929,307,6
6260,658,295,0
6261,930,308,6
6262,659,296,0
6263,929,308,6
6264,659,296,0
6265,930,306,6
6266,659,295,0
6267,929,307,6
6268,658,296,0
6269,929,308,6
6270,658,296,0
6271,930,308,6
6272,658,295,0
6273,929,308,6
6274,659,296,0
6275,929,307,6
6276,659,296,0
6277,930,307,6
6278,659,296,0
6279,930,307,6
6280,659,296,0
6281,929,307,6
6282,659,296,0
6283,929,306,6
6284,658,295,0
6285,930,307,6
6286,659,295,0
6287,930,307,6
6288,659,296,0
6289,929,307,6
6290,658,295,0
6291,929,307,6
6292,658,295,0
6293,929,307,6
6294,658,295,0
6295,930,307,6
6296,659,295,0
6297,929,308,6
6298,658,296,0
6299,929,307,6
6300,659,295,0
6301,929,307,6
6302,947,262,6
6303,642,279,0
6304,642,279,0
6305,947,263,6
6306,642,279,0
6307,947,263,6
6308,947,263,6
6309,643,278,0
6310,643,280,0
6311,947,263,6
6312,642,279,0
6313,947,263,6
6314,947,263,6
6315,641,279,0
6316,238,284,4
6317,947,263,6
6318,642,278,0
6319,237,283,4
6320,946,263,6
6321,645,279,0
6322,236,260,4
6323,947,262,6
6324,643,279,0
6325,237,284,4
6326,947,262,6
6327,238,283,4
6328,644,278,0
6329,947,262,6
6330,237,283,4
6331,643,278,0
6332,947,262,6
6333,643,278,0
6334,237,283,4
6335,946,262,6
6336,645,278,0
6337,236,283,4
6338,946,262,6
6339,236,283,4
6340,642,278,0
6341,946,262,6
6342,642,277,0
6343,237,282,4
6344,946,262,6
6345,236,283,4
6346,643,278,0
6347,945,262,6
6348,642,280,0
6349,236,282,4
6350,946,262,6
6351,237,283,4
6352,642,278,0
6353,946,262,6
6354,643,277,0
6355,236,283,4
6356,946,262,6
6357,237,282,4
6358,643,279,0
6359,946,262,6
6360,236,282,4
6361,641,280,0
6362,1605,836,-1
6363,946,262,6
6364,237,283,4
6365,643,278,0
6366,1269,269,5
6367,944,261,6
6368,237,283,4
6369,643,278,0
6370,1270,269,5
6371,944,262,6
6372,236,282,4
6373,644,278,0
6374,1269,269,5
6375,944,261,6
6376,644,279,0
6377,236,282,4
6378,1310,269,5
6379,944,262,6
6380,236,282,4
6381,643,278,0
6382,1269,269,5
6383,84,328,3
6384,943,260,6
6385,643,278,0
6386,237,282,4
6387,1269,269,5
6388,944,261,6
6389,83,327,3
6390,236,282,4
6391,642,278,0
6392,1269,269,5
6393,943,261,6
6394,85,327,3
6395,640,277,0
6396,237,282,4
6397,1269,269,5
6398,944,261,6
6399,85,329,3
6400,236,283,4
6401,644,277,0
6402,1269,268,5
6403,943,261,6
6404,84,327,3
6405,642,277,0
6406,237,282,4
6407,1269,268,5
6408,84,327,3
6409,943,261,6
6410,642,277,0
6411,237,282,4
6412,1269,268,5
6413,943,260,6
6414,83,327,3
6415,643,277,0
6416,237,282,4
6417,1269,268,5
6418,83,327,3
6419,237,282,4
6420,944,260,6
6421,643,277,0
6422,1269,268,5
6423,943,260,6
6424,84,326,3
6425,644,277,0
6426,237,282,4
6427,1269,268,5
6428,83,328,3
6429,944,260,6
6430,237,282,4
6431,643,276,0
6432,1270,268,5
6433,83,329,3
6434,943,260,6
6435,237,281,4
6436,643,277,0
6437,946,260,6
6438,85,327,3
6439,643,277,0
6440,236,281,4
6441,946,260,6
6442,85,327,3
6443,644,277,0
6444,237,281,4
6445,946,260,6
6446,644,277,0
6447,83,327,3
6448,407,297,1
6449,222,281,4
6450,948,260,6
6451,408,297,1
6452,641,278,0
6453,84,330,3
6454,221,282,4
6455,408,297,1
6456,643,276,0
6457,84,329,3
6458,947,261,6
6459,221,282,4
6460,84,329,3
6461,406,297,1
6462,946,261,6
6463,642,276,0
6464,221,282,4
6465,407,297,1
6466,948,260,6
6467,84,329,3
6468,644,277,0
6469,223,282,4
6470,947,261,6
6471,406,297,1
6472,642,278,0
6473,84,328,3
6474,223,281,4
6475,946,260,6
6476,407,297,1
6477,84,327,3
6478,643,277,0
6479,223,282,4
6480,80,326,3
6481,946,260,6
6482,406,297,1
6483,642,276,0
6484,222,281,4
6485,84,327,3
6486,406,296,1
6487,947,260,6
6488,643,277,0
6489,223,281,4
6490,407,297,1
6491,86,327,3
6492,946,261,6
6493,642,277,0
6494,221,282,4
6495,84,328,3
6496,406,297,1
6497,947,261,6
6498,644,277,0
6499,223,282,4
6500,405,298,1
6501,84,329,3
6502,947,261,6
6503,642,276,0
6504,223,282,4
6505,407,297,1
6506,85,329,3
6507,947,261,6
6508,223,282,4
6509,643,278,0
6510,408,297,1
6511,947,260,6
6512,85,327,3
6513,642,277,0
6514,223,282,4
6515,408,297,1
6516,947,261,6
6517,85,329,3
6518,223,282,4
6519,641,277,0
6520,407,298,1
6521,643,278,0
6522,223,282,4
6523,947,259,6
6524,86,329,3
6525,407,298,1
6526,947,261,6
6527,84,328,3
6528,223,283,4
6529,643,277,0
6530,408,297,1
6531,948,261,6
6532,223,283,4
6533,644,277,0
6534,84,329,3
6535,408,298,1
6536,948,260,6
6537,223,283,4
6538,644,278,0
6539,85,329,3
6540,218,893,-1
6541,408,298,1
6542,947,261,6
6543,85,330,3
6544,223,282,4
6545,643,277,0
6546,1131,552,-1
6547,406,297,1
6548,946,261,6
6549,644,277,0
6550,85,330,3
6551,223,282,4
6552,1292,273,5
6553,405,298,1
6554,644,277,0
6555,945,261,6
6556,79,329,3
6557,223,283,4
6558,1285,273,5
6559,407,298,1
6560,86,327,3
6561,644,277,0
6562,946,260,6
6563,223,283,4
6564,1286,273,5
6565,408,297,1
6566,85,329,3
6567,642,277,0
6568,945,260,6
6569,223,283,4
6570,1286,273,5
6571,407,298,1
6572,642,277,0
6573,85,329,3
6574,223,282,4
6575,945,260,6
6576,1286,272,5
6577,407,298,1
6578,85,329,3
6579,223,282,4
6580,945,261,6
6581,643,278,0
6582,1286,272,5
6583,408,297,1
6584,86,329,3
6585,223,283,4
6586,946,261,6
6587,644,278,0
6588,1286,273,5
6589,407,298,1
6590,945,261,6
6591,86,328,3
6592,642,278,0
6593,223,283,4
6594,1286,273,5
6595,407,298,1
6596,85,328,3
6597,945,261,6
6598,641,277,0
6599,224,282,4
6600,1286,273,5
6601,406,298,1
6602,946,260,6
6603,86,327,3
6604,642,277,0
6605,223,283,4
6606,1286,272,5
6607,407,298,1
6608,84,328,3
6609,946,261,6
6610,223,283,4
6611,643,277,0
6612,20,199,3
6613,1286,273,5
6614,406,298,1
6615,945,260,6
6616,84,329,3
6617,224,282,4
6618,644,278,0
6619,1286,272,5
6620,407,297,1
6621,642,278,0
6622,86,330,3
6623,945,260,6
6624,223,283,4
6625,1286,273,5
6626,406,298,1
6627,85,329,3
6628,643,277,0
6629,945,261,6
6630,223,282,4
6631,1286,273,5
6632,407,298,1
6633,945,261,6
6634,85,328,3
6635,644,278,0
6636,223,283,4
6637,1286,273,5
6638,407,298,1
6639,85,329,3
6640,644,278,0
6641,946,261,6
6642,223,283,4
6643,548,731,-1
6644,1286,273,5
6645,406,297,1
6646,947,261,6
6647,643,276,0
6648,85,330,3
6649,223,283,4
6650,1286,273,5
6651,406,298,1
6652,946,261,6
6653,1564,793,-1
6654,86,327,3
6655,223,283,4
6656,644,277,0
6657,1844,991,-1
6658,1286,273,5
6659,407,297,1
6660,946,261,6
6661,85,330,3
6662,642,278,0
6663,223,282,4
6664,1688,272,2
6665,1286,273,5
6666,407,298,1
6667,1685,272,2
6668,223,282,4
6669,945,260,6
6670,643,278,0
6671,85,316,3
6672,1286,273,5
6673,405,298,1
6674,86,328,3
6675,1685,272,2
6676,223,282,4
6677,945,260,6
6678,642,277,0
6679,1286,273,5
6680,1685,272,2
6681,407,298,1
6682,945,261,6
6683,223,283,4
6684,643,278,0
6685,85,329,3
6686,1286,273,5
6687,1685,272,2
6688,406,298,1
6689,84,328,3
6690,643,278,0
6691,946,261,6
6692,223,283,4
6693,1286,273,5
6694,1685,272,2
6695,407,298,1
6696,84,328,3
6697,223,283,4
6698,643,278,0
6699,946,261,6
6700,1286,273,5
6701,407,298,1
6702,1685,272,2
6703,642,278,0
6704,83,328,3
6705,223,283,4
6706,946,261,6
6707,1286,273,5
6708,407,298,1
6709,1685,272,2
6710,85,330,3
6711,223,283,4
6712,945,261,6
6713,642,277,0
6714,1286,273,5
6715,407,297,1
6716,1685,272,2
6717,85,328,3
6718,945,261,6
6719,641,278,0
6720,223,282,4
6721,1286,273,5
6722,407,298,1
6723,1685,272,2
6724,84,329,3
6725,945,261,6
6726,641,278,0
6727,223,283,4
6728,1286,273,5
6729,407,298,1
6730,1685,272,2
6731,642,278,0
6732,945,261,6
6733,87,328,3
6734,223,282,4
6735,1286,273,5
6736,407,298,1
6737,1685,272,2
6738,945,261,6
6739,85,327,3
6740,643,277,0
6741,223,283,4
6742,1285,273,5
6743,408,297,1
6744,1685,272,2
6745,642,278,0
6746,85,328,3
6747,945,261,6
6748,223,282,4
6749,1286,273,5
6750,407,298,1
6751,1685,272,2
6752,85,328,3
6753,641,278,0
6754,223,282,4
6755,945,261,6
6756,1285,273,5
6757,407,297,1
6758,1686,272,2
6759,223,283,4
6760,84,330,3
6761,642,277,0
6762,945,261,6
6763,1286,273,5
6764,407,297,1
6765,84,327,3
6766,1685,272,2
6767,643,278,0
6768,945,261,6
6769,223,283,4
