ID,x1,y1,x2,y2,x3,y3,x4,y4,x_centroide,y_centroide,fecha_hora,nom_img,camara,posicion_camara
43,192,64,192,518,583,518,583,64,388,291,2023-06-21 10-40-40,IMGP1_2023-06-21_10-40-40,cam1,p1
44,1470,0,1470,488,1818,488,1818,0,1644,244,2023-06-21 10-40-40,IMGP1_2023-06-21_10-40-40,cam1,p1
45,439,40,439,498,866,498,866,40,652,269,2023-06-21 10-50-40,IMGP1_2023-06-21_10-50-40,cam1,p1
46,192,64,192,517,583,517,583,64,388,291,2023-06-21 10-50-40,IMGP1_2023-06-21_10-50-40,cam1,p1
47,0,146,0,463,218,463,218,146,109,305,2023-06-21 10-50-40,IMGP1_2023-06-21_10-50-40,cam1,p1
48,1470,0,1470,488,1818,488,1818,0,1644,244,2023-06-21 10-50-40,IMGP1_2023-06-21_10-50-40,cam1,p1
49,439,40,439,499,866,499,866,40,653,269,2023-06-21 11-00-41,IMGP1_2023-06-21_11-00-41,cam1,p1
50,192,63,192,519,582,519,582,63,387,291,2023-06-21 11-00-41,IMGP1_2023-06-21_11-00-41,cam1,p1
51,0,100,0,529,384,529,384,100,192,315,2023-06-21 11-00-41,IMGP1_2023-06-21_11-00-41,cam1,p1
52,1471,0,1471,487,1818,487,1818,0,1644,244,2023-06-21 11-00-41,IMGP1_2023-06-21_11-00-41,cam1,p1
53,0,148,0,407,161,407,161,148,80,278,2023-06-21 11-00-41,IMGP1_2023-06-21_11-00-41,cam1,p1
54,439,40,439,499,867,499,867,40,653,270,2023-06-21 11-10-41,IMGP1_2023-06-21_11-10-41,cam1,p1
55,192,64,192,519,583,519,583,64,387,292,2023-06-21 11-10-41,IMGP1_2023-06-21_11-10-41,cam1,p1
56,1471,0,1471,488,1818,488,1818,0,1644,244,2023-06-21 11-10-41,IMGP1_2023-06-21_11-10-41,cam1,p1
57,0,147,0,406,161,406,161,147,80,277,2023-06-21 11-10-41,IMGP1_2023-06-21_11-10-41,cam1,p1
58,0,100,0,529,383,529,383,100,191,315,2023-06-21 11-10-41,IMGP1_2023-06-21_11-10-41,cam1,p1
59,439,40,439,498,867,498,867,40,653,269,2023-06-21 11-20-41,IMGP1_2023-06-21_11-20-41,cam1,p1
60,192,64,192,519,583,519,583,64,388,291,2023-06-21 11-20-41,IMGP1_2023-06-21_11-20-41,cam1,p1
61,0,148,0,408,162,408,162,148,81,278,2023-06-21 11-20-41,IMGP1_2023-06-21_11-20-41,cam1,p1
62,1471,0,1471,487,1819,487,1819,0,1645,244,2023-06-21 11-20-41,IMGP1_2023-06-21_11-20-41,cam1,p1
63,0,101,0,528,382,528,382,101,191,315,2023-06-21 11-20-41,IMGP1_2023-06-21_11-20-41,cam1,p1
64,439,40,439,499,867,499,867,40,653,269,2023-06-21 11-30-41,IMGP1_2023-06-21_11-30-41,cam1,p1
65,192,64,192,519,583,519,583,64,387,292,2023-06-21 11-30-41,IMGP1_2023-06-21_11-30-41,cam1,p1
66,1471,0,1471,488,1818,488,1818,0,1644,244,2023-06-21 11-30-41,IMGP1_2023-06-21_11-30-41,cam1,p1
67,0,147,0,407,162,407,162,147,81,277,2023-06-21 11-30-41,IMGP1_2023-06-21_11-30-41,cam1,p1
68,0,102,0,529,379,529,379,102,190,315,2023-06-21 11-30-41,IMGP1_2023-06-21_11-30-41,cam1,p1
69,439,40,439,499,867,499,867,40,653,269,2023-06-21 11-40-41,IMGP1_2023-06-21_11-40-41,cam1,p1
70,192,64,192,518,583,518,583,64,388,291,2023-06-21 11-40-41,IMGP1_2023-06-21_11-40-41,cam1,p1
71,0,148,0,405,161,405,161,148,80,277,2023-06-21 11-40-41,IMGP1_2023-06-21_11-40-41,cam1,p1
72,1470,0,1470,487,1818,487,1818,0,1644,243,2023-06-21 11-40-41,IMGP1_2023-06-21_11-40-41,cam1,p1
73,0,100,0,530,383,530,383,100,191,315,2023-06-21 11-40-41,IMGP1_2023-06-21_11-40-41,cam1,p1
74,439,40,439,499,867,499,867,40,653,269,2023-06-21 11-50-41,IMGP1_2023-06-21_11-50-41,cam1,p1
75,192,64,192,519,583,519,583,64,388,292,2023-06-21 11-50-41,IMGP1_2023-06-21_11-50-41,cam1,p1
76,1470,0,1470,488,1818,488,1818,0,1644,244,2023-06-21 11-50-41,IMGP1_2023-06-21_11-50-41,cam1,p1
77,0,147,0,406,162,406,162,147,81,276,2023-06-21 11-50-41,IMGP1_2023-06-21_11-50-41,cam1,p1
78,0,101,0,533,382,533,382,101,191,317,2023-06-21 11-50-41,IMGP1_2023-06-21_11-50-41,cam1,p1
79,0,159,0,532,296,532,296,159,148,345,2023-06-21 11-50-41,IMGP1_2023-06-21_11-50-41,cam1,p1
80,439,40,439,499,866,499,866,40,652,269,2023-06-21 12-00-41,IMGP1_2023-06-21_12-00-41,cam1,p1
81,192,63,192,518,583,518,583,63,387,291,2023-06-21 12-00-41,IMGP1_2023-06-21_12-00-41,cam1,p1
82,0,101,0,531,382,531,382,101,191,316,2023-06-21 12-00-41,IMGP1_2023-06-21_12-00-41,cam1,p1
83,1470,0,1470,487,1818,487,1818,0,1644,244,2023-06-21 12-00-41,IMGP1_2023-06-21_12-00-41,cam1,p1
84,0,147,0,406,161,406,161,147,80,276,2023-06-21 12-00-41,IMGP1_2023-06-21_12-00-41,cam1,p1
85,439,40,439,497,869,497,869,40,654,269,2023-06-21 12-10-41,IMGP1_2023-06-21_12-10-41,cam1,p1
86,192,64,192,519,584,519,584,64,388,291,2023-06-21 12-10-41,IMGP1_2023-06-21_12-10-41,cam1,p1
87,1471,0,1471,486,1819,486,1819,0,1645,243,2023-06-21 12-10-41,IMGP1_2023-06-21_12-10-41,cam1,p1
88,0,147,0,407,160,407,160,147,80,277,2023-06-21 12-10-41,IMGP1_2023-06-21_12-10-41,cam1,p1
89,0,102,0,528,380,528,380,102,190,315,2023-06-21 12-10-41,IMGP1_2023-06-21_12-10-41,cam1,p1
90,1470,0,1470,489,1818,489,1818,0,1644,245,2023-06-21 12-20-41,IMGP1_2023-06-21_12-20-41,cam1,p1
91,438,42,438,498,867,498,867,42,652,270,2023-06-21 12-20-41,IMGP1_2023-06-21_12-20-41,cam1,p1
92,192,66,192,518,582,518,582,66,387,292,2023-06-21 12-20-41,IMGP1_2023-06-21_12-20-41,cam1,p1
93,0,146,0,403,163,403,163,146,81,274,2023-06-21 12-20-41,IMGP1_2023-06-21_12-20-41,cam1,p1
94,0,159,0,529,292,529,292,159,146,344,2023-06-21 12-20-41,IMGP1_2023-06-21_12-20-41,cam1,p1
95,439,39,439,499,868,499,868,39,653,269,2023-06-21 12-30-41,IMGP1_2023-06-21_12-30-41,cam1,p1
96,192,63,192,519,583,519,583,63,388,291,2023-06-21 12-30-41,IMGP1_2023-06-21_12-30-41,cam1,p1
97,0,102,0,532,381,532,381,102,191,317,2023-06-21 12-30-41,IMGP1_2023-06-21_12-30-41,cam1,p1
98,0,147,0,408,162,408,162,147,81,277,2023-06-21 12-30-41,IMGP1_2023-06-21_12-30-41,cam1,p1
99,1470,0,1470,488,1818,488,1818,0,1644,244,2023-06-21 12-30-41,IMGP1_2023-06-21_12-30-41,cam1,p1
100,438,40,438,498,868,498,868,40,653,269,2023-06-21 12-40-41,IMGP1_2023-06-21_12-40-41,cam1,p1
101,192,64,192,518,583,518,583,64,388,291,2023-06-21 12-40-41,IMGP1_2023-06-21_12-40-41,cam1,p1
102,0,147,0,464,219,464,219,147,109,305,2023-06-21 12-40-41,IMGP1_2023-06-21_12-40-41,cam1,p1
103,1470,0,1470,486,1819,486,1819,0,1644,243,2023-06-21 12-40-41,IMGP1_2023-06-21_12-40-41,cam1,p1
104,439,40,439,498,867,498,867,40,653,269,2023-06-21 12-50-41,IMGP1_2023-06-21_12-50-41,cam1,p1
105,192,64,192,517,583,517,583,64,388,291,2023-06-21 12-50-41,IMGP1_2023-06-21_12-50-41,cam1,p1
106,0,147,0,464,218,464,218,147,109,305,2023-06-21 12-50-41,IMGP1_2023-06-21_12-50-41,cam1,p1
107,1471,1,1471,486,1818,486,1818,1,1644,243,2023-06-21 12-50-41,IMGP1_2023-06-21_12-50-41,cam1,p1
108,438,43,438,498,868,498,868,43,653,271,2023-06-21 13-00-42,IMGP1_2023-06-21_13-00-42,cam1,p1
109,0,147,0,464,221,464,221,147,110,305,2023-06-21 13-00-42,IMGP1_2023-06-21_13-00-42,cam1,p1
110,1470,0,1470,486,1818,486,1818,0,1644,243,2023-06-21 13-00-42,IMGP1_2023-06-21_13-00-42,cam1,p1
111,440,43,440,499,867,499,867,43,653,271,2023-06-21 13-10-42,IMGP1_2023-06-21_13-10-42,cam1,p1
112,439,44,439,497,868,497,868,44,654,271,2023-06-21 13-20-42,IMGP1_2023-06-21_13-20-42,cam1,p1
113,437,42,437,498,867,498,867,42,652,270,2023-06-21 13-30-42,IMGP1_2023-06-21_13-30-42,cam1,p1
114,0,186,0,524,183,524,183,186,92,355,2023-06-21 13-30-42,IMGP1_2023-06-21_13-30-42,cam1,p1
115,438,44,438,499,867,499,867,44,652,272,2023-06-21 13-40-42,IMGP1_2023-06-21_13-40-42,cam1,p1
116,0,180,0,523,183,523,183,180,91,351,2023-06-21 13-40-42,IMGP1_2023-06-21_13-40-42,cam1,p1
117,438,44,438,499,868,499,868,44,653,271,2023-06-21 13-50-42,IMGP1_2023-06-21_13-50-42,cam1,p1
118,0,181,0,523,183,523,183,181,91,352,2023-06-21 13-50-42,IMGP1_2023-06-21_13-50-42,cam1,p1
119,0,182,0,523,183,523,183,182,91,352,2023-06-21 14-00-42,IMGP1_2023-06-21_14-00-42,cam1,p1
120,0,184,0,523,184,523,184,184,92,353,2023-06-21 14-10-42,IMGP1_2023-06-21_14-10-42,cam1,p1
121,0,180,0,522,184,522,184,180,92,351,2023-06-21 14-20-42,IMGP1_2023-06-21_14-20-42,cam1,p1
122,0,183,0,523,183,523,183,183,91,353,2023-06-21 14-30-42,IMGP1_2023-06-21_14-30-42,cam1,p1
123,208,66,208,520,611,520,611,66,409,293,2023-06-21 14-40-42,IMGP1_2023-06-21_14-40-42,cam1,p1
124,0,185,0,523,183,523,183,185,91,354,2023-06-21 14-40-42,IMGP1_2023-06-21_14-40-42,cam1,p1
125,208,65,208,520,611,520,611,65,410,293,2023-06-21 14-50-42,IMGP1_2023-06-21_14-50-42,cam1,p1
126,0,181,0,524,183,524,183,181,91,352,2023-06-21 14-50-42,IMGP1_2023-06-21_14-50-42,cam1,p1
127,209,66,209,519,611,519,611,66,410,293,2023-06-21 15-00-42,IMGP1_2023-06-21_15-00-42,cam1,p1
128,0,180,0,523,183,523,183,180,92,352,2023-06-21 15-00-42,IMGP1_2023-06-21_15-00-42,cam1,p1
129,209,65,209,518,611,518,611,65,410,292,2023-06-21 15-10-42,IMGP1_2023-06-21_15-10-42,cam1,p1
130,0,162,0,523,183,523,183,162,91,342,2023-06-21 15-10-42,IMGP1_2023-06-21_15-10-42,cam1,p1
131,208,66,208,518,611,518,611,66,410,292,2023-06-21 15-20-42,IMGP1_2023-06-21_15-20-42,cam1,p1
132,0,174,0,522,184,522,184,174,92,348,2023-06-21 15-20-42,IMGP1_2023-06-21_15-20-42,cam1,p1
133,209,66,209,519,611,519,611,66,410,292,2023-06-21 15-30-43,IMGP1_2023-06-21_15-30-43,cam1,p1
134,0,164,0,523,184,523,184,164,92,344,2023-06-21 15-30-43,IMGP1_2023-06-21_15-30-43,cam1,p1
135,462,66,462,498,877,498,877,66,669,282,2023-06-21 15-40-43,IMGP1_2023-06-21_15-40-43,cam1,p1
136,208,66,208,520,586,520,586,66,397,293,2023-06-21 15-40-43,IMGP1_2023-06-21_15-40-43,cam1,p1
137,0,168,0,522,183,522,183,168,92,345,2023-06-21 15-40-43,IMGP1_2023-06-21_15-40-43,cam1,p1
138,209,66,209,519,611,519,611,66,410,292,2023-06-21 15-50-43,IMGP1_2023-06-21_15-50-43,cam1,p1
139,0,194,0,522,183,522,183,194,92,358,2023-06-21 15-50-43,IMGP1_2023-06-21_15-50-43,cam1,p1
140,209,65,209,519,611,519,611,65,410,292,2023-06-21 16-00-43,IMGP1_2023-06-21_16-00-43,cam1,p1
141,0,163,0,524,184,524,184,163,92,343,2023-06-21 16-00-43,IMGP1_2023-06-21_16-00-43,cam1,p1
142,1484,1,1484,489,1833,489,1833,1,1659,245,2023-06-21 16-00-43,IMGP1_2023-06-21_16-00-43,cam1,p1
143,1081,1,1081,556,1505,556,1505,1,1293,279,2023-06-21 16-10-43,IMGP1_2023-06-21_16-10-43,cam1,p1
144,209,66,209,518,612,518,612,66,410,292,2023-06-21 16-10-43,IMGP1_2023-06-21_16-10-43,cam1,p1
145,1485,0,1485,490,1833,490,1833,0,1659,245,2023-06-21 16-10-43,IMGP1_2023-06-21_16-10-43,cam1,p1
146,0,160,0,523,183,523,183,160,92,342,2023-06-21 16-10-43,IMGP1_2023-06-21_16-10-43,cam1,p1
147,1080,1,1080,557,1505,557,1505,1,1292,279,2023-06-21 16-20-43,IMGP1_2023-06-21_16-20-43,cam1,p1
148,209,66,209,519,611,519,611,66,410,293,2023-06-21 16-20-43,IMGP1_2023-06-21_16-20-43,cam1,p1
149,0,161,0,523,183,523,183,161,91,342,2023-06-21 16-20-43,IMGP1_2023-06-21_16-20-43,cam1,p1
150,1486,0,1486,490,1833,490,1833,0,1659,245,2023-06-21 16-20-43,IMGP1_2023-06-21_16-20-43,cam1,p1
151,1081,1,1081,559,1504,559,1504,1,1293,280,2023-06-21 16-30-43,IMGP1_2023-06-21_16-30-43,cam1,p1
152,210,67,210,521,612,521,612,67,411,294,2023-06-21 16-30-43,IMGP1_2023-06-21_16-30-43,cam1,p1
153,0,163,0,527,185,527,185,163,92,345,2023-06-21 16-30-43,IMGP1_2023-06-21_16-30-43,cam1,p1
154,1486,0,1486,493,1833,493,1833,0,1660,247,2023-06-21 16-30-43,IMGP1_2023-06-21_16-30-43,cam1,p1
155,1081,1,1081,557,1506,557,1506,1,1293,279,2023-06-21 16-40-43,IMGP1_2023-06-21_16-40-43,cam1,p1
156,209,66,209,520,611,520,611,66,410,293,2023-06-21 16-40-43,IMGP1_2023-06-21_16-40-43,cam1,p1
157,1486,0,1486,492,1833,492,1833,0,1660,246,2023-06-21 16-40-43,IMGP1_2023-06-21_16-40-43,cam1,p1
158,0,160,0,525,182,525,182,160,91,343,2023-06-21 16-40-43,IMGP1_2023-06-21_16-40-43,cam1,p1
159,1081,1,1081,558,1503,558,1503,1,1292,279,2023-06-21 16-50-43,IMGP1_2023-06-21_16-50-43,cam1,p1
160,448,94,448,524,860,524,860,94,654,309,2023-06-21 16-50-43,IMGP1_2023-06-21_16-50-43,cam1,p1
161,210,65,210,522,592,522,592,65,401,293,2023-06-21 16-50-43,IMGP1_2023-06-21_16-50-43,cam1,p1
162,0,168,0,525,183,525,183,168,91,346,2023-06-21 16-50-43,IMGP1_2023-06-21_16-50-43,cam1,p1
163,1486,0,1486,492,1833,492,1833,0,1659,246,2023-06-21 16-50-43,IMGP1_2023-06-21_16-50-43,cam1,p1
164,1079,1,1079,557,1503,557,1503,1,1291,279,2023-06-21 17-00-43,IMGP1_2023-06-21_17-00-43,cam1,p1
165,448,95,448,523,859,523,859,95,653,309,2023-06-21 17-00-43,IMGP1_2023-06-21_17-00-43,cam1,p1
166,212,65,212,522,593,522,593,65,403,294,2023-06-21 17-00-43,IMGP1_2023-06-21_17-00-43,cam1,p1
167,1486,0,1486,492,1833,492,1833,0,1659,246,2023-06-21 17-00-43,IMGP1_2023-06-21_17-00-43,cam1,p1
168,0,158,0,333,85,333,85,158,42,246,2023-06-21 17-00-43,IMGP1_2023-06-21_17-00-43,cam1,p1
169,20,148,20,512,390,512,390,148,205,330,2023-06-22 08-49-04,IMGP1_2023-06-22_08-49-04,cam1,p1
170,422,37,422,522,839,522,839,37,631,279,2023-06-22 08-49-04,IMGP1_2023-06-22_08-49-04,cam1,p1
171,722,16,722,505,1168,505,1168,16,945,260,2023-06-22 08-49-04,IMGP1_2023-06-22_08-49-04,cam1,p1
172,0,168,0,332,80,332,80,168,40,250,2023-06-22 08-49-04,IMGP1_2023-06-22_08-49-04,cam1,p1
173,19,147,19,512,390,512,390,147,204,330,2023-06-22 08-50-04,IMGP1_2023-06-22_08-50-04,cam1,p1
174,422,41,422,522,842,522,842,41,632,281,2023-06-22 08-50-04,IMGP1_2023-06-22_08-50-04,cam1,p1
175,722,16,722,505,1168,505,1168,16,945,260,2023-06-22 08-50-04,IMGP1_2023-06-22_08-50-04,cam1,p1
176,0,168,0,334,79,334,79,168,39,251,2023-06-22 08-50-04,IMGP1_2023-06-22_08-50-04,cam1,p1
177,19,151,19,512,389,512,389,151,204,331,2023-06-22 08-51-04,IMGP1_2023-06-22_08-51-04,cam1,p1
178,421,37,421,521,840,521,840,37,631,279,2023-06-22 08-51-04,IMGP1_2023-06-22_08-51-04,cam1,p1
179,721,16,721,506,1168,506,1168,16,945,261,2023-06-22 08-51-04,IMGP1_2023-06-22_08-51-04,cam1,p1
180,0,167,0,335,80,335,80,167,40,251,2023-06-22 08-51-04,IMGP1_2023-06-22_08-51-04,cam1,p1
181,421,38,421,522,839,522,839,38,630,280,2023-06-22 09-07-04,IMGP1_2023-06-22_09-07-04,cam1,p1
182,722,15,722,504,1167,504,1167,15,945,260,2023-06-22 09-07-04,IMGP1_2023-06-22_09-07-04,cam1,p1
183,0,166,0,333,94,333,94,166,47,250,2023-06-22 09-07-04,IMGP1_2023-06-22_09-07-04,cam1,p1
184,421,36,421,521,841,521,841,36,631,279,2023-06-22 09-08-04,IMGP1_2023-06-22_09-08-04,cam1,p1
185,721,15,721,504,1168,504,1168,15,945,260,2023-06-22 09-08-04,IMGP1_2023-06-22_09-08-04,cam1,p1
186,0,167,0,333,100,333,100,167,50,250,2023-06-22 09-08-04,IMGP1_2023-06-22_09-08-04,cam1,p1
187,421,37,421,519,841,519,841,37,631,278,2023-06-22 09-09-04,IMGP1_2023-06-22_09-09-04,cam1,p1
188,721,15,721,504,1168,504,1168,15,945,260,2023-06-22 09-09-04,IMGP1_2023-06-22_09-09-04,cam1,p1
189,0,167,0,335,76,335,76,167,38,251,2023-06-22 09-09-04,IMGP1_2023-06-22_09-09-04,cam1,p1
190,421,36,421,520,840,520,840,36,631,278,2023-06-22 09-10-04,IMGP1_2023-06-22_09-10-04,cam1,p1
191,721,14,721,504,1167,504,1167,14,944,259,2023-06-22 09-10-04,IMGP1_2023-06-22_09-10-04,cam1,p1
192,0,167,0,333,76,333,76,167,38,250,2023-06-22 09-10-04,IMGP1_2023-06-22_09-10-04,cam1,p1
193,421,36,421,520,843,520,843,36,632,278,2023-06-22 09-11-04,IMGP1_2023-06-22_09-11-04,cam1,p1
194,721,14,721,505,1168,505,1168,14,944,259,2023-06-22 09-11-04,IMGP1_2023-06-22_09-11-04,cam1,p1
195,0,166,0,334,76,334,76,166,38,250,2023-06-22 09-11-04,IMGP1_2023-06-22_09-11-04,cam1,p1
196,421,34,421,521,841,521,841,34,631,278,2023-06-22 09-12-04,IMGP1_2023-06-22_09-12-04,cam1,p1
197,721,15,721,505,1167,505,1167,15,944,260,2023-06-22 09-12-04,IMGP1_2023-06-22_09-12-04,cam1,p1
198,0,167,0,334,77,334,77,167,38,250,2023-06-22 09-12-04,IMGP1_2023-06-22_09-12-04,cam1,p1
199,421,35,421,520,841,520,841,35,631,277,2023-06-22 09-13-04,IMGP1_2023-06-22_09-13-04,cam1,p1
200,721,15,721,504,1168,504,1168,15,945,259,2023-06-22 09-13-04,IMGP1_2023-06-22_09-13-04,cam1,p1
201,0,166,0,334,97,334,97,166,48,250,2023-06-22 09-13-04,IMGP1_2023-06-22_09-13-04,cam1,p1
202,421,35,421,521,843,521,843,35,632,278,2023-06-22 09-14-05,IMGP1_2023-06-22_09-14-05,cam1,p1
203,722,14,722,505,1168,505,1168,14,945,259,2023-06-22 09-14-05,IMGP1_2023-06-22_09-14-05,cam1,p1
204,0,167,0,334,103,334,103,167,51,251,2023-06-22 09-14-05,IMGP1_2023-06-22_09-14-05,cam1,p1
205,196,126,196,520,541,520,541,126,369,323,2023-06-22 09-15-05,IMGP1_2023-06-22_09-15-05,cam1,p1
206,422,38,422,523,838,523,838,38,630,281,2023-06-22 09-15-05,IMGP1_2023-06-22_09-15-05,cam1,p1
207,721,15,721,505,1168,505,1168,15,945,260,2023-06-22 09-15-05,IMGP1_2023-06-22_09-15-05,cam1,p1
208,0,167,0,334,86,334,86,167,43,250,2023-06-22 09-15-05,IMGP1_2023-06-22_09-15-05,cam1,p1
209,194,125,194,522,537,522,537,125,366,324,2023-06-22 09-16-05,IMGP1_2023-06-22_09-16-05,cam1,p1
210,421,37,421,522,842,522,842,37,632,280,2023-06-22 09-16-05,IMGP1_2023-06-22_09-16-05,cam1,p1
211,1488,24,1488,573,1850,573,1850,24,1669,299,2023-06-22 09-16-05,IMGP1_2023-06-22_09-16-05,cam1,p1
212,722,16,722,505,1168,505,1168,16,945,260,2023-06-22 09-16-05,IMGP1_2023-06-22_09-16-05,cam1,p1
213,0,168,0,333,80,333,80,168,40,250,2023-06-22 09-16-05,IMGP1_2023-06-22_09-16-05,cam1,p1
214,194,126,194,521,542,521,542,126,368,323,2023-06-22 09-17-05,IMGP1_2023-06-22_09-17-05,cam1,p1
215,421,36,421,522,842,522,842,36,631,279,2023-06-22 09-17-05,IMGP1_2023-06-22_09-17-05,cam1,p1
216,1508,0,1508,487,1856,487,1856,0,1682,244,2023-06-22 09-17-05,IMGP1_2023-06-22_09-17-05,cam1,p1
217,0,167,0,332,78,332,78,167,39,250,2023-06-22 09-17-05,IMGP1_2023-06-22_09-17-05,cam1,p1
218,722,15,722,505,1168,505,1168,15,945,260,2023-06-22 09-17-05,IMGP1_2023-06-22_09-17-05,cam1,p1
219,195,125,195,520,542,520,542,125,368,322,2023-06-22 09-18-05,IMGP1_2023-06-22_09-18-05,cam1,p1
220,422,37,422,522,837,522,837,37,629,279,2023-06-22 09-18-05,IMGP1_2023-06-22_09-18-05,cam1,p1
221,722,15,722,505,1168,505,1168,15,945,260,2023-06-22 09-18-05,IMGP1_2023-06-22_09-18-05,cam1,p1
222,1508,0,1508,487,1856,487,1856,0,1682,244,2023-06-22 09-18-05,IMGP1_2023-06-22_09-18-05,cam1,p1
