ID,x1,y1,x2,y2,x3,y3,x4,y4,x_centroide,y_centroide,fecha_hora,nom_img,camara,posicion_camara
0,814,163,814,568,1231,568,1231,163,1023,366,2023-06-21 09-00-49,IMGP2_2023-06-21_09-00-49,cam2,p2
1,1039,202,1039,640,1485,640,1485,202,1262,421,2023-06-21 09-00-49,IMGP2_2023-06-21_09-00-49,cam2,p2
2,1406,129,1406,619,1819,619,1819,129,1612,374,2023-06-21 09-00-49,IMGP2_2023-06-21_09-00-49,cam2,p2
3,538,157,538,570,1006,570,1006,157,772,363,2023-06-21 09-00-49,IMGP2_2023-06-21_09-00-49,cam2,p2
4,228,183,228,536,596,536,596,183,412,360,2023-06-21 09-00-49,IMGP2_2023-06-21_09-00-49,cam2,p2
5,0,246,0,508,219,508,219,246,109,377,2023-06-21 09-00-49,IMGP2_2023-06-21_09-00-49,cam2,p2
6,430,222,430,507,754,507,754,222,592,365,2023-06-21 09-00-49,IMGP2_2023-06-21_09-00-49,cam2,p2
7,1805,173,1805,665,1919,665,1919,173,1862,419,2023-06-21 09-00-49,IMGP2_2023-06-21_09-00-49,cam2,p2
8,814,163,814,568,1231,568,1231,163,1023,366,2023-06-21 09-10-49,IMGP2_2023-06-21_09-10-49,cam2,p2
9,1039,203,1039,641,1482,641,1482,203,1261,422,2023-06-21 09-10-49,IMGP2_2023-06-21_09-10-49,cam2,p2
10,1406,130,1406,619,1818,619,1818,130,1612,374,2023-06-21 09-10-49,IMGP2_2023-06-21_09-10-49,cam2,p2
11,228,183,228,536,596,536,596,183,412,359,2023-06-21 09-10-49,IMGP2_2023-06-21_09-10-49,cam2,p2
12,537,157,537,570,1013,570,1013,157,775,364,2023-06-21 09-10-49,IMGP2_2023-06-21_09-10-49,cam2,p2
13,0,233,0,509,235,509,235,233,118,371,2023-06-21 09-10-49,IMGP2_2023-06-21_09-10-49,cam2,p2
14,429,222,429,507,753,507,753,222,591,365,2023-06-21 09-10-49,IMGP2_2023-06-21_09-10-49,cam2,p2
15,1805,173,1805,666,1919,666,1919,173,1862,419,2023-06-21 09-10-49,IMGP2_2023-06-21_09-10-49,cam2,p2
16,1039,204,1039,642,1483,642,1483,204,1261,423,2023-06-21 09-20-49,IMGP2_2023-06-21_09-20-49,cam2,p2
17,815,163,815,569,1231,569,1231,163,1023,366,2023-06-21 09-20-49,IMGP2_2023-06-21_09-20-49,cam2,p2
18,1406,130,1406,619,1819,619,1819,130,1613,375,2023-06-21 09-20-49,IMGP2_2023-06-21_09-20-49,cam2,p2
19,229,184,229,536,597,536,597,184,413,360,2023-06-21 09-20-49,IMGP2_2023-06-21_09-20-49,cam2,p2
20,0,234,0,510,236,510,236,234,118,372,2023-06-21 09-20-49,IMGP2_2023-06-21_09-20-49,cam2,p2
21,538,158,538,571,1007,571,1007,158,772,364,2023-06-21 09-20-49,IMGP2_2023-06-21_09-20-49,cam2,p2
22,430,223,430,508,754,508,754,223,592,365,2023-06-21 09-20-49,IMGP2_2023-06-21_09-20-49,cam2,p2
23,1805,175,1805,665,1919,665,1919,175,1862,420,2023-06-21 09-20-49,IMGP2_2023-06-21_09-20-49,cam2,p2
24,815,163,815,569,1232,569,1232,163,1023,366,2023-06-21 09-30-49,IMGP2_2023-06-21_09-30-49,cam2,p2
25,1039,202,1039,641,1485,641,1485,202,1262,421,2023-06-21 09-30-49,IMGP2_2023-06-21_09-30-49,cam2,p2
26,1407,130,1407,619,1819,619,1819,130,1613,374,2023-06-21 09-30-49,IMGP2_2023-06-21_09-30-49,cam2,p2
27,0,234,0,510,235,510,235,234,117,372,2023-06-21 09-30-49,IMGP2_2023-06-21_09-30-49,cam2,p2
28,230,184,230,524,597,524,597,184,414,354,2023-06-21 09-30-49,IMGP2_2023-06-21_09-30-49,cam2,p2
29,539,157,539,571,1006,571,1006,157,772,364,2023-06-21 09-30-49,IMGP2_2023-06-21_09-30-49,cam2,p2
30,430,223,430,507,752,507,752,223,591,365,2023-06-21 09-30-49,IMGP2_2023-06-21_09-30-49,cam2,p2
31,119,227,119,519,391,519,391,227,255,373,2023-06-21 09-30-49,IMGP2_2023-06-21_09-30-49,cam2,p2
32,1805,172,1805,665,1919,665,1919,172,1862,419,2023-06-21 09-30-49,IMGP2_2023-06-21_09-30-49,cam2,p2
33,814,163,814,569,1231,569,1231,163,1023,366,2023-06-21 09-40-49,IMGP2_2023-06-21_09-40-49,cam2,p2
34,1039,202,1039,641,1483,641,1483,202,1261,421,2023-06-21 09-40-49,IMGP2_2023-06-21_09-40-49,cam2,p2
35,1406,129,1406,619,1818,619,1818,129,1612,374,2023-06-21 09-40-49,IMGP2_2023-06-21_09-40-49,cam2,p2
36,229,182,229,535,596,535,596,182,412,359,2023-06-21 09-40-49,IMGP2_2023-06-21_09-40-49,cam2,p2
37,537,157,537,570,1008,570,1008,157,772,364,2023-06-21 09-40-49,IMGP2_2023-06-21_09-40-49,cam2,p2
38,429,222,429,507,754,507,754,222,592,365,2023-06-21 09-40-49,IMGP2_2023-06-21_09-40-49,cam2,p2
39,117,227,117,518,391,518,391,227,254,372,2023-06-21 09-40-49,IMGP2_2023-06-21_09-40-49,cam2,p2
40,1805,172,1805,666,1919,666,1919,172,1862,419,2023-06-21 09-40-49,IMGP2_2023-06-21_09-40-49,cam2,p2
41,0,219,0,508,285,508,285,219,142,363,2023-06-21 09-40-49,IMGP2_2023-06-21_09-40-49,cam2,p2
42,1039,203,1039,642,1481,642,1481,203,1260,422,2023-06-21 09-50-49,IMGP2_2023-06-21_09-50-49,cam2,p2
43,815,164,815,569,1231,569,1231,164,1023,367,2023-06-21 09-50-49,IMGP2_2023-06-21_09-50-49,cam2,p2
44,1407,130,1407,619,1819,619,1819,130,1613,375,2023-06-21 09-50-49,IMGP2_2023-06-21_09-50-49,cam2,p2
45,538,158,538,571,1007,571,1007,158,773,365,2023-06-21 09-50-49,IMGP2_2023-06-21_09-50-49,cam2,p2
46,230,183,230,536,596,536,596,183,413,360,2023-06-21 09-50-49,IMGP2_2023-06-21_09-50-49,cam2,p2
47,430,223,430,508,754,508,754,223,592,365,2023-06-21 09-50-49,IMGP2_2023-06-21_09-50-49,cam2,p2
48,1805,173,1805,666,1919,666,1919,173,1862,419,2023-06-21 09-50-49,IMGP2_2023-06-21_09-50-49,cam2,p2
49,0,221,0,509,286,509,286,221,143,365,2023-06-21 09-50-49,IMGP2_2023-06-21_09-50-49,cam2,p2
50,119,228,119,520,392,520,392,228,255,374,2023-06-21 09-50-49,IMGP2_2023-06-21_09-50-49,cam2,p2
51,814,163,814,569,1232,569,1232,163,1023,366,2023-06-21 10-00-49,IMGP2_2023-06-21_10-00-49,cam2,p2
52,1039,202,1039,642,1485,642,1485,202,1262,422,2023-06-21 10-00-49,IMGP2_2023-06-21_10-00-49,cam2,p2
53,1407,130,1407,619,1820,619,1820,130,1613,374,2023-06-21 10-00-49,IMGP2_2023-06-21_10-00-49,cam2,p2
54,230,183,230,536,596,536,596,183,413,359,2023-06-21 10-00-49,IMGP2_2023-06-21_10-00-49,cam2,p2
55,539,157,539,570,1013,570,1013,157,776,363,2023-06-21 10-00-49,IMGP2_2023-06-21_10-00-49,cam2,p2
56,431,223,431,508,754,508,754,223,592,365,2023-06-21 10-00-49,IMGP2_2023-06-21_10-00-49,cam2,p2
57,1805,173,1805,665,1919,665,1919,173,1862,419,2023-06-21 10-00-49,IMGP2_2023-06-21_10-00-49,cam2,p2
58,118,228,118,518,391,518,391,228,255,373,2023-06-21 10-00-49,IMGP2_2023-06-21_10-00-49,cam2,p2
59,0,220,0,508,287,508,287,220,143,364,2023-06-21 10-00-49,IMGP2_2023-06-21_10-00-49,cam2,p2
60,1039,202,1039,643,1484,643,1484,202,1262,422,2023-06-21 10-10-49,IMGP2_2023-06-21_10-10-49,cam2,p2
61,815,163,815,569,1231,569,1231,163,1023,366,2023-06-21 10-10-49,IMGP2_2023-06-21_10-10-49,cam2,p2
62,1407,130,1407,619,1819,619,1819,130,1613,374,2023-06-21 10-10-49,IMGP2_2023-06-21_10-10-49,cam2,p2
63,538,157,538,570,1009,570,1009,157,773,364,2023-06-21 10-10-49,IMGP2_2023-06-21_10-10-49,cam2,p2
64,230,183,230,536,597,536,597,183,413,360,2023-06-21 10-10-49,IMGP2_2023-06-21_10-10-49,cam2,p2
65,430,223,430,508,753,508,753,223,591,365,2023-06-21 10-10-49,IMGP2_2023-06-21_10-10-49,cam2,p2
66,1805,172,1805,665,1919,665,1919,172,1862,419,2023-06-21 10-10-49,IMGP2_2023-06-21_10-10-49,cam2,p2
67,0,220,0,509,286,509,286,220,143,364,2023-06-21 10-10-49,IMGP2_2023-06-21_10-10-49,cam2,p2
68,119,227,119,518,391,518,391,227,255,373,2023-06-21 10-10-49,IMGP2_2023-06-21_10-10-49,cam2,p2
69,814,162,814,569,1230,569,1230,162,1022,366,2023-06-21 10-20-49,IMGP2_2023-06-21_10-20-49,cam2,p2
70,1038,202,1038,641,1483,641,1483,202,1261,422,2023-06-21 10-20-49,IMGP2_2023-06-21_10-20-49,cam2,p2
71,1405,130,1405,619,1819,619,1819,130,1612,374,2023-06-21 10-20-49,IMGP2_2023-06-21_10-20-49,cam2,p2
72,537,157,537,569,1009,569,1009,157,773,363,2023-06-21 10-20-49,IMGP2_2023-06-21_10-20-49,cam2,p2
73,229,181,229,537,596,537,596,181,412,359,2023-06-21 10-20-49,IMGP2_2023-06-21_10-20-49,cam2,p2
74,429,222,429,508,755,508,755,222,592,365,2023-06-21 10-20-49,IMGP2_2023-06-21_10-20-49,cam2,p2
75,1804,169,1804,666,1919,666,1919,169,1862,417,2023-06-21 10-20-49,IMGP2_2023-06-21_10-20-49,cam2,p2
76,117,227,117,518,389,518,389,227,253,373,2023-06-21 10-20-49,IMGP2_2023-06-21_10-20-49,cam2,p2
77,0,219,0,510,286,510,286,219,143,365,2023-06-21 10-20-49,IMGP2_2023-06-21_10-20-49,cam2,p2
78,815,163,815,570,1231,570,1231,163,1023,367,2023-06-21 10-30-50,IMGP2_2023-06-21_10-30-50,cam2,p2
79,1040,203,1040,644,1484,644,1484,203,1262,423,2023-06-21 10-30-50,IMGP2_2023-06-21_10-30-50,cam2,p2
80,1407,130,1407,620,1820,620,1820,130,1614,375,2023-06-21 10-30-50,IMGP2_2023-06-21_10-30-50,cam2,p2
81,230,183,230,537,596,537,596,183,413,360,2023-06-21 10-30-50,IMGP2_2023-06-21_10-30-50,cam2,p2
82,539,158,539,571,1014,571,1014,158,777,364,2023-06-21 10-30-50,IMGP2_2023-06-21_10-30-50,cam2,p2
83,430,223,430,508,754,508,754,223,592,365,2023-06-21 10-30-50,IMGP2_2023-06-21_10-30-50,cam2,p2
84,119,227,119,520,391,520,391,227,255,373,2023-06-21 10-30-50,IMGP2_2023-06-21_10-30-50,cam2,p2
85,1805,173,1805,666,1919,666,1919,173,1862,420,2023-06-21 10-30-50,IMGP2_2023-06-21_10-30-50,cam2,p2
86,0,222,0,509,287,509,287,222,143,365,2023-06-21 10-30-50,IMGP2_2023-06-21_10-30-50,cam2,p2
87,814,163,814,570,1231,570,1231,163,1023,366,2023-06-21 10-40-50,IMGP2_2023-06-21_10-40-50,cam2,p2
88,229,183,229,537,597,537,597,183,413,360,2023-06-21 10-40-50,IMGP2_2023-06-21_10-40-50,cam2,p2
89,1039,203,1039,643,1483,643,1483,203,1261,423,2023-06-21 10-40-50,IMGP2_2023-06-21_10-40-50,cam2,p2
90,1406,130,1406,619,1819,619,1819,130,1612,375,2023-06-21 10-40-50,IMGP2_2023-06-21_10-40-50,cam2,p2
91,538,156,538,571,1011,571,1011,156,775,364,2023-06-21 10-40-50,IMGP2_2023-06-21_10-40-50,cam2,p2
92,430,222,430,508,753,508,753,222,592,365,2023-06-21 10-40-50,IMGP2_2023-06-21_10-40-50,cam2,p2
93,117,226,117,519,389,519,389,226,253,373,2023-06-21 10-40-50,IMGP2_2023-06-21_10-40-50,cam2,p2
94,1805,173,1805,666,1919,666,1919,173,1862,420,2023-06-21 10-40-50,IMGP2_2023-06-21_10-40-50,cam2,p2
95,0,219,0,509,286,509,286,219,143,364,2023-06-21 10-40-50,IMGP2_2023-06-21_10-40-50,cam2,p2
96,1039,202,1039,642,1485,642,1485,202,1262,422,2023-06-21 10-50-50,IMGP2_2023-06-21_10-50-50,cam2,p2
97,814,163,814,568,1231,568,1231,163,1022,366,2023-06-21 10-50-50,IMGP2_2023-06-21_10-50-50,cam2,p2
98,1406,129,1406,619,1819,619,1819,129,1612,374,2023-06-21 10-50-50,IMGP2_2023-06-21_10-50-50,cam2,p2
99,230,182,230,537,597,537,597,182,413,359,2023-06-21 10-50-50,IMGP2_2023-06-21_10-50-50,cam2,p2
100,537,155,537,570,1006,570,1006,155,771,363,2023-06-21 10-50-50,IMGP2_2023-06-21_10-50-50,cam2,p2
101,430,222,430,507,755,507,755,222,592,365,2023-06-21 10-50-50,IMGP2_2023-06-21_10-50-50,cam2,p2
102,117,227,117,518,390,518,390,227,254,372,2023-06-21 10-50-50,IMGP2_2023-06-21_10-50-50,cam2,p2
103,1805,173,1805,666,1919,666,1919,173,1862,419,2023-06-21 10-50-50,IMGP2_2023-06-21_10-50-50,cam2,p2
104,0,218,0,508,286,508,286,218,143,363,2023-06-21 10-50-50,IMGP2_2023-06-21_10-50-50,cam2,p2
105,1039,204,1039,643,1483,643,1483,204,1261,423,2023-06-21 11-00-50,IMGP2_2023-06-21_11-00-50,cam2,p2
106,815,163,815,570,1231,570,1231,163,1023,366,2023-06-21 11-00-50,IMGP2_2023-06-21_11-00-50,cam2,p2
107,1407,130,1407,619,1820,619,1820,130,1613,375,2023-06-21 11-00-50,IMGP2_2023-06-21_11-00-50,cam2,p2
108,537,157,537,571,1013,571,1013,157,775,364,2023-06-21 11-00-50,IMGP2_2023-06-21_11-00-50,cam2,p2
109,229,183,229,536,596,536,596,183,413,359,2023-06-21 11-00-50,IMGP2_2023-06-21_11-00-50,cam2,p2
110,429,222,429,507,754,507,754,222,592,365,2023-06-21 11-00-50,IMGP2_2023-06-21_11-00-50,cam2,p2
111,118,226,118,519,389,519,389,226,254,373,2023-06-21 11-00-50,IMGP2_2023-06-21_11-00-50,cam2,p2
112,1805,174,1805,665,1919,665,1919,174,1862,420,2023-06-21 11-00-50,IMGP2_2023-06-21_11-00-50,cam2,p2
113,0,220,0,509,286,509,286,220,143,364,2023-06-21 11-00-50,IMGP2_2023-06-21_11-00-50,cam2,p2
114,1039,203,1039,642,1484,642,1484,203,1261,422,2023-06-21 11-10-50,IMGP2_2023-06-21_11-10-50,cam2,p2
115,815,163,815,569,1230,569,1230,163,1022,366,2023-06-21 11-10-50,IMGP2_2023-06-21_11-10-50,cam2,p2
116,1407,130,1407,619,1819,619,1819,130,1613,375,2023-06-21 11-10-50,IMGP2_2023-06-21_11-10-50,cam2,p2
117,229,182,229,536,596,536,596,182,413,359,2023-06-21 11-10-50,IMGP2_2023-06-21_11-10-50,cam2,p2
118,539,158,539,571,1008,571,1008,158,773,364,2023-06-21 11-10-50,IMGP2_2023-06-21_11-10-50,cam2,p2
119,430,223,430,507,755,507,755,223,593,365,2023-06-21 11-10-50,IMGP2_2023-06-21_11-10-50,cam2,p2
120,118,227,118,519,391,519,391,227,254,373,2023-06-21 11-10-50,IMGP2_2023-06-21_11-10-50,cam2,p2
121,0,220,0,509,286,509,286,220,143,364,2023-06-21 11-10-50,IMGP2_2023-06-21_11-10-50,cam2,p2
122,0,303,0,438,71,438,71,303,36,370,2023-06-21 11-10-50,IMGP2_2023-06-21_11-10-50,cam2,p2
123,1039,203,1039,643,1486,643,1486,203,1263,423,2023-06-21 11-20-50,IMGP2_2023-06-21_11-20-50,cam2,p2
124,815,163,815,570,1231,570,1231,163,1023,366,2023-06-21 11-20-50,IMGP2_2023-06-21_11-20-50,cam2,p2
125,1407,130,1407,619,1821,619,1821,130,1614,375,2023-06-21 11-20-50,IMGP2_2023-06-21_11-20-50,cam2,p2
126,230,183,230,536,597,536,597,183,413,360,2023-06-21 11-20-50,IMGP2_2023-06-21_11-20-50,cam2,p2
127,430,223,430,508,753,508,753,223,591,365,2023-06-21 11-20-50,IMGP2_2023-06-21_11-20-50,cam2,p2
128,539,157,539,571,1009,571,1009,157,774,364,2023-06-21 11-20-50,IMGP2_2023-06-21_11-20-50,cam2,p2
129,118,227,118,519,392,519,392,227,255,373,2023-06-21 11-20-50,IMGP2_2023-06-21_11-20-50,cam2,p2
130,0,220,0,509,286,509,286,220,143,365,2023-06-21 11-20-50,IMGP2_2023-06-21_11-20-50,cam2,p2
131,0,303,0,440,71,440,71,303,35,372,2023-06-21 11-20-50,IMGP2_2023-06-21_11-20-50,cam2,p2
132,1039,203,1039,642,1485,642,1485,203,1262,422,2023-06-21 11-30-50,IMGP2_2023-06-21_11-30-50,cam2,p2
133,814,163,814,569,1231,569,1231,163,1023,366,2023-06-21 11-30-50,IMGP2_2023-06-21_11-30-50,cam2,p2
134,1407,131,1407,619,1820,619,1820,131,1613,375,2023-06-21 11-30-50,IMGP2_2023-06-21_11-30-50,cam2,p2
135,229,184,229,535,597,535,597,184,413,359,2023-06-21 11-30-50,IMGP2_2023-06-21_11-30-50,cam2,p2
136,538,158,538,571,1013,571,1013,158,776,364,2023-06-21 11-30-50,IMGP2_2023-06-21_11-30-50,cam2,p2
137,430,223,430,508,755,508,755,223,593,365,2023-06-21 11-30-50,IMGP2_2023-06-21_11-30-50,cam2,p2
138,118,227,118,518,389,518,389,227,253,373,2023-06-21 11-30-50,IMGP2_2023-06-21_11-30-50,cam2,p2
139,0,221,0,507,286,507,286,221,143,364,2023-06-21 11-30-50,IMGP2_2023-06-21_11-30-50,cam2,p2
140,1039,202,1039,641,1485,641,1485,202,1262,422,2023-06-21 11-40-50,IMGP2_2023-06-21_11-40-50,cam2,p2
141,814,163,814,569,1231,569,1231,163,1023,366,2023-06-21 11-40-50,IMGP2_2023-06-21_11-40-50,cam2,p2
142,1406,131,1406,619,1820,619,1820,131,1613,375,2023-06-21 11-40-50,IMGP2_2023-06-21_11-40-50,cam2,p2
143,229,183,229,536,596,536,596,183,412,359,2023-06-21 11-40-50,IMGP2_2023-06-21_11-40-50,cam2,p2
144,538,157,538,570,1009,570,1009,157,774,364,2023-06-21 11-40-50,IMGP2_2023-06-21_11-40-50,cam2,p2
145,430,222,430,506,754,506,754,222,592,364,2023-06-21 11-40-50,IMGP2_2023-06-21_11-40-50,cam2,p2
146,118,227,118,519,390,519,390,227,254,373,2023-06-21 11-40-50,IMGP2_2023-06-21_11-40-50,cam2,p2
147,0,220,0,507,287,507,287,220,143,363,2023-06-21 11-40-50,IMGP2_2023-06-21_11-40-50,cam2,p2
148,430,221,430,508,778,508,778,221,604,365,2023-06-21 11-50-50,IMGP2_2023-06-21_11-50-50,cam2,p2
149,1039,203,1039,643,1483,643,1483,203,1261,423,2023-06-21 11-50-50,IMGP2_2023-06-21_11-50-50,cam2,p2
150,1406,130,1406,619,1820,619,1820,130,1613,374,2023-06-21 11-50-50,IMGP2_2023-06-21_11-50-50,cam2,p2
151,813,163,813,569,1231,569,1231,163,1022,366,2023-06-21 11-50-50,IMGP2_2023-06-21_11-50-50,cam2,p2
152,229,183,229,536,597,536,597,183,413,359,2023-06-21 11-50-50,IMGP2_2023-06-21_11-50-50,cam2,p2
153,118,227,118,517,390,517,390,227,254,372,2023-06-21 11-50-50,IMGP2_2023-06-21_11-50-50,cam2,p2
154,0,219,0,507,286,507,286,219,143,363,2023-06-21 11-50-50,IMGP2_2023-06-21_11-50-50,cam2,p2
155,814,162,814,568,1232,568,1232,162,1023,365,2023-06-21 12-00-50,IMGP2_2023-06-21_12-00-50,cam2,p2
156,1039,202,1039,642,1484,642,1484,202,1261,422,2023-06-21 12-00-50,IMGP2_2023-06-21_12-00-50,cam2,p2
157,580,196,580,565,974,565,974,196,777,381,2023-06-21 12-00-50,IMGP2_2023-06-21_12-00-50,cam2,p2
158,1407,130,1407,619,1819,619,1819,130,1613,375,2023-06-21 12-00-50,IMGP2_2023-06-21_12-00-50,cam2,p2
159,430,222,430,508,752,508,752,222,591,365,2023-06-21 12-00-50,IMGP2_2023-06-21_12-00-50,cam2,p2
160,229,182,229,536,596,536,596,182,413,359,2023-06-21 12-00-50,IMGP2_2023-06-21_12-00-50,cam2,p2
161,117,226,117,518,390,518,390,226,254,372,2023-06-21 12-00-50,IMGP2_2023-06-21_12-00-50,cam2,p2
162,0,220,0,507,286,507,286,220,143,364,2023-06-21 12-00-50,IMGP2_2023-06-21_12-00-50,cam2,p2
163,815,163,815,568,1232,568,1232,163,1023,365,2023-06-21 12-10-50,IMGP2_2023-06-21_12-10-50,cam2,p2
164,1040,203,1040,642,1485,642,1485,203,1263,422,2023-06-21 12-10-50,IMGP2_2023-06-21_12-10-50,cam2,p2
165,1407,130,1407,619,1821,619,1821,130,1614,375,2023-06-21 12-10-50,IMGP2_2023-06-21_12-10-50,cam2,p2
166,580,196,580,565,976,565,976,196,778,381,2023-06-21 12-10-50,IMGP2_2023-06-21_12-10-50,cam2,p2
167,431,222,431,508,752,508,752,222,591,365,2023-06-21 12-10-50,IMGP2_2023-06-21_12-10-50,cam2,p2
168,230,183,230,535,597,535,597,183,414,359,2023-06-21 12-10-50,IMGP2_2023-06-21_12-10-50,cam2,p2
169,119,227,119,519,392,519,392,227,255,373,2023-06-21 12-10-50,IMGP2_2023-06-21_12-10-50,cam2,p2
170,0,220,0,507,287,507,287,220,143,364,2023-06-21 12-10-50,IMGP2_2023-06-21_12-10-50,cam2,p2
171,814,163,814,568,1232,568,1232,163,1023,366,2023-06-21 12-20-50,IMGP2_2023-06-21_12-20-50,cam2,p2
172,1038,203,1038,643,1483,643,1483,203,1260,423,2023-06-21 12-20-50,IMGP2_2023-06-21_12-20-50,cam2,p2
173,1405,131,1405,620,1818,620,1818,131,1612,376,2023-06-21 12-20-50,IMGP2_2023-06-21_12-20-50,cam2,p2
174,579,196,579,566,975,566,975,196,777,381,2023-06-21 12-20-50,IMGP2_2023-06-21_12-20-50,cam2,p2
175,428,222,428,507,751,507,751,222,589,365,2023-06-21 12-20-50,IMGP2_2023-06-21_12-20-50,cam2,p2
176,229,183,229,536,595,536,595,183,412,360,2023-06-21 12-20-50,IMGP2_2023-06-21_12-20-50,cam2,p2
177,0,220,0,507,285,507,285,220,142,363,2023-06-21 12-20-50,IMGP2_2023-06-21_12-20-50,cam2,p2
178,117,226,117,518,391,518,391,226,254,372,2023-06-21 12-20-50,IMGP2_2023-06-21_12-20-50,cam2,p2
179,815,163,815,569,1232,569,1232,163,1023,366,2023-06-21 12-30-50,IMGP2_2023-06-21_12-30-50,cam2,p2
180,1040,203,1040,642,1485,642,1485,203,1262,423,2023-06-21 12-30-50,IMGP2_2023-06-21_12-30-50,cam2,p2
181,1407,131,1407,620,1820,620,1820,131,1614,375,2023-06-21 12-30-50,IMGP2_2023-06-21_12-30-50,cam2,p2
182,581,196,581,566,976,566,976,196,778,381,2023-06-21 12-30-50,IMGP2_2023-06-21_12-30-50,cam2,p2
183,431,223,431,509,752,509,752,223,592,366,2023-06-21 12-30-50,IMGP2_2023-06-21_12-30-50,cam2,p2
184,229,184,229,537,598,537,598,184,414,361,2023-06-21 12-30-50,IMGP2_2023-06-21_12-30-50,cam2,p2
185,0,222,0,509,327,509,327,222,163,365,2023-06-21 12-30-50,IMGP2_2023-06-21_12-30-50,cam2,p2
186,815,162,815,568,1232,568,1232,162,1023,365,2023-06-21 12-40-51,IMGP2_2023-06-21_12-40-51,cam2,p2
187,1039,202,1039,642,1484,642,1484,202,1262,422,2023-06-21 12-40-51,IMGP2_2023-06-21_12-40-51,cam2,p2
188,580,196,580,566,976,566,976,196,778,381,2023-06-21 12-40-51,IMGP2_2023-06-21_12-40-51,cam2,p2
189,1407,131,1407,619,1820,619,1820,131,1614,375,2023-06-21 12-40-51,IMGP2_2023-06-21_12-40-51,cam2,p2
190,430,222,430,508,752,508,752,222,591,365,2023-06-21 12-40-51,IMGP2_2023-06-21_12-40-51,cam2,p2
191,230,184,230,536,597,536,597,184,414,360,2023-06-21 12-40-51,IMGP2_2023-06-21_12-40-51,cam2,p2
192,0,220,0,508,328,508,328,220,164,364,2023-06-21 12-40-51,IMGP2_2023-06-21_12-40-51,cam2,p2
193,815,162,815,568,1232,568,1232,162,1023,365,2023-06-21 12-50-51,IMGP2_2023-06-21_12-50-51,cam2,p2
194,1040,202,1040,642,1481,642,1481,202,1260,422,2023-06-21 12-50-51,IMGP2_2023-06-21_12-50-51,cam2,p2
195,1407,131,1407,619,1821,619,1821,131,1614,375,2023-06-21 12-50-51,IMGP2_2023-06-21_12-50-51,cam2,p2
196,580,197,580,566,975,566,975,197,778,381,2023-06-21 12-50-51,IMGP2_2023-06-21_12-50-51,cam2,p2
197,431,223,431,509,752,509,752,223,591,366,2023-06-21 12-50-51,IMGP2_2023-06-21_12-50-51,cam2,p2
198,229,184,229,537,598,537,598,184,414,360,2023-06-21 12-50-51,IMGP2_2023-06-21_12-50-51,cam2,p2
199,0,221,0,508,327,508,327,221,163,365,2023-06-21 12-50-51,IMGP2_2023-06-21_12-50-51,cam2,p2
200,814,162,814,568,1231,568,1231,162,1023,365,2023-06-21 13-00-51,IMGP2_2023-06-21_13-00-51,cam2,p2
201,1040,203,1040,642,1484,642,1484,203,1262,422,2023-06-21 13-00-51,IMGP2_2023-06-21_13-00-51,cam2,p2
202,581,197,581,566,976,566,976,197,779,382,2023-06-21 13-00-51,IMGP2_2023-06-21_13-00-51,cam2,p2
203,1407,130,1407,619,1820,619,1820,130,1614,375,2023-06-21 13-00-51,IMGP2_2023-06-21_13-00-51,cam2,p2
204,430,223,430,508,752,508,752,223,591,365,2023-06-21 13-00-51,IMGP2_2023-06-21_13-00-51,cam2,p2
205,229,184,229,537,597,537,597,184,413,361,2023-06-21 13-00-51,IMGP2_2023-06-21_13-00-51,cam2,p2
206,0,220,0,508,327,508,327,220,163,364,2023-06-21 13-00-51,IMGP2_2023-06-21_13-00-51,cam2,p2
207,814,164,814,570,1240,570,1240,164,1027,367,2023-06-21 13-10-51,IMGP2_2023-06-21_13-10-51,cam2,p2
208,430,224,430,509,779,509,779,224,604,366,2023-06-21 13-10-51,IMGP2_2023-06-21_13-10-51,cam2,p2
209,431,223,431,508,780,508,780,223,606,366,2023-06-21 13-20-51,IMGP2_2023-06-21_13-20-51,cam2,p2
210,430,223,430,508,779,508,779,223,605,365,2023-06-21 13-30-51,IMGP2_2023-06-21_13-30-51,cam2,p2
211,431,223,431,508,779,508,779,223,605,366,2023-06-21 13-40-51,IMGP2_2023-06-21_13-40-51,cam2,p2
212,431,223,431,508,779,508,779,223,605,366,2023-06-21 13-50-51,IMGP2_2023-06-21_13-50-51,cam2,p2
213,430,223,430,508,781,508,781,223,606,366,2023-06-21 14-00-51,IMGP2_2023-06-21_14-00-51,cam2,p2
214,430,223,430,508,779,508,779,223,604,366,2023-06-21 14-10-51,IMGP2_2023-06-21_14-10-51,cam2,p2
215,0,244,0,504,194,504,194,244,97,374,2023-06-21 14-10-51,IMGP2_2023-06-21_14-10-51,cam2,p2
216,430,224,430,508,777,508,777,224,604,366,2023-06-21 14-20-51,IMGP2_2023-06-21_14-20-51,cam2,p2
217,0,244,0,504,194,504,194,244,97,374,2023-06-21 14-20-51,IMGP2_2023-06-21_14-20-51,cam2,p2
218,430,224,430,509,781,509,781,224,605,366,2023-06-21 14-30-51,IMGP2_2023-06-21_14-30-51,cam2,p2
219,0,244,0,505,194,505,194,244,97,374,2023-06-21 14-30-51,IMGP2_2023-06-21_14-30-51,cam2,p2
220,431,225,431,509,780,509,780,225,605,367,2023-06-21 14-40-51,IMGP2_2023-06-21_14-40-51,cam2,p2
