ID,x1,y1,x2,y2,x3,y3,x4,y4,x_centroide,y_centroide,fecha_hora,nom_img,camara,posicion_camara
4641,1041,145,1041,623,1530,623,1530,145,1285,384,2023-06-23 10-33-14,IMGP2_2023-06-23_10-33-14,cam2,p2
4642,1784,219,1784,716,1919,716,1919,219,1851,468,2023-06-23 10-33-14,IMGP2_2023-06-23_10-33-14,cam2,p2
4643,1419,130,1419,621,1844,621,1844,130,1631,375,2023-06-23 10-34-14,IMGP2_2023-06-23_10-34-14,cam2,p2
4644,410,198,410,543,756,543,756,198,583,371,2023-06-23 10-34-14,IMGP2_2023-06-23_10-34-14,cam2,p2
4645,803,163,803,567,1219,567,1219,163,1011,365,2023-06-23 10-34-14,IMGP2_2023-06-23_10-34-14,cam2,p2
4646,605,181,605,552,951,552,951,181,778,367,2023-06-23 10-34-14,IMGP2_2023-06-23_10-34-14,cam2,p2
4647,1781,220,1781,715,1919,715,1919,220,1850,467,2023-06-23 10-34-14,IMGP2_2023-06-23_10-34-14,cam2,p2
4648,1041,145,1041,622,1531,622,1531,145,1286,384,2023-06-23 10-34-14,IMGP2_2023-06-23_10-34-14,cam2,p2
4649,1419,130,1419,621,1844,621,1844,130,1631,375,2023-06-23 10-35-15,IMGP2_2023-06-23_10-35-15,cam2,p2
4650,802,162,802,566,1219,566,1219,162,1011,364,2023-06-23 10-35-15,IMGP2_2023-06-23_10-35-15,cam2,p2
4651,410,198,410,543,755,543,755,198,582,370,2023-06-23 10-35-15,IMGP2_2023-06-23_10-35-15,cam2,p2
4652,605,181,605,552,951,552,951,181,778,366,2023-06-23 10-35-15,IMGP2_2023-06-23_10-35-15,cam2,p2
4653,1784,220,1784,713,1919,713,1919,220,1851,467,2023-06-23 10-35-15,IMGP2_2023-06-23_10-35-15,cam2,p2
4654,1041,146,1041,622,1530,622,1530,146,1285,384,2023-06-23 10-35-15,IMGP2_2023-06-23_10-35-15,cam2,p2
4655,1419,131,1419,621,1842,621,1842,131,1630,376,2023-06-23 10-36-15,IMGP2_2023-06-23_10-36-15,cam2,p2
4656,802,162,802,567,1219,567,1219,162,1011,365,2023-06-23 10-36-15,IMGP2_2023-06-23_10-36-15,cam2,p2
4657,410,198,410,543,756,543,756,198,583,370,2023-06-23 10-36-15,IMGP2_2023-06-23_10-36-15,cam2,p2
4658,605,181,605,554,951,554,951,181,778,367,2023-06-23 10-36-15,IMGP2_2023-06-23_10-36-15,cam2,p2
4659,1784,218,1784,714,1919,714,1919,218,1852,466,2023-06-23 10-36-15,IMGP2_2023-06-23_10-36-15,cam2,p2
4660,1041,146,1041,622,1530,622,1530,146,1286,384,2023-06-23 10-36-15,IMGP2_2023-06-23_10-36-15,cam2,p2
4661,803,163,803,567,1219,567,1219,163,1011,365,2023-06-23 10-37-15,IMGP2_2023-06-23_10-37-15,cam2,p2
4662,410,198,410,543,756,543,756,198,583,370,2023-06-23 10-37-15,IMGP2_2023-06-23_10-37-15,cam2,p2
4663,1419,130,1419,621,1843,621,1843,130,1631,375,2023-06-23 10-37-15,IMGP2_2023-06-23_10-37-15,cam2,p2
4664,605,181,605,552,952,552,952,181,779,366,2023-06-23 10-37-15,IMGP2_2023-06-23_10-37-15,cam2,p2
4665,1784,220,1784,714,1919,714,1919,220,1852,467,2023-06-23 10-37-15,IMGP2_2023-06-23_10-37-15,cam2,p2
4666,1041,146,1041,623,1531,623,1531,146,1286,384,2023-06-23 10-37-15,IMGP2_2023-06-23_10-37-15,cam2,p2
4667,803,163,803,567,1219,567,1219,163,1011,365,2023-06-23 10-38-15,IMGP2_2023-06-23_10-38-15,cam2,p2
4668,410,199,410,542,756,542,756,199,583,370,2023-06-23 10-38-15,IMGP2_2023-06-23_10-38-15,cam2,p2
4669,1419,130,1419,621,1844,621,1844,130,1631,376,2023-06-23 10-38-15,IMGP2_2023-06-23_10-38-15,cam2,p2
4670,605,181,605,552,952,552,952,181,778,367,2023-06-23 10-38-15,IMGP2_2023-06-23_10-38-15,cam2,p2
4671,1041,145,1041,622,1532,622,1532,145,1287,384,2023-06-23 10-38-15,IMGP2_2023-06-23_10-38-15,cam2,p2
4672,1784,217,1784,714,1919,714,1919,217,1851,466,2023-06-23 10-38-15,IMGP2_2023-06-23_10-38-15,cam2,p2
4673,803,163,803,566,1219,566,1219,163,1011,364,2023-06-23 10-39-15,IMGP2_2023-06-23_10-39-15,cam2,p2
4674,1418,130,1418,621,1844,621,1844,130,1631,375,2023-06-23 10-39-15,IMGP2_2023-06-23_10-39-15,cam2,p2
4675,409,199,409,542,756,542,756,199,582,371,2023-06-23 10-39-15,IMGP2_2023-06-23_10-39-15,cam2,p2
4676,605,181,605,553,953,553,953,181,779,367,2023-06-23 10-39-15,IMGP2_2023-06-23_10-39-15,cam2,p2
4677,1784,217,1784,713,1919,713,1919,217,1852,465,2023-06-23 10-39-15,IMGP2_2023-06-23_10-39-15,cam2,p2
4678,1041,145,1041,622,1533,622,1533,145,1287,384,2023-06-23 10-39-15,IMGP2_2023-06-23_10-39-15,cam2,p2
4679,803,162,803,566,1219,566,1219,162,1011,364,2023-06-23 10-40-15,IMGP2_2023-06-23_10-40-15,cam2,p2
4680,1419,130,1419,620,1843,620,1843,130,1631,375,2023-06-23 10-40-15,IMGP2_2023-06-23_10-40-15,cam2,p2
4681,410,198,410,542,756,542,756,198,583,370,2023-06-23 10-40-15,IMGP2_2023-06-23_10-40-15,cam2,p2
4682,605,180,605,552,950,552,950,180,778,366,2023-06-23 10-40-15,IMGP2_2023-06-23_10-40-15,cam2,p2
4683,1784,218,1784,714,1919,714,1919,218,1851,466,2023-06-23 10-40-15,IMGP2_2023-06-23_10-40-15,cam2,p2
4684,1041,145,1041,622,1530,622,1530,145,1286,384,2023-06-23 10-40-15,IMGP2_2023-06-23_10-40-15,cam2,p2
4685,803,162,803,567,1219,567,1219,162,1011,364,2023-06-23 10-41-15,IMGP2_2023-06-23_10-41-15,cam2,p2
4686,1419,130,1419,620,1844,620,1844,130,1631,375,2023-06-23 10-41-15,IMGP2_2023-06-23_10-41-15,cam2,p2
4687,410,198,410,543,756,543,756,198,583,370,2023-06-23 10-41-15,IMGP2_2023-06-23_10-41-15,cam2,p2
4688,605,180,605,553,951,553,951,180,778,367,2023-06-23 10-41-15,IMGP2_2023-06-23_10-41-15,cam2,p2
4689,1781,220,1781,715,1919,715,1919,220,1850,468,2023-06-23 10-41-15,IMGP2_2023-06-23_10-41-15,cam2,p2
4690,1041,145,1041,622,1532,622,1532,145,1287,384,2023-06-23 10-41-15,IMGP2_2023-06-23_10-41-15,cam2,p2
4691,803,163,803,567,1219,567,1219,163,1011,365,2023-06-23 10-42-15,IMGP2_2023-06-23_10-42-15,cam2,p2
4692,1419,130,1419,620,1844,620,1844,130,1631,375,2023-06-23 10-42-15,IMGP2_2023-06-23_10-42-15,cam2,p2
4693,410,198,410,543,757,543,757,198,583,370,2023-06-23 10-42-15,IMGP2_2023-06-23_10-42-15,cam2,p2
4694,605,180,605,552,951,552,951,180,778,366,2023-06-23 10-42-15,IMGP2_2023-06-23_10-42-15,cam2,p2
4695,1782,215,1782,716,1919,716,1919,215,1850,465,2023-06-23 10-42-15,IMGP2_2023-06-23_10-42-15,cam2,p2
4696,1041,145,1041,622,1530,622,1530,145,1286,383,2023-06-23 10-42-15,IMGP2_2023-06-23_10-42-15,cam2,p2
4697,803,162,803,567,1219,567,1219,162,1011,365,2023-06-23 10-43-15,IMGP2_2023-06-23_10-43-15,cam2,p2
4698,410,198,410,543,756,543,756,198,583,370,2023-06-23 10-43-15,IMGP2_2023-06-23_10-43-15,cam2,p2
4699,605,180,605,553,952,553,952,180,778,366,2023-06-23 10-43-15,IMGP2_2023-06-23_10-43-15,cam2,p2
4700,1419,130,1419,621,1843,621,1843,130,1631,375,2023-06-23 10-43-15,IMGP2_2023-06-23_10-43-15,cam2,p2
4701,1041,145,1041,622,1533,622,1533,145,1287,384,2023-06-23 10-43-15,IMGP2_2023-06-23_10-43-15,cam2,p2
4702,1784,220,1784,715,1919,715,1919,220,1852,468,2023-06-23 10-43-15,IMGP2_2023-06-23_10-43-15,cam2,p2
4703,803,163,803,566,1219,566,1219,163,1011,364,2023-06-23 10-44-15,IMGP2_2023-06-23_10-44-15,cam2,p2
4704,409,198,409,543,757,543,757,198,583,370,2023-06-23 10-44-15,IMGP2_2023-06-23_10-44-15,cam2,p2
4705,1418,130,1418,620,1843,620,1843,130,1631,375,2023-06-23 10-44-15,IMGP2_2023-06-23_10-44-15,cam2,p2
4706,605,181,605,552,951,552,951,181,778,366,2023-06-23 10-44-15,IMGP2_2023-06-23_10-44-15,cam2,p2
4707,1041,146,1041,622,1531,622,1531,146,1286,384,2023-06-23 10-44-15,IMGP2_2023-06-23_10-44-15,cam2,p2
4708,1784,216,1784,714,1919,714,1919,216,1851,465,2023-06-23 10-44-15,IMGP2_2023-06-23_10-44-15,cam2,p2
4709,410,198,410,543,757,543,757,198,584,371,2023-06-23 10-45-15,IMGP2_2023-06-23_10-45-15,cam2,p2
4710,1418,131,1418,621,1843,621,1843,131,1630,376,2023-06-23 10-45-15,IMGP2_2023-06-23_10-45-15,cam2,p2
4711,803,163,803,567,1219,567,1219,163,1011,365,2023-06-23 10-45-15,IMGP2_2023-06-23_10-45-15,cam2,p2
4712,605,181,605,553,951,553,951,181,778,367,2023-06-23 10-45-15,IMGP2_2023-06-23_10-45-15,cam2,p2
4713,1783,219,1783,713,1919,713,1919,219,1851,466,2023-06-23 10-45-15,IMGP2_2023-06-23_10-45-15,cam2,p2
4714,1041,145,1041,623,1531,623,1531,145,1286,384,2023-06-23 10-45-15,IMGP2_2023-06-23_10-45-15,cam2,p2
4715,802,163,802,566,1219,566,1219,163,1011,364,2023-06-23 10-46-15,IMGP2_2023-06-23_10-46-15,cam2,p2
4716,1418,130,1418,621,1844,621,1844,130,1631,375,2023-06-23 10-46-15,IMGP2_2023-06-23_10-46-15,cam2,p2
4717,410,199,410,543,756,543,756,199,583,371,2023-06-23 10-46-15,IMGP2_2023-06-23_10-46-15,cam2,p2
4718,605,180,605,552,952,552,952,180,778,366,2023-06-23 10-46-15,IMGP2_2023-06-23_10-46-15,cam2,p2
4719,1784,219,1784,715,1919,715,1919,219,1851,467,2023-06-23 10-46-15,IMGP2_2023-06-23_10-46-15,cam2,p2
4720,1041,146,1041,623,1530,623,1530,146,1286,384,2023-06-23 10-46-15,IMGP2_2023-06-23_10-46-15,cam2,p2
4721,410,198,410,543,754,543,754,198,582,370,2023-06-23 10-47-15,IMGP2_2023-06-23_10-47-15,cam2,p2
4722,802,163,802,566,1219,566,1219,163,1010,364,2023-06-23 10-47-15,IMGP2_2023-06-23_10-47-15,cam2,p2
4723,1419,130,1419,621,1843,621,1843,130,1631,375,2023-06-23 10-47-15,IMGP2_2023-06-23_10-47-15,cam2,p2
4724,605,181,605,552,952,552,952,181,778,367,2023-06-23 10-47-15,IMGP2_2023-06-23_10-47-15,cam2,p2
4725,1783,221,1783,714,1919,714,1919,221,1851,467,2023-06-23 10-47-15,IMGP2_2023-06-23_10-47-15,cam2,p2
4726,1041,146,1041,622,1531,622,1531,146,1286,384,2023-06-23 10-47-15,IMGP2_2023-06-23_10-47-15,cam2,p2
4727,803,162,803,566,1219,566,1219,162,1011,364,2023-06-23 10-48-15,IMGP2_2023-06-23_10-48-15,cam2,p2
4728,409,198,409,543,756,543,756,198,582,370,2023-06-23 10-48-15,IMGP2_2023-06-23_10-48-15,cam2,p2
4729,605,180,605,552,952,552,952,180,778,366,2023-06-23 10-48-15,IMGP2_2023-06-23_10-48-15,cam2,p2
4730,1419,130,1419,620,1843,620,1843,130,1631,375,2023-06-23 10-48-15,IMGP2_2023-06-23_10-48-15,cam2,p2
4731,1784,217,1784,716,1919,716,1919,217,1851,466,2023-06-23 10-48-15,IMGP2_2023-06-23_10-48-15,cam2,p2
4732,1041,145,1041,622,1531,622,1531,145,1286,384,2023-06-23 10-48-15,IMGP2_2023-06-23_10-48-15,cam2,p2
4733,802,162,802,565,1219,565,1219,162,1010,364,2023-06-23 10-49-16,IMGP2_2023-06-23_10-49-16,cam2,p2
4734,410,198,410,542,755,542,755,198,582,370,2023-06-23 10-49-16,IMGP2_2023-06-23_10-49-16,cam2,p2
4735,1418,130,1418,620,1843,620,1843,130,1630,375,2023-06-23 10-49-16,IMGP2_2023-06-23_10-49-16,cam2,p2
4736,605,180,605,552,952,552,952,180,778,366,2023-06-23 10-49-16,IMGP2_2023-06-23_10-49-16,cam2,p2
4737,1783,219,1783,713,1919,713,1919,219,1851,466,2023-06-23 10-49-16,IMGP2_2023-06-23_10-49-16,cam2,p2
4738,1041,145,1041,622,1530,622,1530,145,1286,383,2023-06-23 10-49-16,IMGP2_2023-06-23_10-49-16,cam2,p2
4739,803,162,803,566,1218,566,1218,162,1010,364,2023-06-23 10-50-16,IMGP2_2023-06-23_10-50-16,cam2,p2
4740,409,198,409,541,757,541,757,198,583,370,2023-06-23 10-50-16,IMGP2_2023-06-23_10-50-16,cam2,p2
4741,605,180,605,551,952,551,952,180,778,365,2023-06-23 10-50-16,IMGP2_2023-06-23_10-50-16,cam2,p2
4742,1418,130,1418,620,1842,620,1842,130,1630,375,2023-06-23 10-50-16,IMGP2_2023-06-23_10-50-16,cam2,p2
4743,1784,217,1784,715,1919,715,1919,217,1851,466,2023-06-23 10-50-16,IMGP2_2023-06-23_10-50-16,cam2,p2
4744,1041,145,1041,622,1530,622,1530,145,1285,383,2023-06-23 10-50-16,IMGP2_2023-06-23_10-50-16,cam2,p2
4745,410,198,410,543,755,543,755,198,583,370,2023-06-23 10-51-16,IMGP2_2023-06-23_10-51-16,cam2,p2
4746,1418,130,1418,620,1844,620,1844,130,1631,375,2023-06-23 10-51-16,IMGP2_2023-06-23_10-51-16,cam2,p2
4747,802,162,802,566,1219,566,1219,162,1011,364,2023-06-23 10-51-16,IMGP2_2023-06-23_10-51-16,cam2,p2
4748,605,180,605,552,951,552,951,180,778,366,2023-06-23 10-51-16,IMGP2_2023-06-23_10-51-16,cam2,p2
4749,1041,145,1041,622,1530,622,1530,145,1286,383,2023-06-23 10-51-16,IMGP2_2023-06-23_10-51-16,cam2,p2
4750,1784,219,1784,715,1919,715,1919,219,1852,467,2023-06-23 10-51-16,IMGP2_2023-06-23_10-51-16,cam2,p2
4751,410,198,410,543,757,543,757,198,584,370,2023-06-23 10-52-16,IMGP2_2023-06-23_10-52-16,cam2,p2
4752,803,163,803,566,1219,566,1219,163,1011,365,2023-06-23 10-52-16,IMGP2_2023-06-23_10-52-16,cam2,p2
4753,1419,130,1419,621,1843,621,1843,130,1631,375,2023-06-23 10-52-16,IMGP2_2023-06-23_10-52-16,cam2,p2
4754,605,180,605,552,951,552,951,180,778,366,2023-06-23 10-52-16,IMGP2_2023-06-23_10-52-16,cam2,p2
4755,1784,219,1784,715,1919,715,1919,219,1851,467,2023-06-23 10-52-16,IMGP2_2023-06-23_10-52-16,cam2,p2
4756,1041,145,1041,622,1530,622,1530,145,1285,384,2023-06-23 10-52-16,IMGP2_2023-06-23_10-52-16,cam2,p2
4757,1418,130,1418,620,1844,620,1844,130,1631,375,2023-06-23 10-53-16,IMGP2_2023-06-23_10-53-16,cam2,p2
4758,803,163,803,566,1219,566,1219,163,1011,364,2023-06-23 10-53-16,IMGP2_2023-06-23_10-53-16,cam2,p2
4759,410,198,410,542,756,542,756,198,583,370,2023-06-23 10-53-16,IMGP2_2023-06-23_10-53-16,cam2,p2
4760,605,180,605,552,951,552,951,180,778,366,2023-06-23 10-53-16,IMGP2_2023-06-23_10-53-16,cam2,p2
4761,1784,218,1784,714,1919,714,1919,218,1852,466,2023-06-23 10-53-16,IMGP2_2023-06-23_10-53-16,cam2,p2
4762,1041,146,1041,622,1530,622,1530,146,1286,384,2023-06-23 10-53-16,IMGP2_2023-06-23_10-53-16,cam2,p2
4763,410,198,410,543,755,543,755,198,583,370,2023-06-23 10-54-16,IMGP2_2023-06-23_10-54-16,cam2,p2
4764,1419,130,1419,621,1842,621,1842,130,1630,376,2023-06-23 10-54-16,IMGP2_2023-06-23_10-54-16,cam2,p2
4765,803,163,803,566,1219,566,1219,163,1011,365,2023-06-23 10-54-16,IMGP2_2023-06-23_10-54-16,cam2,p2
4766,605,181,605,554,952,554,952,181,779,367,2023-06-23 10-54-16,IMGP2_2023-06-23_10-54-16,cam2,p2
4767,1784,218,1784,713,1919,713,1919,218,1851,465,2023-06-23 10-54-16,IMGP2_2023-06-23_10-54-16,cam2,p2
4768,1041,146,1041,622,1530,622,1530,146,1286,384,2023-06-23 10-54-16,IMGP2_2023-06-23_10-54-16,cam2,p2
4769,410,199,410,543,757,543,757,199,584,371,2023-06-23 10-55-16,IMGP2_2023-06-23_10-55-16,cam2,p2
4770,1419,131,1419,621,1843,621,1843,131,1631,376,2023-06-23 10-55-16,IMGP2_2023-06-23_10-55-16,cam2,p2
4771,803,163,803,566,1219,566,1219,163,1011,365,2023-06-23 10-55-16,IMGP2_2023-06-23_10-55-16,cam2,p2
4772,606,181,606,553,953,553,953,181,779,367,2023-06-23 10-55-16,IMGP2_2023-06-23_10-55-16,cam2,p2
4773,1784,219,1784,712,1919,712,1919,219,1851,465,2023-06-23 10-55-16,IMGP2_2023-06-23_10-55-16,cam2,p2
4774,1041,145,1041,623,1531,623,1531,145,1286,384,2023-06-23 10-55-16,IMGP2_2023-06-23_10-55-16,cam2,p2
4775,410,198,410,543,757,543,757,198,584,370,2023-06-23 10-56-16,IMGP2_2023-06-23_10-56-16,cam2,p2
4776,1419,130,1419,620,1842,620,1842,130,1631,375,2023-06-23 10-56-16,IMGP2_2023-06-23_10-56-16,cam2,p2
4777,803,163,803,566,1218,566,1218,163,1011,365,2023-06-23 10-56-16,IMGP2_2023-06-23_10-56-16,cam2,p2
4778,605,181,605,552,952,552,952,181,778,367,2023-06-23 10-56-16,IMGP2_2023-06-23_10-56-16,cam2,p2
4779,1784,218,1784,713,1919,713,1919,218,1852,466,2023-06-23 10-56-16,IMGP2_2023-06-23_10-56-16,cam2,p2
4780,1041,145,1041,622,1531,622,1531,145,1286,384,2023-06-23 10-56-16,IMGP2_2023-06-23_10-56-16,cam2,p2
4781,802,163,802,565,1219,565,1219,163,1011,364,2023-06-23 10-57-16,IMGP2_2023-06-23_10-57-16,cam2,p2
4782,410,198,410,543,757,543,757,198,583,370,2023-06-23 10-57-16,IMGP2_2023-06-23_10-57-16,cam2,p2
4783,1418,130,1418,620,1843,620,1843,130,1630,375,2023-06-23 10-57-16,IMGP2_2023-06-23_10-57-16,cam2,p2
4784,605,180,605,552,951,552,951,180,778,366,2023-06-23 10-57-16,IMGP2_2023-06-23_10-57-16,cam2,p2
4785,1784,217,1784,713,1919,713,1919,217,1851,465,2023-06-23 10-57-16,IMGP2_2023-06-23_10-57-16,cam2,p2
4786,1041,145,1041,622,1531,622,1531,145,1286,384,2023-06-23 10-57-16,IMGP2_2023-06-23_10-57-16,cam2,p2
4787,802,162,802,567,1219,567,1219,162,1010,364,2023-06-23 10-58-16,IMGP2_2023-06-23_10-58-16,cam2,p2
4788,1418,130,1418,621,1843,621,1843,130,1631,375,2023-06-23 10-58-16,IMGP2_2023-06-23_10-58-16,cam2,p2
4789,410,198,410,541,756,541,756,198,583,370,2023-06-23 10-58-16,IMGP2_2023-06-23_10-58-16,cam2,p2
4790,605,180,605,552,951,552,951,180,778,366,2023-06-23 10-58-16,IMGP2_2023-06-23_10-58-16,cam2,p2
4791,1784,217,1784,715,1919,715,1919,217,1851,466,2023-06-23 10-58-16,IMGP2_2023-06-23_10-58-16,cam2,p2
4792,1040,145,1040,622,1531,622,1531,145,1286,384,2023-06-23 10-58-16,IMGP2_2023-06-23_10-58-16,cam2,p2
4793,802,162,802,566,1218,566,1218,162,1010,364,2023-06-23 10-59-17,IMGP2_2023-06-23_10-59-17,cam2,p2
4794,410,197,410,543,755,543,755,197,582,370,2023-06-23 10-59-17,IMGP2_2023-06-23_10-59-17,cam2,p2
4795,1418,130,1418,620,1844,620,1844,130,1631,375,2023-06-23 10-59-17,IMGP2_2023-06-23_10-59-17,cam2,p2
4796,605,180,605,552,951,552,951,180,778,366,2023-06-23 10-59-17,IMGP2_2023-06-23_10-59-17,cam2,p2
4797,1783,218,1783,717,1919,717,1919,218,1851,467,2023-06-23 10-59-17,IMGP2_2023-06-23_10-59-17,cam2,p2
4798,1041,145,1041,622,1531,622,1531,145,1286,384,2023-06-23 10-59-17,IMGP2_2023-06-23_10-59-17,cam2,p2
4799,803,162,803,566,1219,566,1219,162,1011,364,2023-06-23 11-00-17,IMGP2_2023-06-23_11-00-17,cam2,p2
4800,410,198,410,542,755,542,755,198,583,370,2023-06-23 11-00-17,IMGP2_2023-06-23_11-00-17,cam2,p2
4801,1419,130,1419,620,1842,620,1842,130,1631,375,2023-06-23 11-00-17,IMGP2_2023-06-23_11-00-17,cam2,p2
4802,605,180,605,554,951,554,951,180,778,367,2023-06-23 11-00-17,IMGP2_2023-06-23_11-00-17,cam2,p2
4803,1782,218,1782,716,1919,716,1919,218,1850,467,2023-06-23 11-00-17,IMGP2_2023-06-23_11-00-17,cam2,p2
4804,1041,145,1041,622,1531,622,1531,145,1286,384,2023-06-23 11-00-17,IMGP2_2023-06-23_11-00-17,cam2,p2
4805,803,163,803,567,1219,567,1219,163,1011,365,2023-06-23 11-01-17,IMGP2_2023-06-23_11-01-17,cam2,p2
4806,1418,131,1418,621,1843,621,1843,131,1631,376,2023-06-23 11-01-17,IMGP2_2023-06-23_11-01-17,cam2,p2
4807,410,199,410,543,756,543,756,199,583,371,2023-06-23 11-01-17,IMGP2_2023-06-23_11-01-17,cam2,p2
4808,605,181,605,553,952,553,952,181,778,367,2023-06-23 11-01-17,IMGP2_2023-06-23_11-01-17,cam2,p2
4809,1783,220,1783,717,1919,717,1919,220,1851,468,2023-06-23 11-01-17,IMGP2_2023-06-23_11-01-17,cam2,p2
4810,1041,145,1041,623,1531,623,1531,145,1286,384,2023-06-23 11-01-17,IMGP2_2023-06-23_11-01-17,cam2,p2
4811,803,164,803,567,1219,567,1219,164,1011,365,2023-06-23 11-02-17,IMGP2_2023-06-23_11-02-17,cam2,p2
4812,1418,132,1418,622,1843,622,1843,132,1631,377,2023-06-23 11-02-17,IMGP2_2023-06-23_11-02-17,cam2,p2
4813,410,200,410,543,756,543,756,200,583,371,2023-06-23 11-02-17,IMGP2_2023-06-23_11-02-17,cam2,p2
4814,605,182,605,553,952,553,952,182,778,367,2023-06-23 11-02-17,IMGP2_2023-06-23_11-02-17,cam2,p2
4815,1783,219,1783,718,1919,718,1919,219,1851,469,2023-06-23 11-02-17,IMGP2_2023-06-23_11-02-17,cam2,p2
4816,1040,147,1040,624,1531,624,1531,147,1285,385,2023-06-23 11-02-17,IMGP2_2023-06-23_11-02-17,cam2,p2
4817,803,163,803,567,1218,567,1218,163,1011,365,2023-06-23 11-03-17,IMGP2_2023-06-23_11-03-17,cam2,p2
4818,1418,131,1418,621,1843,621,1843,131,1631,376,2023-06-23 11-03-17,IMGP2_2023-06-23_11-03-17,cam2,p2
4819,409,199,409,542,755,542,755,199,582,371,2023-06-23 11-03-17,IMGP2_2023-06-23_11-03-17,cam2,p2
4820,605,181,605,553,951,553,951,181,778,367,2023-06-23 11-03-17,IMGP2_2023-06-23_11-03-17,cam2,p2
4821,1784,218,1784,715,1919,715,1919,218,1851,466,2023-06-23 11-03-17,IMGP2_2023-06-23_11-03-17,cam2,p2
4822,1040,146,1040,623,1531,623,1531,146,1286,385,2023-06-23 11-03-17,IMGP2_2023-06-23_11-03-17,cam2,p2
4823,803,164,803,567,1219,567,1219,164,1011,366,2023-06-23 11-04-17,IMGP2_2023-06-23_11-04-17,cam2,p2
4824,1419,131,1419,621,1844,621,1844,131,1631,376,2023-06-23 11-04-17,IMGP2_2023-06-23_11-04-17,cam2,p2
4825,409,199,409,543,755,543,755,199,582,371,2023-06-23 11-04-17,IMGP2_2023-06-23_11-04-17,cam2,p2
4826,605,181,605,553,952,553,952,181,779,367,2023-06-23 11-04-17,IMGP2_2023-06-23_11-04-17,cam2,p2
4827,1783,219,1783,715,1919,715,1919,219,1851,467,2023-06-23 11-04-17,IMGP2_2023-06-23_11-04-17,cam2,p2
4828,1041,146,1041,623,1532,623,1532,146,1287,385,2023-06-23 11-04-17,IMGP2_2023-06-23_11-04-17,cam2,p2
4829,1419,132,1419,621,1843,621,1843,132,1631,376,2023-06-23 11-05-17,IMGP2_2023-06-23_11-05-17,cam2,p2
4830,803,165,803,567,1218,567,1218,165,1011,366,2023-06-23 11-05-17,IMGP2_2023-06-23_11-05-17,cam2,p2
4831,410,200,410,542,756,542,756,200,583,371,2023-06-23 11-05-17,IMGP2_2023-06-23_11-05-17,cam2,p2
4832,605,182,605,553,953,553,953,182,779,368,2023-06-23 11-05-17,IMGP2_2023-06-23_11-05-17,cam2,p2
4833,1783,221,1783,718,1919,718,1919,221,1851,470,2023-06-23 11-05-17,IMGP2_2023-06-23_11-05-17,cam2,p2
4834,1040,146,1040,623,1532,623,1532,146,1286,385,2023-06-23 11-05-17,IMGP2_2023-06-23_11-05-17,cam2,p2
4835,803,163,803,567,1219,567,1219,163,1011,365,2023-06-23 11-06-17,IMGP2_2023-06-23_11-06-17,cam2,p2
4836,410,199,410,543,756,543,756,199,583,371,2023-06-23 11-06-17,IMGP2_2023-06-23_11-06-17,cam2,p2
4837,1418,132,1418,621,1843,621,1843,132,1631,377,2023-06-23 11-06-17,IMGP2_2023-06-23_11-06-17,cam2,p2
4838,605,181,605,553,954,553,954,181,780,367,2023-06-23 11-06-17,IMGP2_2023-06-23_11-06-17,cam2,p2
4839,1784,218,1784,717,1919,717,1919,218,1851,467,2023-06-23 11-06-17,IMGP2_2023-06-23_11-06-17,cam2,p2
4840,1040,146,1040,624,1531,624,1531,146,1285,385,2023-06-23 11-06-17,IMGP2_2023-06-23_11-06-17,cam2,p2
4841,803,164,803,567,1218,567,1218,164,1011,366,2023-06-23 11-07-17,IMGP2_2023-06-23_11-07-17,cam2,p2
4842,1419,132,1419,622,1842,622,1842,132,1631,377,2023-06-23 11-07-17,IMGP2_2023-06-23_11-07-17,cam2,p2
4843,409,200,409,542,756,542,756,200,583,371,2023-06-23 11-07-17,IMGP2_2023-06-23_11-07-17,cam2,p2
4844,605,182,605,553,952,553,952,182,778,367,2023-06-23 11-07-17,IMGP2_2023-06-23_11-07-17,cam2,p2
4845,1783,218,1783,714,1919,714,1919,218,1851,466,2023-06-23 11-07-17,IMGP2_2023-06-23_11-07-17,cam2,p2
4846,1041,146,1041,624,1533,624,1533,146,1287,385,2023-06-23 11-07-17,IMGP2_2023-06-23_11-07-17,cam2,p2
4847,1418,132,1418,621,1844,621,1844,132,1631,377,2023-06-23 11-08-17,IMGP2_2023-06-23_11-08-17,cam2,p2
4848,409,200,409,542,757,542,757,200,583,371,2023-06-23 11-08-17,IMGP2_2023-06-23_11-08-17,cam2,p2
4849,803,164,803,567,1218,567,1218,164,1010,366,2023-06-23 11-08-17,IMGP2_2023-06-23_11-08-17,cam2,p2
4850,605,182,605,553,952,553,952,182,778,367,2023-06-23 11-08-17,IMGP2_2023-06-23_11-08-17,cam2,p2
4851,1783,220,1783,715,1919,715,1919,220,1851,467,2023-06-23 11-08-17,IMGP2_2023-06-23_11-08-17,cam2,p2
4852,1040,147,1040,623,1532,623,1532,147,1286,385,2023-06-23 11-08-17,IMGP2_2023-06-23_11-08-17,cam2,p2
4853,410,200,410,543,758,543,758,200,584,371,2023-06-23 11-09-17,IMGP2_2023-06-23_11-09-17,cam2,p2
4854,803,164,803,568,1219,568,1219,164,1011,366,2023-06-23 11-09-17,IMGP2_2023-06-23_11-09-17,cam2,p2
